FIPS,N02650,A02650,"Population Estimate, 2013","Population Estimate, 2016",PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS13
13165,5300.0,178615.0,"9,251","8,849",12.1,29.9
13167,6360.0,232547.0,"9,790","9,505",12.7,34.0
13169,39870.0,1684838.0,"28,740","28,623",12.4,33.5
13171,30420.0,1377180.0,"17,956","18,469",11.7,30.6
13173,8600.0,326516.0,"10,416","10,399",11.4,33.2
13175,26110.0,1052196.0,"47,933","47,516",14.4,36.2
13177,42350.0,2101691.0,"29,089","29,337",10.7,31.2
13179,29520.0,1085175.0,"64,066","62,570",10.4,34.9
13181,3730.0,158824.0,"7,707","7,828",14.1,29.0
13183,25360.0,946842.0,"16,641","18,437",9.8,31.4
13185,49000.0,2131896.0,"113,073","114,628",11.6,31.3
13187,31740.0,1599166.0,"30,879","31,445",10.8,30.7
13189,16750.0,740660.0,"21,549","21,490",17.4,33.4
13191,5010.0,203363.0,"13,991","13,927",15.2,30.9
13193,22630.0,957239.0,"13,993","13,450",13.5,36.4
13195,30570.0,1157250.0,"28,173","28,824",13.3,31.9
13197,4260.0,159876.0,"8,639","8,524",14.0,32.9
13199,33810.0,1491776.0,"21,193","21,074",14.8,34.6
13201,9540.0,398225.0,"5,885","5,926",13.3,30.3
13205,22580.0,740028.0,"23,040","22,459",14.4,33.6
13207,39560.0,2493986.0,"26,991","27,306",14.5,31.9
13209,11100.0,455468.0,"9,008","9,060",13.4,36.2
13211,16640.0,983061.0,"17,726","18,170",11.6,26.5
13213,44310.0,1677753.0,"39,253","39,315",12.7,32.5
13215,97480.0,4570218.0,"203,669","197,485",13.4,28.8
13217,110180.0,5178407.0,"102,272","106,999",10.4,32.9
13219,65600.0,3865528.0,"34,047","36,838",9.3,28.8
13221,13080.0,538505.0,"14,533","14,921",13.0,30.1
13223,162030.0,8721400.0,"147,086","155,825",11.0,28.6
13225,25110.0,1150723.0,"26,871","26,655",13.6,34.4
13227,38020.0,2155889.0,"29,518","30,832",14.2,26.7
13229,19000.0,776444.0,"18,985","19,171",11.3,28.5
13231,19810.0,957614.0,"17,789","17,941",11.7,26.2
13233,27420.0,1120199.0,"41,060","41,776",10.4,34.5
13235,15800.0,645813.0,"11,537","11,251",13.6,31.7
13237,29640.0,1426742.0,"21,268","21,477",12.8,30.0
13239,1000.0,30858.0,"2,370","2,335",16.9,34.0
13241,11650.0,582139.0,"16,211","16,559",13.0,29.4
13243,3630.0,118943.0,"7,187","7,177",16.7,33.7
13245,118360.0,5436006.0,"201,069","201,647",13.5,34.1
13247,199130.0,8915615.0,"86,670","89,355",13.1,36.0
13249,9240.0,328557.0,"5,057","5,098",12.6,30.4
13251,8800.0,323360.0,"14,179","14,044",13.6,33.0
13253,4470.0,183438.0,"8,871","8,468",14.2,30.7
13255,56140.0,2598982.0,"63,619","64,806",12.9,32.4
13257,11340.0,484744.0,"25,552","25,751",12.6,30.1
13259,3060.0,98818.0,"5,541","5,705",13.7,34.2
13261,12870.0,499101.0,"31,371","30,389",13.8,32.7
13263,7010.0,276395.0,"6,445","6,171",16.3,33.3
13265,2270.0,72019.0,"1,688","1,593",16.2,31.4
13267,16600.0,640020.0,"25,497","25,092",10.2,33.1
13269,3970.0,147090.0,"8,413","8,232",14.5,28.8
13271,4710.0,163937.0,"16,663","15,965",12.3,30.9
13273,13230.0,791740.0,"9,222","8,967",14.9,31.6
13275,22050.0,1051113.0,"44,932","45,248",14.0,34.0
13277,22580.0,920844.0,"40,297","40,828",13.2,34.0
13279,11420.0,471336.0,"27,182","27,196",13.6,31.5
13281,8410.0,391293.0,"10,745","11,391",12.9,27.4
13283,13900.0,562571.0,"6,641","6,637",12.3,32.9
13285,36160.0,1635942.0,"68,936","70,005",12.6,30.0
13287,4680.0,166527.0,"8,194","8,030",14.3,34.6
13289,17410.0,628245.0,"8,481","8,171",14.5,32.8
13291,14080.0,656447.0,"21,571","22,928",15.9,27.2
13293,17410.0,706467.0,"26,488","26,335",11.9,32.0
13295,67210.0,3027112.0,"68,288","67,896",12.4,32.1
13297,108220.0,5706884.0,"86,011","90,184",11.6,34.4
13299,19960.0,763952.0,"35,760","35,738",12.3,35.5
13301,3780.0,136243.0,"5,551","5,442",15.8,32.0
13303,14120.0,560352.0,"20,647","20,457",13.0,32.2
13305,12170.0,506285.0,"30,055","30,104",13.1,31.8
13307,2470.0,84239.0,"2,702","2,599",14.6,32.1
13309,3470.0,115365.0,"7,915","7,978",12.1,31.9
13311,29130.0,1435190.0,"27,796","28,884",12.6,28.6
13313,59750.0,2862713.0,"103,008","104,589",13.2,33.5
13315,17440.0,641847.0,"8,970","8,761",11.4,31.5
13317,7760.0,310173.0,"9,935","9,805",15.5,32.9
13319,32050.0,1379653.0,"9,416","9,104",14.8,34.5
13321,35370.0,1211906.0,"21,085","20,748",13.9,36.7
15001,67310.0,3382626.0,"191,147","198,449",8.1,22.7
15003,458880.0,28043582.0,"984,730","992,605",8.4,22.3
15007,24470.0,1336259.0,"69,628","72,029",8.3,20.6
15009,68850.0,3821646.0,"160,887","165,386",7.7,22.4
16001,198180.0,12778121.0,"416,177","444,028",7.5,25.4
16003,4530.0,252698.0,"3,827","3,900",11.6,27.6
16005,32960.0,1550581.0,"83,467","84,377",10.0,28.1
16007,3280.0,174267.0,"5,955","5,945",8.9,28.7
16009,5070.0,231164.0,"9,022","9,092",9.4,30.1
16011,38330.0,1838409.0,"45,412","45,201",9.9,33.3
16013,9810.0,851515.0,"21,278","21,791",6.6,19.2
16015,9250.0,734217.0,"6,727","7,124",9.6,22.4
16017,21250.0,1067717.0,"40,668","42,536",7.6,24.7
16019,54340.0,2959028.0,"107,460","112,232",8.5,29.4
16021,4570.0,202195.0,"10,869","11,681",11.0,27.3
16023,1070.0,50720.0,"2,626","2,501",9.5,28.5
16025,1740.0,71434.0,"1,044","1,072",9.4,25.7
16027,99520.0,5284564.0,"198,673","211,698",9.5,33.4
16029,2730.0,157060.0,"6,819","6,887",10.5,27.5
16031,17160.0,820628.0,"23,365","23,504",9.0,30.5
16033,500.0,18677.0,862,860,8.5,31.4
16035,3900.0,183085.0,"8,582","8,497",11.1,30.6
16037,2030.0,107800.0,"4,242","4,096",9.4,26.3
16039,18270.0,1100439.0,"26,236","26,018",8.6,29.8
16041,5500.0,255732.0,"12,842","13,406",7.9,30.7
16043,16360.0,687902.0,"12,903","12,943",9.0,28.9
16045,30930.0,2233280.0,"16,681","17,184",9.9,28.5
16047,17950.0,772137.0,"15,109","15,185",9.8,30.0
16049,7350.0,334571.0,"16,211","16,156",9.5,25.7
16051,35920.0,1757028.0,"26,842","27,839",8.8,32.7
16053,32840.0,1484634.0,"22,552","22,994",7.7,33.3
16055,68480.0,3556249.0,"144,299","154,311",9.6,25.0
16057,15380.0,800783.0,"38,274","39,196",6.4,24.3
16059,3110.0,137628.0,"7,730","7,723",12.1,26.8
16061,2960.0,128705.0,"3,819","3,853",10.5,29.7
16063,5970.0,258184.0,"5,309","5,271",8.3,32.3
16065,15420.0,648422.0,"37,642","39,048",5.5,24.5
16067,15620.0,727964.0,"20,295","20,616",10.8,34.2
16069,19700.0,1002428.0,"39,916","40,369",11.0,30.9
16071,1570.0,69192.0,"4,278","4,343",12.2,31.3
16073,5450.0,231218.0,"11,395","11,389",9.5,30.4
16075,22170.0,1071500.0,"22,553","23,026",9.2,33.3
16077,10000.0,489474.0,"7,732","7,654",8.2,32.1
16079,7210.0,320000.0,"12,707","12,452",10.2,31.1
16081,4370.0,224051.0,"10,276","10,960",6.0,24.1
16083,33970.0,1588183.0,"79,788","83,514",8.7,27.6
16085,4640.0,261690.0,"9,585","10,496",8.4,24.1
16087,8050.0,325076.0,"9,962","10,172",11.2,30.3
17001,34670.0,1832367.0,"66,997","66,578",10.1,37.0
17003,4490.0,175367.0,"7,215","6,478",11.4,28.4
17005,19670.0,1126825.0,"17,320","16,824",10.0,29.6
17007,106500.0,6308160.0,"53,779","53,503",9.4,33.7
17009,2300.0,114017.0,"6,863","6,762",8.2,27.6
17011,26350.0,1389843.0,"34,096","33,359",11.3,29.1
17013,2360.0,113312.0,"5,036","4,894",11.4,29.1
17015,14100.0,731037.0,"14,939","14,539",12.2,28.6
17017,10360.0,537633.0,"13,292","12,676",10.6,28.0
17019,93910.0,5585403.0,"205,365","208,419",7.4,25.1
17021,23060.0,1322074.0,"34,183","33,309",10.5,31.7
17023,9990.0,510812.0,"16,145","15,938",11.5,32.7
17025,11560.0,545664.0,"13,522","13,300",10.8,31.0
17027,43750.0,2445295.0,"37,879","37,729",8.7,29.5
17029,31920.0,1653807.0,"53,046","52,343",8.9,26.3
17031,2689970.0,194538626.0,"5,240,283","5,203,499",8.5,25.3
17033,11390.0,599721.0,"19,495","19,308",10.6,31.3
17035,20520.0,1062440.0,"10,901","10,858",11.1,27.8
17037,79120.0,4713018.0,"104,148","104,528",8.3,28.3
17039,14380.0,856548.0,"16,385","16,226",10.8,30.5
17041,11770.0,605608.0,"19,800","19,630",10.8,30.5
17043,646150.0,55037743.0,"931,296","929,368",8.1,23.0
17045,14070.0,711964.0,"17,943","17,566",10.1,30.3
17047,3620.0,179263.0,"6,671","6,523",10.5,31.3
17049,21340.0,1199853.0,"34,312","34,386",10.7,31.8
17051,9710.0,432776.0,"22,145","21,789",10.3,33.0
17053,8750.0,486018.0,"13,803","13,575",10.6,28.2
17055,17570.0,785319.0,"39,574","39,156",11.6,30.2
17057,19410.0,948371.0,"36,375","35,536",11.6,30.7
17059,5950.0,317198.0,"5,408","5,212",10.8,28.4
17061,5970.0,271483.0,"13,511","13,093",11.5,28.7
17063,42120.0,2666022.0,"50,177","50,437",8.6,30.4
17065,7370.0,364030.0,"8,329","8,061",11.1,28.2
17067,10830.0,536397.0,"18,603","18,508",11.2,28.6
17069,1420.0,62286.0,"4,249","4,024",13.0,30.6
17071,4630.0,211326.0,"6,957","6,869",11.8,30.4
17073,31340.0,1836126.0,"49,831","49,280",11.1,30.5
17075,21750.0,1096065.0,"28,982","28,334",12.4,33.9
17077,34380.0,1694060.0,"59,593","58,870",9.0,31.5
17079,11780.0,638624.0,"9,574","9,536",10.2,30.2
17081,29200.0,1357044.0,"38,657","38,460",11.1,30.2
17083,19920.0,1140867.0,"22,620","22,025",10.4,33.0
17085,18860.0,942491.0,"22,332","21,770",13.0,29.5
17087,9770.0,493444.0,"12,845","12,902",10.5,29.4
17089,406110.0,31183225.0,"523,590","531,715",7.7,25.3
17091,64650.0,3412684.0,"112,227","110,008",9.1,30.1
17093,155490.0,10770357.0,"119,709","124,695",8.3,33.7
17095,29180.0,1449542.0,"52,149","50,938",9.8,26.2
17097,437650.0,43616142.0,"703,411","703,047",8.4,28.4
17099,61780.0,3304023.0,"112,687","110,642",10.4,27.1
17101,7510.0,361072.0,"16,745","16,377",11.7,28.9
17103,50170.0,2536146.0,"35,008","34,251",10.1,32.6
17105,29510.0,1561360.0,"37,444","36,526",9.5,29.2
17107,16550.0,919345.0,"29,890","29,527",9.8,29.2
17109,14970.0,746105.0,"32,167","30,996",9.3,26.8
17111,199680.0,16709896.0,"306,944","307,004",10.1,27.7
17113,85770.0,5872821.0,"174,777","172,418",7.0,29.3
17115,54710.0,3013742.0,"109,533","106,550",10.0,29.7
17117,45510.0,2275380.0,"46,851","45,908",10.5,31.0
17119,156780.0,9120275.0,"267,246","265,759",10.0,32.3
17121,23140.0,1026489.0,"38,594","38,140",10.5,33.5
17123,14990.0,855851.0,"12,115","11,939",11.2,29.1
17125,8940.0,477067.0,"14,194","13,507",11.1,31.7
17127,8200.0,365751.0,"14,974","14,658",11.2,30.7
17129,7800.0,482567.0,"12,605","12,516",10.2,28.3
17131,14500.0,826999.0,"16,133","15,730",11.4,31.2
17133,22300.0,1531574.0,"33,547","34,068",11.4,33.2
17135,26110.0,1324702.0,"29,329","28,952",10.8,31.3
17137,22800.0,1248612.0,"35,027","34,277",11.3,28.8
17139,9750.0,521979.0,"14,933","14,827",10.2,28.6
17141,57740.0,2842605.0,"52,341","51,273",10.4,31.2
17143,97260.0,5953896.0,"188,377","185,006",9.6,28.8
17145,14910.0,720735.0,"21,742","21,357",10.6,29.1
17147,17420.0,1191961.0,"16,444","16,560",10.7,29.0
17149,6720.0,316635.0,"16,105","15,950",12.0,32.6
17151,8960.0,404644.0,"4,338","4,157",10.9,29.5
17153,3720.0,148360.0,"5,895","5,619",12.1,27.3
17155,2990.0,171748.0,"5,815","5,611",10.5,29.9
17157,17650.0,890426.0,"33,122","32,621",10.1,27.7
17159,12090.0,590713.0,"16,097","15,930",11.0,28.8
17161,74380.0,3940073.0,"147,509","144,784",10.8,31.7
17163,160640.0,9000310.0,"266,807","262,759",12.7,33.2
17165,13600.0,670243.0,"24,863","24,307",12.0,30.1
17167,103680.0,6488202.0,"198,973","197,499",10.7,28.5
17169,2940.0,143520.0,"7,362","6,923",10.6,31.7
17171,16290.0,831024.0,"5,208","5,053",9.9,30.4
17173,15490.0,771301.0,"22,177","21,717",10.1,30.6
17175,4490.0,278961.0,"5,886","5,776",12.2,30.2
17177,26610.0,1294632.0,"46,721","45,624",12.5,32.9
17179,71740.0,4361578.0,"136,203","134,385",9.6,30.6
17181,13220.0,671818.0,"17,577","17,212",11.9,28.2
17183,35810.0,1637981.0,"80,495","78,111",12.7,35.4
17185,6270.0,343416.0,"11,628","11,492",12.6,32.2
17187,25910.0,1226538.0,"17,627","17,378",10.5,30.5
17189,18480.0,887888.0,"14,432","14,154",10.5,28.6
17191,7870.0,367082.0,"16,608","16,396",10.3,29.2
17193,6880.0,381974.0,"14,502","14,292",10.6,28.7
17195,31210.0,1592102.0,"57,446","56,536",10.5,28.7
17197,489070.0,33774780.0,"683,474","689,529",8.5,28.0
17199,49000.0,2403281.0,"67,387","67,560",10.5,31.6
17201,157590.0,8301471.0,"290,868","285,873",11.7,33.9
17203,44940.0,3014039.0,"39,171","39,140",9.6,30.8
18001,28040.0,1375668.0,"34,664","35,232",13.9,32.8
18003,195010.0,10528413.0,"363,265","370,404",10.3,30.1
18005,63640.0,3448788.0,"79,491","81,402",10.5,29.5
18007,7280.0,382617.0,"8,722","8,650",12.1,32.6
18009,38910.0,1539588.0,"12,470","12,149",13.7,36.0
18011,118020.0,9816939.0,"60,479","64,653",10.4,27.8
18013,65730.0,3917284.0,"15,031","14,912",12.6,30.6
18015,65980.0,3219127.0,"20,110","19,970",13.4,26.9
18017,30050.0,1272956.0,"38,504","37,946",9.8,33.7
18019,90760.0,4526414.0,"112,746","116,031",12.4,33.3
18021,32140.0,1530870.0,"26,734","26,309",11.9,33.1
18023,23720.0,1165203.0,"32,883","32,457",12.5,30.9
18025,5900.0,223668.0,"10,584","10,539",13.0,33.0
18027,16650.0,785527.0,"32,276","32,969",12.9,37.6
18029,34040.0,1783278.0,"49,751","49,331",13.1,32.5
18031,20830.0,956390.0,"26,208","26,598",14.7,32.7
18033,37180.0,1886987.0,"42,376","42,746",10.0,32.8
18035,71790.0,3184578.0,"116,989","115,603",12.5,31.5
18037,26480.0,1530884.0,"42,320","42,552",10.3,29.5
18039,121360.0,6867884.0,"200,354","203,781",10.2,32.8
18041,14540.0,594581.0,"23,850","23,331",12.2,33.0
18043,54320.0,3065334.0,"76,099","76,990",10.2,30.1
18045,23140.0,1074905.0,"16,878","16,486",13.9,29.8
18047,47220.0,2287038.0,"22,924","22,715",11.0,26.2
18049,17670.0,835944.0,"20,434","20,139",11.4,37.8
18051,30510.0,1918100.0,"33,556","33,703",13.4,32.1
18053,42680.0,1777663.0,"69,011","66,937",14.8,37.3
18055,39940.0,1771921.0,"32,781","32,211",13.3,33.1
18057,255090.0,22951052.0,"296,918","316,373",8.6,25.9
18059,87500.0,5625240.0,"71,086","73,717",12.4,34.8
18061,27130.0,1412679.0,"39,065","39,826",12.8,36.0
18063,120300.0,8798706.0,"153,584","160,610",10.0,31.8
18065,40700.0,1669430.0,"49,035","48,521",13.4,36.7
18067,58870.0,2788241.0,"82,840","82,568",13.1,31.4
18069,44060.0,2200911.0,"36,823","36,400",12.7,32.6
18071,45880.0,2403444.0,"43,484","44,013",12.4,36.9
18073,27070.0,1436901.0,"33,417","33,433",11.3,29.6
18075,15750.0,625319.0,"21,268","21,046",15.0,34.0
18077,25730.0,1164764.0,"32,488","32,418",12.5,35.0
18079,33030.0,1468211.0,"28,279","27,758",12.3,33.0
18081,95020.0,5750221.0,"145,634","151,982",10.7,30.2
18083,17090.0,818742.0,"38,103","37,744",11.0,32.3
18085,60050.0,3093950.0,"78,050","79,092",10.4,33.2
18087,28810.0,1412372.0,"38,095","39,110",11.2,34.2
18089,231410.0,12065385.0,"491,354","485,846",12.2,33.9
18091,76280.0,4083000.0,"111,323","110,015",10.8,35.0
18093,25460.0,1105252.0,"45,835","45,518",15.1,38.2
18095,86320.0,4361577.0,"130,388","129,296",12.2,33.4
18097,479450.0,25616104.0,"928,521","941,229",10.5,32.4
18099,41010.0,2013426.0,"46,945","46,556",11.1,30.8
18101,14880.0,649842.0,"10,216","10,171",15.6,35.8
18103,52880.0,2434372.0,"36,145","35,883",11.6,35.7
18105,94590.0,4940400.0,"141,934","145,496",7.7,22.1
18107,21620.0,1022568.0,"38,085","38,074",11.8,32.7
18109,49590.0,2682433.0,"69,375","69,698",14.0,33.2
18111,22160.0,1159698.0,"14,034","13,924",11.6,35.3
18113,48770.0,2430757.0,"47,501","47,638",11.8,31.8
18115,10090.0,463392.0,"6,026","5,932",12.4,30.4
18117,20860.0,832228.0,"19,724","19,335",11.6,35.4
18119,27130.0,1190916.0,"21,176","20,840",14.1,34.0
18121,31240.0,1437565.0,"17,191","16,800",12.5,33.6
18123,14140.0,678336.0,"19,443","18,966",12.6,32.8
18125,14900.0,721627.0,"12,588","12,431",12.6,36.4
18127,149420.0,9040087.0,"166,552","167,791",9.4,31.9
18129,30120.0,1708584.0,"25,504","25,476",12.7,29.1
18131,21510.0,1042326.0,"12,996","12,660",12.2,31.5
18133,29880.0,1403306.0,"37,605","37,436",10.0,31.5
18135,23310.0,1000285.0,"25,610","25,082",14.2,35.6
18137,40830.0,2026350.0,"28,501","28,846",13.7,32.7
18139,42850.0,2232190.0,"17,001","16,649",14.0,32.6
18141,147140.0,7550126.0,"266,972","269,141",9.9,30.0
18143,15460.0,660936.0,"23,804","23,730",12.7,29.5
18145,69970.0,3946172.0,"44,422","44,324",11.4,33.1
18147,20010.0,1050860.0,"20,824","20,648",10.8,30.5
18149,29310.0,1365937.0,"23,189","23,009",13.6,36.1
18151,24120.0,1142041.0,"34,346","34,116",10.4,33.7
18153,10620.0,480892.0,"21,172","20,802",13.0,32.9
18155,18690.0,874572.0,"10,517","10,527",13.4,32.0
18157,90240.0,4765645.0,"181,242","188,059",6.9,26.4
18159,36780.0,1838383.0,"15,582","15,182",10.8,31.1
18161,12960.0,538801.0,"7,288","7,212",12.8,30.0
18163,96520.0,5067569.0,"181,693","181,721",11.9,33.3
18165,13190.0,598240.0,"15,858","15,645",14.3,33.1
18167,59600.0,2767010.0,"108,226","107,931",11.5,32.8
18169,42360.0,1916307.0,"32,354","31,762",13.9,31.6
18171,30700.0,1904727.0,"8,378","8,166",12.2,32.1
18173,35210.0,2311960.0,"61,054","62,498",10.9,29.4
18175,28150.0,1235936.0,"27,791","27,670",10.9,30.6
18177,42010.0,1809539.0,"67,854","66,568",11.5,29.6
18179,44790.0,2227606.0,"27,744","27,949",11.8,28.4
18181,45650.0,2652432.0,"24,328","23,999",14.5,34.7
18183,41800.0,2891170.0,"33,232","33,449",10.6,32.0
19001,14110.0,733000.0,"7,440","7,092",11.6,32.4
19003,8360.0,418143.0,"3,890","3,693",10.1,30.8
19005,13860.0,730467.0,"14,043","13,884",9.1,33.6
19007,6110.0,251336.0,"12,645","12,462",11.6,35.4
19009,9870.0,537922.0,"5,882","5,678",11.7,31.2
19011,40000.0,2159738.0,"25,724","25,699",10.0,34.4
19013,66360.0,3829757.0,"132,780","132,904",9.5,29.9
19015,31670.0,1909418.0,"26,359","26,532",9.1,32.4
19017,33130.0,2238124.0,"24,588","24,798",9.4,32.4
19019,15330.0,854835.0,"20,996","20,992",9.5,35.2
19021,12550.0,667749.0,"20,552","20,332",10.1,33.0
19023,32560.0,2157416.0,"15,017","14,791",10.0,33.8
19025,5710.0,321125.0,"9,922","9,846",10.7,32.4
19027,14350.0,864498.0,"20,582","20,437",8.9,30.7
19029,8610.0,445436.0,"13,582","13,157",10.7,35.2
19031,19260.0,1205267.0,"18,338","18,454",10.6,32.4
19033,24370.0,1352308.0,"43,506","43,070",10.4,33.2
19035,10720.0,611919.0,"11,894","11,508",11.3,37.5
19037,14000.0,773681.0,"12,228","12,023",10.4,32.7
19039,6260.0,292433.0,"9,252","9,309",10.2,30.5
19041,12290.0,692978.0,"16,480","16,333",9.3,33.8
19043,12850.0,627892.0,"17,771","17,590",9.2,32.1
19045,29200.0,1501138.0,"48,293","47,309",12.1,33.4
19047,12010.0,652916.0,"17,328","16,940",11.7,34.2
19049,79760.0,7075736.0,"75,010","84,516",8.4,29.8
19051,5590.0,250260.0,"8,762","8,860",10.6,32.7
19053,3640.0,151307.0,"8,240","8,141",9.7,33.1
19055,16980.0,915061.0,"17,499","17,327",10.6,33.9
19057,21720.0,1102117.0,"40,437","39,739",11.1,31.3
19059,12930.0,836297.0,"16,944","17,243",9.6,33.4
19061,51280.0,2967137.0,"95,964","97,003",9.6,28.5
19063,5420.0,280077.0,"9,904","9,658",10.7,33.2
19065,15680.0,800969.0,"20,528","20,054",10.4,37.7
19067,12710.0,697663.0,"16,062","15,873",12.1,31.0
19069,10410.0,599922.0,"10,522","10,170",10.2,32.6
19071,6400.0,351145.0,"7,065","6,950",9.5,32.9
19073,11720.0,602206.0,"9,145","9,011",10.4,29.6
19075,29770.0,2050565.0,"12,324","12,313",11.0,31.7
19077,11930.0,649761.0,"10,679","10,625",9.4,35.9
19079,19430.0,1105175.0,"15,330","15,076",10.3,30.6
19081,9670.0,534929.0,"11,061","10,835",9.9,35.4
19083,8600.0,502244.0,"17,413","17,226",10.5,34.8
19085,9110.0,517899.0,"14,415","14,149",11.7,32.3
19087,12010.0,613830.0,"20,103","19,773",11.5,34.6
19089,9530.0,519718.0,"9,476","9,332",10.3,31.1
19091,8700.0,520500.0,"9,667","9,487",9.7,31.8
19093,5940.0,368246.0,"7,130","6,985",10.1,28.2
19095,13170.0,740009.0,"16,344","16,311",8.7,30.7
19097,11020.0,560430.0,"19,549","19,472",11.7,33.1
19099,26970.0,1512077.0,"36,743","36,708",9.7,32.2
19101,16230.0,834293.0,"17,493","18,090",10.6,27.5
19103,94580.0,5971839.0,"139,773","146,547",5.4,23.0
19105,15350.0,849538.0,"20,494","20,439",10.2,37.6
19107,7590.0,388459.0,"10,305","10,119",11.0,29.9
19109,10070.0,601473.0,"15,282","15,114",11.0,32.7
19111,16300.0,792905.0,"35,359","34,615",11.1,31.9
19113,116500.0,7447954.0,"216,077","221,661",10.3,31.0
19115,23540.0,1238841.0,"11,321","11,142",9.8,37.4
19117,5930.0,277038.0,"8,722","8,647",11.6,33.8
19119,13990.0,870224.0,"11,687","11,754",9.3,31.9
19121,17370.0,1219082.0,"15,471","15,848",10.0,34.2
19123,30510.0,1631567.0,"22,403","22,181",10.1,31.9
19125,19360.0,1154938.0,"33,077","33,189",9.8,33.1
19127,21230.0,1113062.0,"41,004","40,312",10.7,34.7
19129,24080.0,1541976.0,"14,859","14,972",10.9,34.7
19131,7430.0,424158.0,"10,718","10,763",9.7,30.3
19133,6540.0,360176.0,"9,092","8,898",11.8,32.8
19135,5570.0,263094.0,"7,977","7,870",10.7,32.4
19137,6610.0,344743.0,"10,438","10,225",10.5,37.6
19139,27840.0,1545512.0,"42,941","42,940",9.2,34.2
19141,9670.0,566564.0,"14,043","14,020",9.6,31.6
19143,8080.0,449423.0,"6,206","6,064",11.5,34.4
19145,10360.0,523793.0,"15,554","15,391",12.0,35.3
19147,6930.0,371932.0,"9,182","9,047",10.6,35.7
19149,18280.0,1083295.0,"24,945","25,200",9.8,32.2
19151,7280.0,428017.0,"7,145","6,886",11.9,31.9
19153,242700.0,16566960.0,"451,461","474,045",8.6,29.2
19155,49540.0,2646639.0,"92,814","93,582",11.5,36.0
19157,15080.0,816662.0,"18,632","18,533",10.5,32.1
19159,3160.0,141743.0,"5,036","5,068",11.4,34.9
19161,14140.0,768200.0,"10,050","9,876",10.4,33.0
19163,80930.0,5158157.0,"170,551","172,474",8.7,31.8
19165,16660.0,939828.0,"11,964","11,800",11.0,29.4
19167,25440.0,1641905.0,"34,494","34,898",8.9,29.0
19169,40910.0,2649810.0,"93,569","97,090",6.7,27.1
19171,28700.0,1533746.0,"17,512","17,319",9.9,31.3
19173,7770.0,394793.0,"6,210","6,216",10.2,30.9
19175,7520.0,373924.0,"12,606","12,420",11.8,37.8
19177,4430.0,189640.0,"7,438","7,271",9.9,35.7
19179,22540.0,1039891.0,"35,379","34,982",12.8,35.6
19181,33650.0,2055197.0,"47,452","49,691",10.4,31.1
19183,20020.0,1044268.0,"22,017","22,281",9.4,31.5
19185,6520.0,292253.0,"6,422","6,452",11.6,33.3
19187,27540.0,1494075.0,"37,256","36,769",10.0,31.1
19189,9240.0,495220.0,"10,477","10,631",9.7,28.6
19191,16470.0,877632.0,"20,862","20,561",7.9,25.4
19193,49720.0,2521882.0,"102,242","102,779",10.1,34.3
19195,22470.0,1196680.0,"7,541","7,572",11.9,33.7
19197,8660.0,475414.0,"12,969","12,779",10.7,34.4
20001,11370.0,481330.0,"13,080","12,714",10.9,34.2
20003,8210.0,356980.0,"7,845","7,827",9.8,33.3
20005,12360.0,572165.0,"16,696","16,380",8.7,33.1
20007,2340.0,150416.0,"4,914","4,688",9.1,36.7
20009,15560.0,878740.0,"27,425","26,775",9.5,35.4
20011,8270.0,335302.0,"14,796","14,617",13.0,33.9
20013,7000.0,379397.0,"9,940","9,684",11.7,29.6
20015,46220.0,3355077.0,"65,835","67,025",9.9,31.9
20017,13840.0,609133.0,"2,701","2,669",11.9,28.3
20019,2270.0,101501.0,"3,546","3,374",12.6,34.1
20021,20800.0,960570.0,"20,908","20,246",12.2,37.0
20023,1400.0,71774.0,"2,678","2,661",13.7,33.5
20025,1590.0,90658.0,"2,194","2,072",11.8,31.2
20027,10020.0,490961.0,"8,401","8,143",14.1,36.2
20029,6990.0,342904.0,"9,370","9,150",12.6,29.9
20031,6530.0,348413.0,"8,424","8,433",9.9,30.5
20033,830.0,40513.0,"1,922","1,862",11.1,33.6
20035,22090.0,1088871.0,"36,181","35,753",11.2,36.0
20037,21920.0,1018933.0,"39,312","39,164",11.5,33.0
20039,1280.0,61908.0,"2,905","2,832",12.5,36.1
20041,22740.0,990557.0,"19,477","19,064",11.0,31.9
20043,8990.0,430886.0,"7,844","7,664",9.7,32.1
20045,56120.0,3350449.0,"114,672","119,440",6.5,24.2
20047,2370.0,130158.0,"2,965","2,938",10.6,32.9
20049,1970.0,81963.0,"2,647","2,547",12.4,32.5
20051,14960.0,870516.0,"29,089","28,893",8.9,31.6
20053,3900.0,191423.0,"6,382","6,328",11.7,33.3
20055,22350.0,1226825.0,"37,031","36,722",9.5,35.2
20057,18160.0,855673.0,"34,829","33,971",8.7,30.6
20059,19380.0,971159.0,"25,770","25,560",8.9,33.8
20061,40660.0,1722831.0,"36,893","35,586",7.9,32.7
20063,1380.0,85692.0,"2,761","2,589",11.9,30.2
20065,2520.0,129617.0,"2,592","2,564",11.1,28.9
20067,3910.0,223040.0,"7,822","7,646",7.8,35.6
20069,19310.0,1055399.0,"5,996","6,034",9.3,36.0
20071,610.0,38431.0,"1,292","1,296",10.7,32.6
20073,3090.0,142764.0,"6,375","6,151",12.8,32.7
20075,990.0,49632.0,"2,593","2,536",8.9,37.1
