,avg_income_n2_agi,Premature death Value,Poor or fair health Value,Poor physical health days Value,Poor mental health days Value,Low birthweight Value,Adult smoking Value,Adult obesity Value,Food environment index Value,Physical inactivity Value,Access to exercise opportunities Value,Excessive drinking Value,Alcohol-impaired driving deaths Value,Sexually transmitted infections Value,Teen births Value,Diabetic screening Value,Premature age-adjusted mortality Value,Frequent physical distress Value,Frequent mental distress Value,Diabetes Value
898,25.508903586263234,8951.0,0.17,3.5,3.2,0.07,0.198,0.368,7.3,0.304,0.498,0.14300000000000002,0.333,294.9,49.5,0.89,431.0,0.1,0.1,0.106
899,25.98925875005693,7420.0,0.168,3.7,3.3,0.07,0.203,0.34700000000000003,5.9,0.269,0.728,0.16899999999999998,0.438,396.3,36.3,0.88,411.2,0.1,0.1,0.096
900,23.25082643990859,11940.0,0.14800000000000002,3.4,3.2,0.07,0.171,0.358,7.6,0.277,0.5922792703150904,0.136,0.667,349.87265866209214,40.8,0.78,470.4,0.1,0.1,0.128
901,20.833005329696707,7877.0,0.126,3.0,2.9,0.06,0.175,0.329,7.5,0.29600000000000004,0.627,0.158,0.5,227.7,33.1,0.87,380.2,0.1,0.1,0.099
902,25.27671874650475,4673.0,0.128,3.0,3.0,0.06,0.168,0.311,5.8,0.28600000000000003,0.266,0.16899999999999998,0.615,305.2,24.2,0.93,295.8,0.1,0.1,0.097
903,37.344461802843306,4872.0,0.124,3.0,3.1,0.06,0.16699999999999998,0.233,6.9,0.187,0.913,0.205,0.263,520.1,12.5,0.85,269.9,0.1,0.1,0.068
904,24.141597792960766,9666.0,0.14400000000000002,3.1,2.9,0.08,0.161,0.325,8.2,0.285,0.519,0.15,0.75,167.8,43.7,0.83,363.7,0.1,0.1,0.113
905,19.631874987753203,10027.0,0.14,3.4,3.1,0.1,0.16699999999999998,0.34700000000000003,2.8,0.269,0.5922792703150904,0.139,0.667,257.4,40.0,0.79,440.6,0.1,0.1,0.127
906,29.35755007658803,5903.0,0.126,3.1,3.0,0.06,0.196,0.293,7.4,0.256,0.6990000000000001,0.185,0.536,499.1,24.9,0.77,305.6,0.1,0.1,0.084
907,26.732658225563,6210.0,0.131,3.1,2.8,0.06,0.172,0.325,7.4,0.332,0.532,0.172,0.25,215.6,16.9,0.8,338.4,0.1,0.1,0.104
908,22.664754093844792,6614.0,0.2,3.5,3.2,0.08,0.182,0.349,8.2,0.224,0.7609999999999999,0.16,0.563,610.2,73.4,0.86,322.0,0.1,0.1,0.109
909,27.910326080516967,6935.0,0.202,3.7,3.2,0.07,0.185,0.325,7.9,0.307,0.831,0.162,0.348,284.9,71.7,0.83,329.4,0.1,0.1,0.111
910,26.90008557959657,7146.0,0.135,3.3,3.1,0.07,0.179,0.334,6.3,0.307,0.539,0.171,0.316,370.6,40.5,0.91,356.7,0.1,0.1,0.093
911,27.42340966858529,8035.0,0.147,3.2,3.1,0.08,0.203,0.309,5.9,0.264,0.946,0.198,0.4,634.0,74.2,0.85,415.3,0.1,0.1,0.07200000000000001
912,24.65427349749243,8014.57472826087,0.116,2.8,2.8,0.08,0.149,0.316,5.5,0.259,0.003,0.156,0.667,349.87265866209214,41.53850267379671,0.81,361.2,0.1,0.1,0.106
913,26.33771551142384,8692.0,0.127,3.0,2.9,0.07,0.154,0.3,7.6,0.269,0.629,0.14400000000000002,1.0,349.87265866209214,35.8,0.88,402.3,0.1,0.1,0.12
914,23.231098010145963,4938.0,0.177,3.4,3.0,0.08,0.17800000000000002,0.333,9.2,0.264,0.778,0.161,0.4,265.1,73.3,0.74,289.5,0.1,0.1,0.107
915,26.551485138559546,5304.0,0.13,3.0,2.8,0.07,0.155,0.339,7.2,0.248,0.253,0.16699999999999998,0.273,82.9,27.8,0.81,281.7,0.1,0.1,0.093
916,25.677952753883623,8014.57472826087,0.134,2.9,2.9,0.08173346693386885,0.154,0.314,6.8,0.273,0.723,0.155,0.667,349.87265866209214,41.53850267379671,0.85,388.6011243386242,0.1,0.1,0.107
917,22.527368415256838,11186.0,0.155,3.4,3.2,0.05,0.188,0.319,6.4,0.28600000000000003,0.595,0.141,0.5,62.0,46.0,0.77,482.2,0.1,0.1,0.126
918,23.99669811207563,8738.0,0.145,3.2,3.0,0.08,0.177,0.34,7.4,0.35,0.416,0.152,0.333,219.9,45.7,0.87,414.2,0.1,0.1,0.112
919,29.105939524266013,6073.0,0.151,3.2,3.0,0.06,0.157,0.324,7.6,0.266,0.737,0.15,0.194,272.6,36.9,0.87,316.4,0.1,0.1,0.102
920,25.085911600255827,8014.57472826087,0.159,3.2,3.0,0.04,0.174,0.335,5.2,0.279,0.452,0.159,0.7140000000000001,188.0,48.6,0.89,229.9,0.1,0.1,0.104
921,20.274124513432245,8014.57472826087,0.121,2.9,2.9,0.06,0.147,0.312,5.4,0.273,0.015,0.155,0.5,349.87265866209214,41.53850267379671,0.75,388.6011243386242,0.1,0.1,0.112
922,26.52781556981617,6251.0,0.122,2.9,2.9,0.06,0.16,0.345,7.8,0.3,0.324,0.16,0.333,275.1,35.1,0.87,330.2,0.1,0.1,0.102
923,30.72264440992637,8142.0,0.111,2.8,2.7,0.06,0.156,0.314,8.0,0.231,0.227,0.18,0.31,179.5,22.5,0.93,363.2,0.1,0.1,0.094
924,21.18675495765098,5309.0,0.132,3.1,3.0,0.06,0.157,0.301,7.3,0.301,0.02,0.142,0.2,349.87265866209214,33.5,0.89,296.6,0.1,0.1,0.126
925,50.054346717190114,4278.0,0.091,2.3,2.5,0.06,0.125,0.233,8.2,0.17800000000000002,0.986,0.193,0.39,258.3,16.4,0.87,221.0,0.1,0.1,0.078
926,24.829255316536265,7911.0,0.132,3.2,3.0,0.06,0.165,0.32299999999999995,7.2,0.29600000000000004,0.448,0.154,0.333,165.3,31.5,0.91,360.7,0.1,0.1,0.111
927,24.638345859375292,8014.57472826087,0.14300000000000002,3.3,3.1,0.06,0.177,0.315,3.9,0.271,0.081,0.158,0.5710000000000001,349.87265866209214,13.4,0.93,348.7,0.1,0.1,0.105
928,22.39247921325872,10847.0,0.153,3.6,3.2,0.08,0.202,0.363,6.9,0.325,0.629,0.155,0.304,347.7,59.9,0.8,490.9,0.1,0.1,0.114
929,22.222083451473605,8014.57472826087,0.121,2.9,2.8,0.11,0.14800000000000002,0.325,4.9,0.262,0.5922792703150904,0.155,0.0,349.87265866209214,41.53850267379671,0.71,370.6,0.1,0.1,0.11
930,28.204542586588694,6069.0,0.132,3.0,2.8,0.07,0.182,0.308,7.3,0.261,0.855,0.174,0.442,319.0,33.7,0.8,324.8,0.1,0.1,0.094
931,23.85421052387421,6879.0,0.132,3.1,3.1,0.07,0.16399999999999998,0.305,7.3,0.246,0.009000000000000001,0.146,1.0,189.0,30.4,0.89,314.8,0.1,0.1,0.115
932,21.619569466861854,8509.0,0.134,3.2,3.0,0.06,0.171,0.317,6.8,0.293,0.199,0.155,0.111,222.4,37.2,0.84,406.0,0.1,0.1,0.111
933,28.868269230013524,5465.0,0.114,2.8,2.8,0.05,0.151,0.32,7.5,0.275,0.757,0.16399999999999998,0.75,349.87265866209214,18.6,0.9,372.7,0.1,0.1,0.098
934,24.51372780896745,7986.0,0.174,3.7,3.4,0.07,0.205,0.341,7.4,0.23,0.614,0.161,0.231,432.6,34.6,0.87,391.5,0.1,0.1,0.101
935,31.050411183876943,6652.0,0.106,2.7,2.7,0.06,0.15,0.299,7.8,0.251,0.633,0.159,0.138,211.2,26.1,0.91,334.0,0.1,0.1,0.094
936,25.54800377111435,6676.0,0.132,3.1,2.9,0.05,0.156,0.332,7.4,0.252,0.305,0.147,0.111,129.6,18.4,0.89,345.2,0.1,0.1,0.105
937,26.265707430333684,5796.0,0.135,3.1,3.0,0.08,0.168,0.343,7.8,0.262,0.402,0.154,0.364,119.7,27.5,0.86,283.6,0.1,0.1,0.109
938,27.09838420061489,6426.0,0.134,3.0,2.9,0.05,0.15,0.256,6.7,0.264,0.411,0.161,0.4,349.87265866209214,39.0,0.85,294.1,0.1,0.1,0.103
939,31.185612968517102,6278.0,0.112,2.8,2.8,0.06,0.161,0.326,8.0,0.261,0.652,0.187,0.182,177.8,27.1,0.85,294.0,0.1,0.1,0.096
940,25.707194235519385,8099.0,0.116,2.8,2.8,0.07,0.149,0.321,7.7,0.277,0.7170000000000001,0.165,0.111,141.6,22.9,0.9,401.9,0.1,0.1,0.102
941,23.335260929843358,8817.0,0.16899999999999998,3.5,3.3,0.08,0.196,0.35100000000000003,7.2,0.274,0.7509999999999999,0.14800000000000002,0.317,429.5,53.6,0.8,435.2,0.1,0.1,0.118
942,22.299503719001727,8091.0,0.12,3.0,2.9,0.06,0.156,0.35200000000000004,7.3,0.293,0.584,0.156,0.333,239.2,43.6,0.84,360.0,0.1,0.1,0.113
943,24.101845017576213,9207.0,0.156,3.3,3.0,0.1,0.166,0.305,8.0,0.326,0.861,0.147,0.14300000000000002,252.4,54.7,0.81,425.4,0.1,0.1,0.113
944,30.74118129385785,7203.0,0.113,2.8,2.8,0.06,0.14800000000000002,0.309,7.9,0.277,0.27,0.166,0.75,79.0,16.0,0.87,312.2,0.1,0.1,0.099
945,22.37437916318511,7555.0,0.14300000000000002,3.3,3.2,0.07,0.189,0.328,6.7,0.29,0.228,0.146,0.455,231.6,52.1,0.89,385.2,0.1,0.1,0.111
946,25.058064510860948,8014.57472826087,0.139,3.2,3.0,0.06,0.163,0.305,8.0,0.267,0.494,0.14400000000000002,0.4,130.4,32.4,0.81,392.6,0.1,0.1,0.118
947,26.389252333579112,8531.0,0.127,2.9,2.8,0.11,0.172,0.339,7.1,0.255,0.623,0.171,0.333,89.1,27.0,0.8,333.0,0.1,0.1,0.1
948,24.586197180702644,7388.0,0.136,3.1,2.9,0.07,0.16699999999999998,0.362,7.6,0.293,0.395,0.158,0.207,204.4,33.2,0.82,387.8,0.1,0.1,0.107
949,23.00040484817936,10847.0,0.136,3.2,3.1,0.08,0.161,0.335,6.9,0.29600000000000004,0.392,0.14400000000000002,0.0,105.1,47.4,0.84,435.8,0.1,0.1,0.12
950,28.384792310091147,7347.0,0.111,2.8,2.8,0.07,0.163,0.37,7.7,0.297,0.461,0.16699999999999998,0.308,82.3,24.2,0.82,372.7,0.1,0.1,0.099
951,23.832546370297322,7602.0,0.14300000000000002,3.2,2.9,0.08,0.172,0.311,7.9,0.248,0.585,0.16,0.429,202.1,39.0,0.78,386.2,0.1,0.1,0.11
952,20.66037733692564,10015.0,0.119,2.9,2.9,0.07,0.157,0.281,7.4,0.309,0.5922792703150904,0.154,0.182,349.87265866209214,22.3,0.8,403.4,0.1,0.1,0.106
953,26.80156794175304,5289.0,0.114,2.8,2.8,0.05,0.149,0.316,7.8,0.247,0.669,0.18,0.083,192.8,23.7,0.88,269.3,0.1,0.1,0.087
954,27.864724917767692,10918.0,0.118,2.9,2.8,0.05,0.158,0.329,7.7,0.244,0.698,0.16699999999999998,0.429,298.1,42.8,0.91,460.9,0.1,0.1,0.098
955,27.62085306934102,8014.57472826087,0.138,3.1,3.0,0.11,0.16,0.325,7.0,0.32299999999999995,0.515,0.14,1.0,349.87265866209214,24.2,0.91,375.2,0.1,0.1,0.124
956,26.11615874020752,8213.0,0.141,3.3,3.0,0.07,0.172,0.333,7.1,0.27,0.608,0.16,0.18,316.6,41.4,0.92,392.4,0.1,0.1,0.109
957,24.88834354924221,9417.0,0.139,3.3,3.1,0.08,0.16399999999999998,0.287,7.5,0.35100000000000003,0.445,0.13699999999999998,0.2,82.3,34.9,0.83,401.9,0.1,0.1,0.124
958,24.197146399698845,7995.0,0.142,3.2,3.1,0.06,0.168,0.311,7.7,0.257,0.383,0.158,0.467,190.3,31.0,0.86,423.6,0.1,0.1,0.104
959,27.06163467076533,4631.0,0.139,3.4,3.2,0.06,0.171,0.243,4.8,0.171,0.912,0.218,0.125,484.7,16.9,0.85,255.5,0.1,0.1,0.059
960,23.32299168829964,7679.0,0.128,3.0,3.0,0.07,0.166,0.315,7.3,0.295,0.705,0.159,0.25,191.5,31.0,0.85,362.1,0.1,0.1,0.108
961,23.442702695903872,11102.0,0.129,3.1,3.0,0.05,0.161,0.311,4.1,0.29600000000000004,0.292,0.147,0.3,124.2,23.1,0.8,415.9,0.1,0.1,0.117
962,23.199659476062244,7007.0,0.136,3.3,3.1,0.08,0.171,0.299,7.0,0.234,0.335,0.149,0.5,201.6,40.6,0.69,338.1,0.1,0.1,0.117
963,28.127101447721248,7570.0,0.152,3.2,3.1,0.08,0.183,0.325,7.4,0.259,0.782,0.151,0.267,428.7,52.8,0.91,376.0,0.1,0.1,0.102
964,23.34899328599771,10640.0,0.14300000000000002,3.2,2.9,0.08,0.16399999999999998,0.312,8.7,0.287,0.5489999999999999,0.16,0.0,202.6,51.7,0.93,430.3,0.1,0.1,0.107
965,30.241248148575586,7508.0,0.14300000000000002,3.3,3.3,0.08,0.17600000000000002,0.305,6.8,0.248,0.851,0.149,0.348,566.2,50.1,0.86,372.8,0.1,0.1,0.109
966,18.673102930032176,5704.0,0.226,3.7,3.1,0.06,0.18,0.349,7.0,0.27,0.585,0.155,0.32,420.4,88.1,0.74,306.7,0.1,0.1,0.106
967,27.60224741564405,7577.0,0.146,3.1,3.1,0.08,0.203,0.32299999999999995,6.7,0.241,0.862,0.151,0.275,514.0,47.7,0.88,373.4,0.1,0.1,0.114
968,24.29320987516343,9747.0,0.154,3.3,3.1,0.09,0.177,0.315,5.0,0.29600000000000004,0.722,0.153,0.5,163.6,57.1,0.84,420.5,0.1,0.1,0.109
969,24.26538460894216,8517.0,0.14300000000000002,3.4,3.2,0.06,0.17,0.327,6.9,0.274,0.469,0.138,0.556,349.87265866209214,24.1,0.84,364.6,0.1,0.1,0.123
970,25.616962421474557,7358.0,0.15,3.3,3.1,0.05,0.17,0.331,7.4,0.326,0.722,0.145,0.0,252.4,39.8,0.79,384.0,0.1,0.1,0.118
971,19.17752293490011,8014.57472826087,0.175,3.3,3.0,0.05,0.165,0.297,9.4,0.32299999999999995,0.698,0.151,0.0,349.87265866209214,83.3,0.78,388.6011243386242,0.1,0.1,0.118
972,25.89315732669817,8600.0,0.132,3.1,2.9,0.08,0.159,0.343,7.3,0.303,0.355,0.159,0.294,295.7,41.9,0.83,424.0,0.1,0.1,0.103
973,28.088200588298122,4774.0,0.111,2.7,2.7,0.07,0.16,0.32299999999999995,6.7,0.26,0.654,0.182,0.273,403.0,29.4,0.87,263.0,0.1,0.1,0.083
974,34.694999947957506,7100.0,0.114,2.8,2.8,0.06,0.145,0.299,7.7,0.273,0.682,0.154,0.222,134.0,25.5,0.8,420.0,0.1,0.1,0.107
975,34.19745566641923,6161.0,0.109,2.7,2.8,0.06,0.151,0.32,6.6,0.256,0.147,0.174,0.154,85.2,26.6,0.89,368.2,0.1,0.1,0.098
976,23.566129026518478,8014.57472826087,0.125,2.9,2.8,0.12,0.15,0.326,7.4,0.255,0.382,0.154,1.0,349.87265866209214,41.53850267379671,0.89,388.6011243386242,0.1,0.1,0.109
977,23.245945940614828,5800.0,0.123,2.9,2.8,0.07,0.153,0.32,6.6,0.306,0.23,0.163,0.14300000000000002,121.6,16.0,0.82,291.6,0.1,0.1,0.11
978,20.526420452900688,10141.0,0.163,3.7,3.3,0.08,0.185,0.312,7.1,0.265,0.334,0.142,0.14300000000000002,219.7,55.9,0.86,464.2,0.1,0.1,0.123
979,22.88721633694898,11758.0,0.152,3.5,3.2,0.06,0.18600000000000005,0.304,7.6,0.28800000000000003,0.603,0.14300000000000002,0.2,349.87265866209214,48.6,0.82,602.5,0.1,0.1,0.123
980,21.665162028173533,9497.0,0.207,3.9,3.6,0.08,0.229,0.378,5.8,0.327,0.8690000000000001,0.152,0.333,704.5,73.0,0.86,483.7,0.1,0.1,0.126
981,17.976742363715392,8895.0,0.222,5.1,4.3,0.07,0.237,0.318,7.2,0.321,0.446,0.117,0.333,224.9,36.9,0.84,423.4,0.2,0.1,0.125
982,23.069456322436533,9629.0,0.217,4.9,4.2,0.08,0.252,0.35,7.7,0.34,0.343,0.118,0.16699999999999998,306.8,51.9,0.77,459.0,0.1,0.1,0.123
983,20.436758890828198,8379.0,0.16899999999999998,4.3,3.8,0.09,0.212,0.329,7.6,0.281,0.825,0.13,0.333,377.4,45.6,0.84,418.1,0.1,0.1,0.11
984,23.566954642087644,9012.0,0.198,4.7,4.0,0.11,0.21600000000000005,0.35200000000000004,7.7,0.332,0.0,0.116,0.3,384.0,59.8,0.88,481.2,0.1,0.1,0.126
985,18.145094150953764,7674.0,0.212,4.7,4.3,0.08,0.235,0.325,7.2,0.312,0.456,0.111,0.254,288.5,61.1,0.84,408.9,0.1,0.1,0.134
986,22.54594272068181,11434.0,0.271,5.5,4.7,0.1,0.274,0.31,7.2,0.304,0.482,0.105,0.118,177.9,77.9,0.89,545.0,0.2,0.1,0.142
987,17.007758127263774,13392.0,0.287,5.8,5.0,0.1,0.295,0.358,4.9,0.349,0.585,0.098,0.304,234.2,73.9,0.76,624.6,0.2,0.2,0.15
988,31.890158941130863,5944.0,0.152,3.8,3.6,0.08,0.174,0.299,8.0,0.247,0.773,0.155,0.321,273.3,30.3,0.88,310.5,0.1,0.1,0.099
989,32.4020338970971,7965.0,0.211,4.7,4.1,0.1,0.23,0.34,7.4,0.338,0.758,0.115,0.333,275.3,48.5,0.86,385.9,0.1,0.1,0.131
990,26.748913043248862,8503.0,0.211,4.6,4.0,0.11,0.239,0.368,6.5,0.304,0.6779999999999999,0.119,0.219,246.1,54.7,0.83,449.8,0.1,0.1,0.13
991,27.25476075389749,7707.0,0.203,4.6,4.2,0.08,0.218,0.315,6.3,0.287,0.622,0.122,0.154,614.1,37.8,0.83,400.6,0.1,0.1,0.122
992,21.531551723039293,10598.0,0.192,4.6,4.0,0.1,0.219,0.307,7.8,0.29600000000000004,0.028,0.122,0.25,188.4,46.7,0.84,452.3,0.1,0.1,0.12
993,16.49656861840985,14988.0,0.284,5.7,4.8,0.1,0.29100000000000004,0.429,6.3,0.332,0.16699999999999998,0.104,0.324,132.0,60.2,0.89,697.4,0.2,0.2,0.145
994,23.118686085048164,9805.0,0.202,4.6,4.1,0.08,0.222,0.373,7.4,0.385,0.416,0.114,0.276,259.1,39.0,0.88,454.8,0.1,0.1,0.129
995,27.61563820787927,6762.0,0.162,4.0,3.8,0.08,0.201,0.326,7.7,0.332,0.693,0.141,0.18600000000000005,241.1,31.5,0.88,332.0,0.1,0.1,0.104
996,20.85056657187684,9622.0,0.241,5.3,4.5,0.11,0.259,0.355,7.0,0.365,0.306,0.111,0.304,155.8,55.9,0.84,469.1,0.2,0.1,0.13699999999999998
997,22.90481695547201,10177.0,0.211,4.8,4.1,0.09,0.217,0.332,7.2,0.334,0.6509999999999999,0.11,0.308,432.9,63.4,0.8,494.4,0.1,0.1,0.131
998,25.182728541156788,7980.0,0.198,4.6,4.1,0.07,0.222,0.281,7.0,0.227,0.5870000000000001,0.129,0.28600000000000003,448.8,21.1,0.87,415.7,0.1,0.1,0.108
999,35.64471731898125,7482.0,0.177,4.1,3.8,0.09,0.21600000000000005,0.326,7.4,0.245,0.929,0.14300000000000002,0.256,365.2,34.7,0.89,387.2,0.1,0.1,0.101
1000,23.1159999988442,10627.0,0.214,4.8,4.2,0.08,0.224,0.33,7.9,0.308,0.237,0.115,0.5379999999999999,158.9,36.5,0.91,482.1,0.1,0.1,0.132
1001,22.627692307354426,11638.0,0.239,5.2,4.5,0.08,0.265,0.382,5.4,0.302,0.6940000000000001,0.115,0.267,256.9,75.4,0.89,562.7,0.2,0.1,0.132
1002,17.949096383632153,9203.0,0.234,5.0,4.3,0.1,0.235,0.335,7.2,0.342,0.69,0.113,0.353,157.2,51.2,0.88,480.0,0.2,0.1,0.121
1003,17.48621331939709,9848.0,0.251,5.6,4.6,0.09,0.273,0.363,7.2,0.332,0.328,0.106,0.35,254.9,59.4,0.86,487.6,0.2,0.1,0.146
1004,19.0410753628002,9769.0,0.245,5.0,4.3,0.09,0.265,0.366,5.8,0.307,0.619,0.127,0.185,617.8,73.6,0.85,497.2,0.2,0.1,0.112
1005,25.918981018981015,9461.0,0.193,4.5,4.0,0.1,0.234,0.32,7.4,0.289,0.72,0.116,0.179,461.1,53.7,0.84,467.2,0.1,0.1,0.12
1006,21.936519979508944,13686.0,0.306,5.9,4.9,0.12,0.289,0.332,5.6,0.305,0.99,0.107,0.422,171.6,65.8,0.85,679.1,0.2,0.2,0.138
1007,17.25626496371791,12484.0,0.266,5.5,4.6,0.1,0.256,0.332,7.3,0.317,0.5760000000000001,0.105,0.563,97.2,67.3,0.77,569.5,0.2,0.1,0.14400000000000002
1008,23.28895184135977,8501.0,0.206,4.9,4.1,0.09,0.225,0.317,7.8,0.313,0.185,0.115,0.467,226.3,51.1,0.79,490.6,0.1,0.1,0.134
1009,16.714487632213526,11923.0,0.251,5.3,4.6,0.11,0.249,0.341,7.0,0.335,0.279,0.102,0.364,308.0,56.6,0.79,535.8,0.2,0.1,0.154
1010,26.962146892612118,7409.0,0.187,4.3,4.0,0.08,0.207,0.28800000000000003,7.5,0.252,0.758,0.117,0.295,405.7,51.5,0.88,395.9,0.1,0.1,0.121
1011,19.498296367514698,6573.0,0.204,4.5,4.2,0.08,0.213,0.349,7.6,0.334,0.404,0.116,0.28600000000000003,273.4,37.3,0.84,370.3,0.1,0.1,0.127
1012,23.231933842136574,9644.0,0.257,5.5,4.6,0.13,0.281,0.344,6.8,0.364,0.325,0.115,0.0,64.3,64.5,0.88,401.6,0.2,0.1,0.141
1013,18.569189188754613,11247.0,0.255,5.4,4.6,0.1,0.262,0.315,6.5,0.319,0.765,0.107,0.2,179.4,61.4,0.9,568.3,0.2,0.1,0.141
1014,34.558597368528915,6536.0,0.183,4.4,3.9,0.09,0.231,0.263,6.9,0.205,0.973,0.134,0.362,533.9,31.5,0.88,338.7,0.1,0.1,0.105
1015,21.09979423826035,11474.0,0.23,4.8,4.3,0.09,0.248,0.349,7.2,0.328,0.364,0.104,0.28600000000000003,185.4,46.2,0.79,546.1,0.1,0.1,0.133
1016,17.82124320600405,14463.0,0.289,6.0,4.8,0.11,0.29,0.378,6.5,0.373,0.431,0.104,0.327,192.6,72.8,0.81,691.3,0.2,0.1,0.136
1017,29.48409572198237,8228.0,0.182,4.3,3.9,0.1,0.212,0.33,6.8,0.285,0.81,0.123,0.267,483.9,43.3,0.85,428.7,0.1,0.1,0.12
1018,18.974440297801586,11787.0,0.259,5.3,4.5,0.11,0.259,0.353,6.1,0.314,0.405,0.101,0.4,812.3,74.9,0.84,610.5,0.2,0.1,0.156
1019,21.23123772017373,11114.0,0.209,4.7,4.1,0.09,0.243,0.311,7.7,0.373,0.083,0.125,0.375,200.5,59.6,0.86,536.2,0.1,0.1,0.115
1020,24.429566744177226,10553.0,0.193,4.5,4.1,0.09,0.234,0.342,7.1,0.281,0.593,0.128,0.185,363.5,59.9,0.87,503.9,0.1,0.1,0.108
1021,24.59966028375813,8344.0,0.197,4.4,4.0,0.07,0.209,0.293,7.3,0.29,0.4970000000000001,0.113,0.243,372.9,55.0,0.84,431.4,0.1,0.1,0.119
1022,18.726016258761334,11165.0,0.23,5.1,4.4,0.08,0.26,0.36,6.1,0.341,0.644,0.112,0.188,312.0,57.6,0.84,567.4,0.2,0.1,0.13
1023,18.97149460608885,7080.0,0.23,4.9,4.2,0.08,0.235,0.33,7.2,0.313,0.477,0.111,0.133,282.8,43.6,0.85,389.4,0.1,0.1,0.139
1024,24.88868771266096,8791.0,0.213,4.9,4.1,0.09,0.218,0.384,7.0,0.321,0.6579999999999999,0.108,0.172,89.9,43.4,0.88,442.4,0.1,0.1,0.131
1025,26.43867660746219,10370.0,0.189,4.5,3.9,0.08,0.219,0.326,8.2,0.265,0.325,0.123,0.28600000000000003,172.9,55.4,0.85,428.5,0.1,0.1,0.117
1026,26.010968547597354,7365.0,0.199,4.5,4.0,0.07,0.219,0.315,6.8,0.278,0.732,0.131,0.212,490.5,48.5,0.85,385.9,0.1,0.1,0.109
1027,16.717502914137217,14471.0,0.289,6.1,4.8,0.11,0.278,0.366,5.0,0.401,0.445,0.098,0.17600000000000002,140.1,86.1,0.84,739.5,0.2,0.2,0.15
1028,16.93081009188964,8456.0,0.243,5.2,4.5,0.09,0.262,0.35200000000000004,7.0,0.336,0.565,0.11,0.061,310.4,54.3,0.89,461.2,0.2,0.1,0.142
1029,24.55765305877417,8274.0,0.207,4.7,4.1,0.11,0.246,0.319,7.3,0.292,0.6609999999999999,0.115,0.393,298.8,61.2,0.78,415.8,0.1,0.1,0.129
1030,30.556318407238226,7791.0,0.202,4.6,4.1,0.07,0.243,0.315,7.5,0.331,0.16,0.117,0.182,235.0,55.6,0.9,467.3,0.1,0.1,0.124
1031,22.572964668440914,11669.0,0.215,4.8,4.2,0.07,0.219,0.345,7.6,0.318,0.526,0.104,0.16699999999999998,189.3,36.8,0.88,442.8,0.1,0.1,0.146
1032,25.514521170334138,9282.0,0.192,4.5,4.0,0.09,0.208,0.34700000000000003,7.0,0.294,0.5820000000000001,0.115,0.243,344.6,59.9,0.78,487.7,0.1,0.1,0.127
1033,16.712264148522493,12510.0,0.28600000000000003,5.8,4.9,0.1,0.282,0.412,6.4,0.339,0.743,0.103,0.063,112.5,58.9,0.86,594.0,0.2,0.2,0.145
1034,34.084985288666715,8714.0,0.184,3.9,3.7,0.09,0.218,0.312,6.9,0.256,0.953,0.159,0.315,658.5,43.5,0.87,418.3,0.1,0.1,0.115
1035,32.40726730857405,7104.0,0.196,4.4,4.0,0.07,0.233,0.311,7.6,0.285,0.8420000000000001,0.123,0.208,274.0,38.1,0.91,352.0,0.1,0.1,0.108
1036,20.76016009559468,11736.0,0.243,5.4,4.6,0.11,0.259,0.392,6.8,0.35100000000000003,0.5589999999999999,0.111,0.313,115.5,58.1,0.86,595.1,0.2,0.1,0.134
1037,48.63030437183804,8397.0,0.168,4.2,3.8,0.08,0.219,0.278,7.3,0.238,0.8420000000000001,0.152,0.326,386.5,46.0,0.87,411.8,0.1,0.1,0.11
1038,17.550274504937782,15316.0,0.257,5.4,4.6,0.11,0.257,0.407,6.8,0.376,0.304,0.111,0.586,86.8,52.4,0.88,683.9,0.2,0.1,0.136
1039,16.841606365754522,12391.0,0.29,6.0,4.9,0.09,0.285,0.3670000000000001,6.1,0.341,0.459,0.104,0.256,368.7,73.0,0.88,585.7,0.2,0.2,0.149
1040,21.99913589898968,8151.0,0.218,4.9,4.2,0.06,0.233,0.305,7.9,0.3,0.579,0.117,0.231,204.9,46.3,0.87,395.6,0.1,0.1,0.128
1041,18.757488693672048,9489.0,0.217,5.3,4.4,0.09,0.24,0.34700000000000003,6.9,0.312,0.701,0.118,0.269,250.6,57.9,0.86,468.6,0.2,0.1,0.125
1042,19.008983664481747,12673.0,0.237,5.1,4.4,0.15,0.251,0.414,6.5,0.359,0.4270000000000001,0.112,0.353,107.3,55.6,0.86,602.9,0.2,0.1,0.133
1043,19.195496417604915,10427.0,0.271,5.7,4.6,0.13,0.274,0.295,6.4,0.368,0.785,0.113,0.16699999999999998,77.9,53.4,0.95,582.1,0.2,0.1,0.14
1044,15.990831292105534,15037.0,0.251,5.4,4.7,0.11,0.262,0.399,6.4,0.35200000000000004,1.0,0.104,0.429,349.87265866209214,69.7,0.85,702.6,0.2,0.1,0.133
1045,17.766107377991112,13174.0,0.25,5.3,4.4,0.11,0.252,0.379,6.5,0.34600000000000003,0.578,0.109,0.48,133.6,61.2,0.85,645.7,0.2,0.1,0.13699999999999998
1046,21.584996534602862,9203.0,0.278,5.7,4.6,0.1,0.297,0.371,6.9,0.354,0.246,0.104,0.35700000000000004,122.9,60.1,0.86,477.7,0.2,0.2,0.145
