ZIP,Avg. Pct Diabetes Adults13,Avg. Pct Obese Adults13
24514,11.3,27.1
24515,11.3,27.1
24517,11,31.5
24520,15.9,32.4
24521,12.8,29.55
24522,12.63333333,32.1
24523,11.1,33.1
24526,11.9,31.25
24527,14.3,32
24528,11.5,32.5
24529,14.8,31.65
24530,14.7,32.15
24531,14.3,32
24533,12.7,29.4
24534,15.9,32.4
24535,15.9,32.4
24536,11.1,33.1
24538,11.3,30.4
24539,15.9,32.4
24540,14.8,33.05
24541,14.8,33.05
24549,14.3,32
24550,11.05,32.3
24551,11.13333333,30.56666667
24553,12.875,30.475
24554,11,31.5
24555,11.4,24.8
24556,11.1,33.1
24557,15.1,32.2
24558,15.9,32.4
24562,11.6,28.6
24563,14.3,32
24565,15.1,32.2
24566,14.3,32
24569,13.73333333,31.96666667
24570,11.1,33.1
24571,11.05,32.3
24572,12.7,29.4
24574,12.7,29.4
24576,11,31.5
24577,15.9,32.4
24578,11.4,24.8
24579,11.25,25.2
24580,13.7,30.9
24581,12.9,29.7
24586,14.3,32
24588,11,31.5
24589,15.9,32.4
24590,11,27.9
24592,15.1,32.2
24593,11.6,29.3
24594,15.1,32.2
24595,12.7,29.4
24597,15.1,32.2
24598,14.8,31.65
24599,13.6,31.6
24601,15.3,30.3
24602,15.3,30.3
24603,14.6,31.8
24604,15.3,30.3
24605,15.3,30.3
24606,15.3,30.3
24607,10.4,35.1
24608,15.3,30.3
24609,13.4,29.6
24612,15.3,30.3
24613,15.3,30.3
24614,14.6,31.8
24619,15.3,30.3
24620,14.6,31.8
24622,14.95,31.05
24624,14.6,31.8
24627,14.6,31.8
24628,14.6,31.8
24630,15.3,30.3
24631,14.6,31.8
24634,14.6,31.8
24635,15.3,30.3
24637,15.3,30.3
24639,13.8,30.33333333
24640,15.3,30.3
24641,15.3,30.3
24646,13.05,30.35
24647,15.3,30.3
24649,13.05,30.35
24651,12.5,29.95
24656,14.6,31.8
24657,14.6,31.8
24658,14.6,31.8
24701,15.5,37.4
24712,15.5,37.4
24714,15.5,37.4
24715,15.5,37.4
24716,14.9,38.8
24719,14.9,38.8
24724,15.5,37.4
24726,14.9,38.8
24729,15.5,37.4
24731,15.5,37.4
24732,15.5,37.4
24733,15.5,37.4
24736,15.2,38.1
24737,15.5,37.4
24738,15.5,37.4
24739,15.5,37.4
24740,15.5,37.4
24747,15.5,37.4
24801,16.25,40.45
24808,17.6,42.1
24811,17.6,42.1
24813,17.6,42.1
24815,17.6,42.1
24816,17.6,42.1
24817,17.6,42.1
24818,14.9,38.8
24822,14.9,38.8
24823,14.9,38.8
24826,17.6,42.1
24827,14.9,38.8
24828,16.25,40.45
24829,17.6,42.1
24830,17.6,42.1
24831,17.6,42.1
24834,14.9,38.8
24836,17.6,42.1
24839,14.9,38.8
24843,17.6,42.1
24844,16.25,40.45
24845,14.9,38.8
24846,17.6,42.1
24847,14.9,38.8
24848,17.6,42.1
24849,14.9,38.8
24850,17.6,42.1
24851,13.2,40.3
24853,17.6,42.1
24854,14.9,38.8
24855,17.6,42.1
24857,14.9,38.8
24860,14.9,38.8
24861,17.6,42.1
24862,17.6,42.1
24866,17.6,42.1
24867,14.9,38.8
24868,17.6,42.1
24869,14.9,38.8
24870,14.9,38.8
24871,17.6,42.1
24872,14.9,38.8
24873,17.6,42.1
24874,14.9,38.8
24878,17.6,42.1
24879,17.6,42.1
24880,14.9,38.8
24881,17.6,42.1
24882,14.9,38.8
24884,17.6,42.1
24887,17.6,42.1
24888,17.6,42.1
24892,17.6,42.1
24894,17.6,42.1
24895,17.6,42.1
24898,14.9,38.8
24901,13.6,34.2
24910,14.2,33.73333333
24915,13.8,31.4
24916,13.6,34.2
24918,14.5,33.5
24920,13.8,31.4
24924,13.8,31.4
24925,13.6,34.2
24927,13.8,31.4
24931,13.6,34.2
24934,13.8,31.4
24935,15.3,36.1
24938,13.6,34.2
24941,13.7,30.9
24943,13.6,34.2
24944,13.8,31.4
24945,13.7,30.9
24946,13.8,31.4
24951,13.7,30.9
24954,13.8,31.4
24957,13.6,34.2
24962,15.3,36.1
24963,13.7,30.9
24966,13.6,34.2
24970,13.6,34.2
24974,13.7,30.9
24976,13.7,30.9
24977,13.6,34.2
24981,15.3,36.1
24983,13.7,30.9
24984,13.7,30.9
24985,13.7,30.9
24986,13.7,32.8
24991,13.6,34.2
24993,13.7,30.9
25002,14,35.6
25003,14.9,36.3
25005,16.1,36.2
25007,15.2,35.6
25008,15.2,35.6
25009,15,35.4
25011,11.7,34.6
25015,14.1,32.7
25019,14.6,32.6
25021,15,35.4
25022,17.5,40.7
25024,15,35.4
25025,14.1,32.7
25026,14.1,32.7
25028,15,35.4
25030,14.6,32.6
25031,14,35.6
25033,11.7,34.6
25035,14.1,32.7
25036,14,35.6
25039,14.1,32.7
25040,14,35.6
25043,15.15,35.4
25044,15.2,35.6
25045,14.93333333,33.83333333
25047,17.5,40.7
25048,15.2,35.6
25049,15,35.4
25051,15,35.4
25053,15,35.4
25054,14.1,32.7
25059,14.85,36.9
25060,15.2,35.6
25061,14.1,32.7
25062,15.2,35.6
25063,15.4,34.43333333
25064,14.1,32.7
25067,14.1,32.7
25070,11.7,34.6
25071,15.1,34.45
25075,14.1,32.7
25076,17.5,40.7
25079,14.1,32.7
25081,15,35.4
25082,12.45,35.35
25083,14.05,34.15
25085,14,35.6
25086,14.1,32.7
25088,14.6,32.6
25090,14,35.6
25093,15,35.4
25102,14.1,32.7
25103,14.1,32.7
25106,13.2,36.1
25107,14.1,32.7
25108,16.25,38.05
25109,11.7,34.6
25110,14.1,32.7
25111,14.6,32.6
25112,14.1,32.7
25113,14.6,32.6
25114,15,35.4
25115,14,35.6
25118,14,35.6
25119,14,35.6
25121,17.5,40.7
25123,12.45,35.35
25124,12.45,33.15
25125,14.6,32.6
25126,14.1,32.7
25130,15,35.4
25132,14.1,32.7
25133,14.6,32.6
25134,14.1,32.7
25136,14.05,34.15
25139,14,35.6
25140,15.2,35.6
25141,14.6,32.6
25142,15,35.4
25143,12.9,33.65
25148,15,35.4
25149,15,35.4
25154,15,35.4
25156,14.1,32.7
25159,12.9,33.65
25160,14.1,32.7
25161,14,35.6
25162,14.1,32.7
25164,15.35,34.4
25165,15,35.4
25168,11.7,34.6
25169,15,35.4
25173,14,35.6
25174,15.2,35.6
25177,12.9,33.65
25180,15.2,35.6
25181,15,35.4
25183,17.5,40.7
25185,14,35.6
25186,14,35.6
25187,13.2,36.1
25193,15,35.4
25201,14.1,32.7
25202,14.9,36.3
25203,15,35.4
25204,15,35.4
25205,15,35.4
25206,15,35.4
25208,15,35.4
25209,15.1,35.5
25211,14.6,32.6
25213,11.7,34.6
25214,14.1,32.7
25231,13.2,31.7
25234,14,32.7
25235,14.3,32.65
25239,13.2,33.9
25241,13.2,33.9
25243,14.65,33.95
25244,13.2,31.7
25245,13.2,31.7
25247,13.2,36.1
25248,13,33
25251,16.1,36.2
25252,14.7,34.93333333
25253,13.2,36.1
25259,16.1,36.2
25260,13.2,36.1
25261,14,32.7
25262,13.2,31.7
25264,13.2,33.9
25265,13.2,36.1
25266,15.05,34.45
25267,11.8,39
25268,14,32.7
25270,15.45,36.55
25271,13.2,31.7
25275,14,34.3
25276,15.05,34.45
25285,14.6,32.6
25286,15.1,34.45
25287,13.2,36.1
25301,14.1,32.7
25302,14.1,32.7
25303,14.1,32.7
25304,14.1,32.7
25305,14.1,32.7
25306,14.1,32.7
25309,14.1,32.7
25311,14.1,32.7
25312,12.9,33.65
25313,14.1,32.7
25314,14.1,32.7
25315,14.1,32.7
25317,14.1,32.7
25320,14.1,32.7
25321,14.1,32.7
25322,14.1,32.7
25323,14.1,32.7
25324,14.1,32.7
25325,14.1,32.7
25326,14.1,32.7
25327,14.1,32.7
25328,14.1,32.7
25329,14.1,32.7
25330,14.1,32.7
25331,14.1,32.7
25332,14.1,32.7
25333,14.1,32.7
25334,14.1,32.7
25335,14.1,32.7
25336,14.1,32.7
25337,14.1,32.7
25338,14.1,32.7
25339,14.1,32.7
25361,14.1,32.7
25362,14.1,32.7
25364,14.1,32.7
25387,14.1,32.7
25389,14.1,32.7
25396,14.1,32.7
25401,10.5,34.3
25402,10.5,34.3
25403,10.5,34.3
25404,10.3,33.75
25405,10.5,34.3
25411,12.4,33.45
25413,10.5,34.3
25414,10.1,33.2
25419,10.5,34.3
25420,10.5,34.3
25421,10.5,34.3
25422,14.3,32.6
25423,10.1,33.2
25425,10.1,33.2
25427,12.4,33.45
25428,10.5,34.3
25430,10.3,33.75
25431,13.4,33.8
25432,10.1,33.2
25434,13.85,33.2
25437,13.4,33.8
25438,10.1,33.2
25441,10.1,33.2
25442,10.1,33.2
25443,10.3,33.75
25444,13.4,33.8
25446,10.1,33.2
25501,15.7,39.9
25502,13.2,36.1
25503,13.2,36.1
25504,15,34.1
25505,17.5,40.7
25506,14.6,35.2
25507,16.5,37.7
25508,16.25,38.05
25510,13.63333333,35
25511,16.5,37.7
25512,16.5,37.7
25514,16.5,37.7
25515,13.2,36.1
25517,16.5,37.7
25520,13.35,33.3
25521,15.7,39.9
25523,13.7,37.25
25524,16.56666667,39.43333333
25526,11.7,34.6
25529,15,35.4
25530,16.5,37.7
25534,15.7,39.9
25535,16.5,37.7
25537,13.5,30.5
25540,15.7,39.9
25541,12.8,33.73333333
25544,15.7,39.9
25545,13.5,30.5
25547,17.5,40.7
25550,13.2,36.1
25555,16.5,37.7
25557,15.7,39.9
25559,13.5,30.5
25560,11.7,34.6
25562,16.5,37.7
25564,15.7,39.9
25565,15.7,39.9
25567,15.7,39.9
25569,11.7,34.6
25570,16.5,37.7
25571,15.7,39.9
25573,15.7,39.9
25601,17.5,40.7
25606,17.5,40.7
25607,17.5,40.7
25608,13.2,40.3
25611,17.5,40.7
25612,17.5,40.7
25614,17.5,40.7
25617,16.2,39.75
25621,13.2,40.3
25624,17.5,40.7
25625,17.5,40.7
25628,17.5,40.7
25630,17.5,40.7
25632,17.5,40.7
25634,17.5,40.7
25635,17.5,40.7
25637,17.5,40.7
25638,17.5,40.7
25639,17.5,40.7
25644,17.5,40.7
25646,17.5,40.7
25647,17.5,40.7
25649,17.5,40.7
25650,13.2,40.3
25651,13.2,40.3
25652,17.5,40.7
25653,17.5,40.7
25654,17.5,40.7
25661,13.2,40.3
25666,13.2,40.3
25667,13.2,40.3
25669,16.5,37.7
25670,15.35,40.5
25671,14.85,39
25672,13.2,40.3
25674,14.85,39
25676,13.2,40.3
25678,13.2,40.3
25685,13.2,40.3
25686,13.2,40.3
25688,13.2,40.3
25690,13.2,40.3
25691,13.2,40.3
25692,13.2,40.3
25696,13.2,40.3
25699,16.1,38.8
25701,15,34.1
25702,13.5,30.5
25703,13.5,30.5
25704,15,34.1
25705,13.5,30.5
25706,13.5,30.5
25707,13.5,30.5
25708,13.5,30.5
25709,13.5,30.5
25710,13.5,30.5
25711,13.5,30.5
25712,13.5,30.5
25713,13.5,30.5
25714,13.5,30.5
25715,13.5,30.5
25716,13.5,30.5
25717,13.5,30.5
25718,13.5,30.5
25719,13.5,30.5
25720,13.5,30.5
25721,13.5,30.5
25722,13.5,30.5
25723,13.5,30.5
25724,13.5,30.5
25725,13.5,30.5
25726,13.5,30.5
25727,13.5,30.5
25728,13.5,30.5
25729,13.5,30.5
25755,13.5,30.5
25772,13.5,30.5
25773,13.5,30.5
25774,13.5,30.5
25775,13.5,30.5
25776,13.5,30.5
25777,13.5,30.5
25778,13.5,30.5
25779,13.5,30.5
25801,14.6,35.6
25802,15.2,35.6
25810,14.9,38.8
25811,15.05,37.2
25812,14,35.6
25813,15.2,35.6
25817,15.2,35.6
25818,15.2,35.6
25820,15.5,37.4
25823,15.2,35.6
25825,15.25,35.85
25826,14.9,38.8
25827,15.2,35.6
25831,14,35.6
25832,15.2,35.6
25836,15.2,35.6
25837,14,35.6
25839,15.2,35.6
25840,14,35.6
25841,15.5,37.4
25843,15.2,35.6
25844,15.2,35.6
25845,14.9,38.8
25846,14,35.6
25848,14.9,38.8
25849,15.2,35.6
25851,15.2,35.6
25853,15.2,35.6
25854,14,35.6
25855,14,35.6
25857,15.2,35.6
25860,15.2,35.6
25862,14,35.6
25864,15.2,35.6
25865,15.2,35.6
25866,14,35.6
25868,14,35.6
25870,14.9,38.8
25871,15.2,35.6
25873,15.2,35.6
25875,14.9,38.8
25876,14.9,38.8
25878,15.2,35.6
25879,14,35.6
25880,14.6,35.6
25882,14.9,38.8
25888,14,35.6
25901,14,35.6
25902,15.35,36.5
25904,14,35.6
25906,15.2,35.6
25907,14,35.6
25908,15.2,35.6
25909,15.2,35.6
25911,15.2,35.6
25913,14.9,38.8
25915,15.2,35.6
25916,14.9,38.8
25917,14,35.6
25918,15.25,35.85
25919,15.2,35.6
25920,15.2,35.6
25921,15.2,35.6
25922,15.5,37.4
25927,15.2,35.6
25928,14.9,38.8
25932,15.2,35.6
25936,14,35.6
25938,14,35.6
25942,14,35.6
25943,14.9,38.8
25951,15.25,35.85
25958,13.6,34.2
25962,13.8,34.9
25966,15.3,36.1
25969,15.25,35.85
25971,15.5,37.4
25972,13.6,34.2
25976,14.3,35.3
25977,15.3,36.1
25978,15.3,36.1
25979,15.3,36.1
25981,14.43333333,36
25984,13.6,34.2
25985,15.3,36.1
25986,15.3,36.1
25989,15.2,35.6
26003,14.1,35.2
26030,16.1,39
26031,14,35.2
26032,14.15,35.2
26033,14,35.2
26034,12,34.8
26035,16.1,39
26036,14,35.2
26037,16.1,39
26038,14,35.2
26039,14,35.2
26040,14,35.2
26041,13.1,33.3
26047,12,34.8
26050,12,34.8
26055,13.5,34.1
26056,12,34.8
26058,16.1,39
26059,12.2,31.4
26060,12.2,31.4
26062,14.05,36.9
26070,14.15,35.2
26074,12.2,31.4
26075,16.1,39
26101,14,35.9
26102,14,35.9
26103,14,35.9
26104,14,35.9
26105,14,35.9
26106,14,35.9
26120,14,35.9
26121,14,35.9
26133,13.6,33.8
26134,13.7,38.8
26136,14,32.7
26137,13.66666667,35.8
26138,14.66666667,35.1
26141,14.4,34.8
26142,14,35.9
26143,14,34.83333333
26146,13.7,35.7
26147,14,32.7
26148,15.2,35.7
26149,13.7,32.6
26150,14,35.9
26151,14,32.7
26152,14.8,36.9
26155,13.35,32.8
26159,13.35,32.8
26160,14.8,36.9
26161,15.2,35.7
26162,13,33
26164,13.6,33.8
26167,13,33
26169,14,35.9
26170,14.45,37.25
26175,13.7,32.6
26178,15.2,35.7
26180,14.66666667,36.16666667
26181,14,35.9
26184,13.85,37.35
26187,14,35.9
26201,14.06666667,37.23333333
26202,15.7,38.2
26203,16.7,34.7
26205,15.7,38.2
26206,16.7,34.7
26208,16.2,36.45
26210,12.7,38.2
26215,12.7,38.2
26217,16.7,34.7
26218,12.7,38.2
26222,16.7,34.7
26224,12.7,34.8
26228,12.7,38.2
26229,12.7,38.2
26230,12.7,34.8
26234,12.7,38.2
26236,12.7,38.2
26237,12.7,38.2
26238,14,37.9
26241,12.7,34.8
26250,14,36.2
26253,12.7,34.8
26254,13.25,36.3
26257,12.7,34.8
26259,12.7,34.8
26260,13.8,37.8
26261,14.65,36.2
26263,13.8,37.8
26264,13.8,31.4
26266,16.7,34.7
26267,14,37.9
26268,12.7,34.8
26269,13.8,37.8
26270,13.25,36.3
26271,13.8,37.8
26273,12.7,34.8
26275,15.3,37.6
26276,13.25,36.3
26278,12.7,34.8
26280,12.7,34.8
26282,13.25,33.1
26283,13.93333333,36.73333333
26285,12.7,34.8
26287,12.2,36.85
26288,16.7,34.7
26289,13.8,37.8
26291,13.8,31.4
26292,13.8,37.8
26293,12.7,34.8
26294,13.8,31.4
26296,12.7,34.8
26298,16.7,34.7
26301,14.3,33.7
26306,14.3,33.7
26320,13.7,32.6
26321,13,37.45
26323,14.3,33.7
26325,15.2,35.7
26327,15.2,35.7
26330,13.075,35.225
26335,13.85,35.75
26337,15.2,35.7
26338,14.2,35.9
26339,13,35.7
26342,11.8,39
26343,13.45,37.05
26346,14.45,37.25
26347,11.8,37
26348,13,33
26349,15.3,37.6
26351,11.8,39
26354,11.35,34.8
26361,14.3,33.7
26362,15.2,35.7
26366,14.3,33.7
26369,14.3,33.7
26372,14.2,35.9
26374,10.5,33.9
26376,15.05,34.2
26377,13,33
26378,14.25,34.8
26384,13,37.45
26385,13.5,35.95
26386,14.3,33.7
26404,14.3,33.7
26405,12.95,36.75
26408,14.3,33.7
26410,10.6,35.9
26411,13.6,35.8
26412,13.96666667,35.8
26415,13.96666667,34.66666667
26416,13.8,36.1
26419,13,33
26421,15.2,35.7
26422,14.3,33.7
26424,11.8,37
26425,10.6,35.9
26426,13.65,34.7
26430,11.8,39
26431,13.05,35.35
26434,13.7,32.6
26435,11.8,37
26436,13,35.7
26437,13,33
26438,14.3,33.7
26440,11.2,36.45
26443,11.8,39
26444,10.6,35.9
26447,15.05,34.2
26448,14.3,33.7
26451,14.3,33.7
26452,14.2,35.9
26456,14.1,35.7
26463,14.3,33.7
26501,9.1,28.8
26504,9.1,28.8
26505,9.1,28.8
26506,9.1,28.8
26507,9.1,28.8
26508,10,30.7
26519,10.6,35.9
26520,10.6,35.9
26521,9.1,28.8
26524,10.6,35.9
26525,9.85,32.35
26527,9.1,28.8
26531,9.1,28.8
26534,9.1,28.8
26537,10.6,35.9
26541,10,30.7
26542,9.85,32.35
26543,9.1,28.8
26544,9.1,28.8
26546,9.1,28.8
26547,10.6,35.9
26554,11.525,33.025
26555,10.9,32.6
26559,10.9,32.6
26560,10.9,32.6
26561,13,33
26562,11.05,30.9
26563,10.9,32.6
26566,10.9,32.6
26568,14.3,33.7
26570,10,30.7
26571,10.9,32.6
26572,10.9,32.6
26574,10.9,32.6
26575,13,33
26576,10.9,32.6
26578,10.9,32.6
26581,13,33
26582,11.43333333,31.7
26585,11,31.46666667
26586,10.9,32.6
26587,10.9,32.6
26588,10,30.7
26590,9.1,28.8
26591,12.6,33.15
26601,15.9,32.5
26610,16.2,36.45
26611,13.85,35.75
26615,15.9,32.5
26617,14.6,32.6
26619,15.9,32.5
26621,15.9,32.5
26623,15.9,32.5
26624,13.85,35.75
26627,15.9,32.5
26629,15.9,32.5
26631,15.9,32.5
26636,13.9,34.73333333
26638,11.8,39
26651,15.7,38.2
26656,14.85,36.9
26660,15.7,38.2
26662,15.7,38.2
26667,15.7,38.2
26671,15.7,38.2
26675,15.7,38.2
26676,15.7,38.2
26678,15.7,38.2
26679,15.7,38.2
26680,13.8,34.9
26681,15.7,38.2
26684,15.7,38.2
26690,15.7,38.2
26691,15.7,38.2
26704,13.4,33.8
26705,10.6,35.9
26707,15.7,38.9
26710,14.4,35.73333333
26711,13.4,33.8
26714,13.4,33.8
26716,10.6,35.9
26717,14.9,36.7
26719,14.1,34.5
26720,15.7,38.9
26722,13.4,33.8
26726,14.1,34.5
26731,15.7,38.9
26739,15.7,38.9
26743,14.1,34.5
26750,14.1,34.5
26753,14.1,34.5
26755,14.4,35.4
26757,13.75,34.15
26761,13.4,33.8
26763,13.4,33.8
26764,10.6,35.9
26767,14.1,34.5
26801,15.4,37
26802,14.3,36
26804,14.3,36
26807,14.3,36
26808,13.4,33.8
26810,15.4,37
26812,15.4,37
26814,14.3,36
26815,14.3,36
26817,13.4,33.8
26818,15.4,37
26823,13.4,33.8
26833,15.7,38.9
26836,15.55,37.95
26838,15.4,37
26845,15.4,37
26847,15.13333333,37.3
26851,15.4,37
26852,14.4,35.4
26855,15.7,38.9
26865,13.4,33.8
26866,14.3,36
26884,14.3,36
26886,14.3,36
27006,10.9,29.1
27007,13.2,30.9
27009,11.95,32.6
27010,11.2,31.4
27011,10.5,31
27012,11.1,31.4
27013,11.6,30.9
27014,10.9,29.1
27016,12.7,33.8
27017,13,29
27018,10.5,31
27019,11.95,32.6
27020,10.56666667,28.93333333
27021,11.95,32.6
27022,12.7,33.8
27023,11.2,31.4
27024,13.2,30.9
27025,13.4,34.6
27027,14.1,35.4
27028,10.65,29.1
27030,12.95,32.35
27040,11.2,31.4
27041,12.95,32.35
27042,12.7,33.8
27043,12.95,32.35
27045,11.95,32.6
27046,12.7,33.8
27047,13.2,30.9
27048,14.1,35.4
27049,13.2,30.9
27050,11.95,32.6
27051,11.2,31.4
27052,11.95,32.6
27053,12.95,32.35
27054,12.8,32.7
27055,10.6,29.73333333
27094,11.2,31.4
27099,11.2,31.4
27101,11.2,31.4
27102,11.2,31.4
27103,11.2,31.4
27104,11.2,31.4
27105,11.2,31.4
27106,11.2,31.4
27107,11.1,31.4
27108,11.2,31.4
27109,11.2,31.4
27110,11.2,31.4
27111,11.2,31.4
27113,11.2,31.4
27114,11.2,31.4
27115,11.2,31.4
27116,11.2,31.4
27117,11.2,31.4
27120,11.2,31.4
27127,11.1,31.4
27130,11.2,31.4
27150,11.2,31.4
27152,11.2,31.4
27155,11.2,31.4
27157,11.2,31.4
27199,11.2,31.4
27201,10.9,35.1
27202,10.9,35.1
27203,13.7,32.2
27205,13.7,32.2
27207,12.1,27.1
27208,12.13333333,28.9
27209,11.55,29.05
27212,13.2,36
27213,12.1,27.1
27214,12.2,33.05
27215,10.6,32.9
27216,10.9,35.1
27217,12.05,35.55
27229,11.85,34.3
27230,13.7,32.2
27231,10.3,28
27233,12,31.45
27235,10.75,31.05
27239,12.4,31.43333333
27242,10.6,27.4
27243,8,23.3
27244,11.46666667,33.93333333
27247,12.5,30.7
27248,13.7,32.2
27249,12.125,34.3
27252,11.35,27.25
27253,10.9,35.1
27256,12.1,27.1
27258,10.9,35.1
27259,10.6,27.4
27260,12,31.45
27261,10.3,30.7
27262,11.66666667,31.43333333
27263,12,31.45
27265,10.83333333,31.16666667
27268,10.3,30.7
27278,8.35,26.25
27281,11.43333333,32
27282,10.3,30.7
27283,12,31.45
27284,10.83333333,31.16666667
27285,11.2,31.4
27288,14.1,35.4
27289,14.1,35.4
27291,12.9,34.35
27292,12.35,31.8
27293,11,31.4
27294,11,31.4
27295,11,31.4
27298,11.75,31.275
27299,11,31.4
27301,10.3,30.7
27302,10.7,31.46666667
27305,12.9,34.35
27306,11.85,34.3
27310,10.3,30.7
27311,13.65,35.7
27312,12.1,27.1
27313,12,31.45
27314,10.6,29.65
27315,13.2,36
27316,13.7,32.2
27317,12,31.45
27320,12.53333333,34.03333333
27325,12.13333333,28.9
27326,13.65,35.7
27330,11.7,29.4
27331,13.5,29.9
27332,12.05,31.55
27340,10.9,35.1
27341,12.26666667,30.1
27342,10.3,30.7
27343,12.9,34.35
27344,12.23333333,31.46666667
27349,11.5,31.1
27350,13.7,32.2
27351,11,31.4
27355,12.9,29.65
27356,11.55,29.05
27357,12.075,32.825
27358,12.2,33.05
27359,10.9,35.1
27360,12.35,31.8
27370,13.7,32.2
27371,13.1,31.45
27373,11,31.4
27374,11,31.4
27375,14.1,35.4
27376,10.6,27.4
27377,10.3,30.7
27379,13.2,36
27401,10.3,30.7
27402,10.3,30.7
27403,10.3,30.7
27404,10.3,30.7
27405,10.3,30.7
27406,10.3,30.7
27407,10.3,30.7
27408,10.3,30.7
27409,10.3,30.7
27410,10.3,30.7
27411,10.3,30.7
27412,10.3,30.7
27413,10.3,30.7
27415,10.3,30.7
27416,10.3,30.7
27417,10.3,30.7
27419,10.3,30.7
27420,10.3,30.7
27425,10.3,30.7
27429,10.3,30.7
27435,10.3,30.7
27438,10.3,30.7
27455,10.3,30.7
27495,10.3,30.7
27497,10.3,30.7
27498,10.3,30.7
27499,10.3,30.7
27501,10.9,31.16666667
27502,10.15,25.95
27503,8.7,29.2
27504,12.25,34.35
27505,12.05,31.55
27506,10.6,33.2
27507,13.05,37
27508,14,31.2
27509,12.1,35.8
27510,8,23.3
27511,8.2,24.8
27512,8.2,24.8
27513,8.2,24.8
27514,8,23.3
27515,8,23.3
27516,10.05,25.2
27517,9.6,26.53333333
27518,8.2,24.8
27519,10.15,25.95
27520,11.05,30.15
27521,10.6,33.2
27522,10.15,30.3
27523,10.15,25.95
27524,13.5,34.95
27525,13.05,33.5
27526,9.4,29
27527,13.9,35.5
27528,13.9,35.5
27529,11.05,30.15
27530,13.1,34.4
27531,13.1,34.4
27532,13.1,34.4
27533,13.1,34.4
27534,12.9,35.15
27536,14,38.2
27537,14.13333333,36.2
27539,8.2,24.8
27540,10.3,28.36666667
27541,10.3,28
27542,13.13333333,35.56666667
27543,10.6,33.2
27544,13.36666667,35.06666667
27545,8.2,24.8
27546,10.6,33.2
27549,14,31.2
27551,14.4,39.2
27552,10.6,33.2
27553,14.2,38.7
27555,13.9,35.5
27556,14,38.2
27557,13.375,33.75
27559,12.1,27.1
27560,8.45,27
27562,10.15,25.95
27563,14.2,38.7
27565,12.9,35.56666667
27568,13.9,35.5
27569,13.5,34.95
27570,14.4,39.2
27571,8.2,24.8
27572,10.35,30.25
27573,12.6,32.7
27574,12.35,34.25
27576,13.9,35.5
27577,13.9,35.5
27581,12.1,35.8
27582,12.1,35.8
27583,9.766666667,28.4
27584,14,38.2
27586,14.4,39.2
27587,11.43333333,30.6
27588,8.2,24.8
27589,14.2,35.2
27591,11.05,30.15
27592,10.9,31.16666667
27593,13.9,35.5
27594,14.4,39.2
27596,11.43333333,30.6
27597,12.325,30.75
27599,8,23.3
27601,8.2,24.8
27602,8.2,24.8
27603,11.05,30.15
27604,8.2,24.8
27605,8.2,24.8
27606,8.2,24.8
27607,8.2,24.8
27608,8.2,24.8
27609,8.2,24.8
27610,11.05,30.15
27611,8.2,24.8
27612,8.2,24.8
27613,8.45,27
27614,8.2,24.8
27615,8.2,24.8
27616,8.2,24.8
27617,8.45,27
27619,8.2,24.8
27620,8.2,24.8
27622,8.2,24.8
27623,8.2,24.8
27624,8.2,24.8
27627,8.2,24.8
27628,8.2,24.8
27629,8.2,24.8
27636,8.2,24.8
27640,8.2,24.8
27656,8.2,24.8
27658,8.2,24.8
27661,8.2,24.8
27675,8.2,24.8
27676,8.2,24.8
27690,8.2,24.8
27697,8.2,24.8
27699,8.2,24.8
27701,8.7,29.2
27702,8.7,29.2
27703,8.45,27
27704,8.7,29.2
27705,8.35,26.25
27706,8.7,29.2
27707,8.35,26.25
27708,8.7,29.2
27709,8.45,27
27710,8.7,29.2
27712,8.35,26.25
27713,9.666666667,27.03333333
27715,8.7,29.2
27717,8.7,29.2
27722,8.7,29.2
27801,16.4,40.8
27802,16.4,40.8
27803,14,36.36666667
27804,13.2,31.5
27805,14.3,36.2
27806,13.4,33
27807,12.8,34.15
27808,13.4,33
27809,14.8,36.15
27810,12.7,31.35
27811,9.5,34.3
27812,13.93333333,37.7
27813,12.4,36.8
27814,13.4,33
27815,16.4,40.8
27816,13.6,31.35
27817,11.45,33.65
27818,14.4,36.9
27819,16.4,40.8
27820,16.2,38.5
27821,13.4,33
27822,14,36.36666667
27823,13.7,39
27824,12,29.7
27825,15.9,38
27826,12.8,30.25
27827,9.5,34.3
27828,11.1,35.1
27829,12.76666667,37.3
27830,12.75,35.6
27831,16.2,38.5
27832,16.2,38.5
27833,9.5,34.3
27834,12.95,37.55
27835,9.5,34.3
27836,9.5,34.3
27837,11.45,33.65
27839,13.7,39
27840,15.9,38
27841,15.9,38
27842,15.3,38.85
27843,15.33333333,39.26666667
27844,14.05,39.1
27845,16.2,38.5
27846,15.9,38
27847,14.2,35.5
27849,14.2,35.5
27850,14.05,39.1
27851,12.75,35.6
27852,12.76666667,37.3
27853,16.2,38.5
27855,15.3,37.7
27856,13.2,31.5
27857,15.9,38
27858,9.5,34.3
27860,13.36666667,31.83333333
27861,15.9,38
27862,16.2,38.5
27863,13.23333333,35.26666667
27864,16.4,40.8
27865,14.05,32.9
27866,16.2,38.5
27867,16.2,38.5
27868,13.2,31.5
27869,15.2,37
27870,13.7,39
27871,12.93333333,35.1
27872,14.2,35.5
27873,12.4,36.8
