zipcode,N1,N05780,N85775
79011,30,0,0
79011,0,0,0
79011,20,0,0
79011,0,0,0
79012,110,0,0
79012,70,0,0
79012,40,0,0
79012,30,0,0
79012,140,0,0
79012,30,0,0
79013,510,0,0
79013,790,0,0
79013,130,0,0
79013,50,0,0
79013,0,0,0
79013,0,0,0
79014,510,0,20
79014,370,0,20
79014,230,0,0
79014,170,0,0
79014,230,0,0
79014,80,0,0
79015,3030,30,110
79015,1750,50,80
79015,1080,40,50
79015,890,0,0
79015,1440,0,0
79015,330,0,0
79018,60,0,0
79018,50,0,0
79018,30,0,0
79018,30,0,0
79018,0,0,0
79018,0,0,0
79019,250,0,0
79019,160,0,0
79019,110,0,0
79019,90,0,0
79019,100,0,0
79019,20,0,0
79022,1360,0,40
79022,1330,40,50
79022,640,20,30
79022,360,0,0
79022,370,0,0
79022,140,0,0
79024,60,0,0
79024,70,0,0
79024,0,0,0
79024,30,0,0
79024,20,0,0
79024,0,0,0
79027,710,0,20
79027,620,30,40
79027,240,0,0
79027,90,0,0
79027,80,0,0
79027,40,0,0
79029,2440,30,80
79029,2160,40,60
79029,1060,0,30
79029,550,0,0
79029,660,0,0
79029,120,0,0
79031,170,0,0
79031,130,0,0
79031,60,0,0
79031,30,0,0
79031,50,0,0
79031,0,0,0
79034,70,0,0
79034,70,0,0
79034,60,0,0
79034,20,0,0
79034,30,0,0
79034,0,0,0
79035,720,0,20
79035,800,0,30
79035,270,0,0
79035,130,0,0
79035,130,0,0
79035,20,0,0
79036,640,20,60
79036,410,0,0
79036,290,0,0
79036,250,0,0
79036,390,0,0
79036,40,0,0
79039,110,0,0
79039,80,0,0
79039,60,0,0
79039,30,0,0
79039,60,0,0
79039,0,0,0
79040,190,0,0
79040,230,0,30
79040,110,0,0
79040,70,0,0
79040,80,0,0
79040,30,0,0
79041,480,0,30
79041,360,0,0
79041,130,0,0
79041,70,0,0
79041,70,0,0
79041,0,0,0
79042,160,0,0
79042,120,0,0
79042,80,0,0
79042,50,0,0
79042,50,0,0
79042,0,0,0
79043,190,0,0
79043,190,0,0
79043,70,0,0
79043,20,0,0
79043,20,0,0
79043,0,0,0
79044,80,0,0
79044,90,0,0
79044,60,0,0
79044,0,0,0
79044,30,0,0
79044,0,0,0
79045,3390,30,120
79045,2480,40,80
79045,980,20,30
79045,430,0,0
79045,350,0,0
79045,110,0,0
79046,90,0,0
79046,50,0,0
79046,30,0,0
79046,20,0,0
79046,30,0,0
79046,0,0,0
79052,200,0,0
79052,150,0,0
79052,50,0,0
79052,20,0,0
79052,40,0,0
79052,0,0,0
79054,70,0,0
79054,60,0,0
79054,40,0,0
79054,30,0,0
79054,30,0,0
79054,0,0,0
79057,200,0,0
79057,100,0,0
79057,60,0,0
79057,40,0,0
79057,40,0,0
79057,0,0,0
79059,110,0,0
79059,70,0,0
79059,50,0,0
79059,40,0,0
79059,70,0,0
79059,0,0,0
79061,40,0,0
79061,30,0,0
79061,30,0,0
79061,40,0,0
79061,0,0,0
79061,0,0,0
79062,30,0,0
79062,50,0,0
79062,0,0,0
79062,20,0,0
79062,0,0,0
79062,0,0,0
79063,100,0,0
79063,90,0,0
79063,50,0,0
79063,40,0,0
79063,60,0,0
79063,0,0,0
79064,400,0,40
79064,320,0,0
79064,110,0,0
79064,50,0,0
79064,60,0,0
79064,0,0,0
79065,2830,30,90
79065,1940,50,80
79065,1040,20,40
79065,730,0,0
79065,760,0,0
79065,140,0,0
79068,380,0,0
79068,270,0,40
79068,200,0,0
79068,190,0,0
79068,230,0,0
79068,30,0,0
79070,1400,0,50
79070,1040,30,40
79070,640,0,20
79070,400,0,0
79070,430,0,0
79070,120,0,0
79072,4480,60,180
79072,2890,70,130
79072,1070,20,30
79072,540,0,0
79072,530,0,0
79072,140,0,0
79078,50,0,0
79078,30,0,0
79078,30,0,0
79078,0,0,0
79078,20,0,0
79078,0,0,0
79079,430,0,50
79079,260,0,0
79079,140,0,0
79079,120,0,0
79079,100,0,0
79079,0,0,0
79080,80,0,0
79080,50,0,0
79080,30,0,0
79080,30,0,0
79080,30,0,0
79080,0,0,0
79081,500,0,0
79081,400,0,40
79081,240,0,0
79081,150,0,0
79081,140,0,0
79081,50,0,0
79082,50,0,0
79082,50,0,0
79082,0,0,0
79082,30,0,0
79082,0,0,0
79082,0,0,0
79083,290,0,0
79083,210,0,0
79083,160,0,0
79083,120,0,0
79083,170,0,0
79083,0,0,0
79084,280,0,20
79084,290,0,0
79084,160,0,0
79084,90,0,0
79084,90,0,0
79084,20,0,0
79086,270,0,0
79086,260,0,0
79086,130,0,0
79086,80,0,0
79086,120,0,0
79086,0,0,0
79087,80,0,0
79087,110,0,0
79087,60,0,0
79087,0,0,0
79087,30,0,0
79087,0,0,0
79088,870,30,40
79088,570,0,20
79088,240,0,0
79088,130,0,0
79088,130,0,0
79088,30,0,0
79092,180,0,20
79092,140,0,0
79092,90,0,0
79092,50,0,0
79092,80,0,0
79092,0,0,0
79095,430,0,20
79095,250,0,0
79095,130,0,0
79095,100,0,0
79095,80,0,0
79095,30,0,0
79096,320,0,0
79096,220,0,0
79096,150,0,0
79096,80,0,0
79096,100,0,0
79096,20,0,0
79097,140,0,0
79097,110,0,0
79097,90,0,0
79097,50,0,0
79097,110,0,0
79097,0,0,0
79098,80,0,0
79098,40,0,0
79098,30,0,0
79098,20,0,0
79098,20,0,0
79098,0,0,0
79101,580,0,30
79101,260,0,0
79101,100,0,0
79101,50,0,0
79101,50,0,0
79101,40,0,0
79102,1880,20,70
79102,1290,20,50
79102,520,0,0
79102,220,0,0
79102,230,0,0
79102,60,0,0
79103,2050,0,60
79103,1410,50,60
79103,610,0,0
79103,290,0,0
79103,160,0,0
79103,0,0,0
79104,1610,0,50
79104,900,30,40
79104,270,0,0
79104,70,0,0
79104,50,0,0
79104,0,0,0
79105,140,0,0
79105,100,0,0
79105,60,0,0
79105,30,0,0
79105,70,0,0
79105,70,0,0
79106,5050,60,190
79106,3330,80,120
79106,1480,30,40
79106,880,0,0
79106,900,0,0
79106,210,0,0
79107,7080,60,220
79107,4330,60,110
79107,1140,30,30
79107,340,0,0
79107,150,0,0
79107,0,0,0
79108,2020,20,90
79108,1380,50,60
79108,750,0,20
79108,510,0,0
79108,460,0,0
79108,40,0,0
79109,7120,90,290
79109,4760,100,160
79109,2950,60,60
79109,2030,0,30
79109,2560,0,0
79109,580,0,0
79110,3260,50,140
79110,2460,50,90
79110,1350,30,40
79110,730,0,0
79110,650,0,0
79110,50,0,0
79111,180,0,0
79111,180,0,0
79111,120,0,0
79111,50,0,0
79111,20,0,0
79111,0,0,0
79118,3520,40,150
79118,2450,50,100
79118,1620,30,50
79118,1220,0,0
79118,1430,0,0
79118,240,0,0
79119,2010,30,80
79119,1260,20,40
79119,1090,30,40
79119,960,0,0
79119,1970,0,0
79119,700,0,0
79121,800,30,40
79121,540,0,30
79121,410,0,0
79121,380,0,0
79121,640,0,0
79121,240,0,0
79124,1210,0,50
79124,670,40,40
79124,450,0,0
79124,470,0,0
79124,1080,0,0
79124,440,0,0
79201,960,20,50
79201,650,0,20
79201,350,0,0
79201,200,0,0
79201,180,0,0
79201,30,0,0
79225,160,0,0
79225,110,0,0
79225,60,0,0
79225,30,0,0
79225,30,0,0
79225,0,0,0
79226,550,0,30
79226,250,0,0
79226,160,0,0
79226,80,0,0
79226,120,0,0
79226,0,0,0
79227,220,0,0
79227,120,0,0
79227,70,0,0
79227,30,0,0
79227,40,0,0
79227,0,0,0
79229,50,0,0
79229,30,0,0
79229,20,0,0
79229,20,0,0
79229,0,0,0
79229,0,0,0
79235,620,0,30
79235,400,30,30
79235,170,0,0
79235,90,0,0
79235,110,0,0
79235,30,0,0
79236,30,0,0
79236,30,0,0
79236,20,0,0
79236,20,0,0
79236,0,0,0
79236,0,0,0
79237,80,0,0
79237,40,0,0
79237,40,0,0
79237,0,0,0
79237,0,0,0
79237,0,0,0
79241,380,0,30
79241,260,0,0
79241,100,0,0
79241,60,0,0
79241,90,0,0
79241,0,0,0
79244,130,0,0
79244,90,0,0
79244,40,0,0
79244,20,0,0
79244,30,0,0
79244,0,0,0
79245,460,0,30
79245,190,0,0
79245,100,0,0
79245,50,0,0
79245,60,0,0
79245,0,0,0
79248,270,0,0
79248,150,0,0
79248,70,0,0
79248,40,0,0
79248,30,0,0
79248,0,0,0
79250,190,0,20
79250,190,0,0
79250,70,0,0
79250,50,0,0
79250,50,0,0
79250,0,0,0
79252,510,0,40
79252,310,0,0
79252,170,0,0
79252,90,0,0
79252,90,0,0
79252,0,0,0
79255,70,0,0
79255,70,0,0
79255,30,0,0
79255,40,0,0
79255,0,0,0
79255,0,0,0
79256,60,0,0
79256,30,0,0
79256,40,0,0
79256,0,0,0
79256,0,0,0
79256,0,0,0
79257,140,0,0
79257,100,0,0
79257,70,0,0
79257,40,0,0
79257,40,0,0
79257,0,0,0
79261,90,0,0
79261,50,0,0
79261,20,0,0
79261,20,0,0
79261,0,0,0
79261,0,0,0
79311,520,0,30
79311,350,0,0
79311,190,0,0
79311,130,0,0
79311,130,0,0
79311,20,0,0
79312,160,0,0
79312,130,0,0
79312,40,0,0
79312,40,0,0
79312,0,0,0
79312,0,0,0
79313,230,0,20
79313,170,0,0
79313,90,0,0
79313,40,0,0
79313,60,0,0
79313,0,0,0
79316,1790,0,60
79316,1140,40,50
79316,480,0,0
79316,300,0,0
79316,290,0,0
79316,40,0,0
79322,350,0,0
79322,240,0,30
79322,90,0,0
79322,40,0,0
79322,60,0,0
79322,0,0,0
79323,850,0,30
79323,680,0,30
79323,510,0,0
79323,290,0,0
79323,390,0,0
79323,60,0,0
79325,280,0,30
79325,250,0,0
79325,140,0,0
79325,90,0,0
79325,100,0,0
79325,0,0,0
79329,490,0,20
79329,370,0,0
79329,220,0,0
79329,120,0,0
79329,200,0,0
79329,50,0,0
79331,1780,20,70
79331,1120,40,60
79331,580,0,0
79331,350,0,0
79331,390,0,0
79331,130,0,0
79336,2640,40,100
79336,1610,50,60
79336,910,0,20
79336,610,0,0
79336,710,0,0
79336,140,0,0
79339,1270,0,50
79339,750,50,60
79339,360,0,0
79339,170,0,0
79339,170,0,0
79339,40,0,0
79342,50,0,0
79342,40,0,0
79342,30,0,0
79342,0,0,0
79342,20,0,0
79342,0,0,0
79343,240,0,30
79343,190,0,0
79343,80,0,0
79343,50,0,0
79343,30,0,0
79343,0,0,0
79345,140,0,0
79345,130,0,0
79345,40,0,0
79345,30,0,0
79345,30,0,0
79345,0,0,0
79346,320,0,30
79346,250,0,0
79346,100,0,0
79346,60,0,0
79346,70,0,0
79346,0,0,0
79347,1180,0,50
79347,860,50,60
79347,290,0,0
79347,160,0,0
79347,180,0,0
79347,40,0,0
79350,150,0,0
79350,100,0,0
79350,40,0,0
79350,20,0,0
79350,30,0,0
79350,0,0,0
79351,190,0,0
79351,160,0,0
79351,70,0,0
79351,40,0,0
79351,70,0,0
79351,0,0,0
79355,250,0,30
79355,210,0,0
79355,140,0,0
79355,80,0,0
79355,90,0,0
79355,20,0,0
79356,660,20,30
79356,470,0,30
79356,280,0,0
79356,150,0,0
79356,130,0,0
79356,30,0,0
79357,430,0,30
79357,280,0,0
79357,90,0,0
79357,50,0,0
79357,50,0,0
79357,0,0,0
79358,200,0,0
79358,120,0,0
79358,90,0,0
79358,60,0,0
79358,70,0,0
79358,20,0,0
79359,450,0,20
79359,320,0,0
79359,170,0,0
79359,110,0,0
79359,80,0,0
79359,20,0,0
79360,2100,0,50
79360,1560,40,60
79360,910,0,0
79360,480,0,0
79360,620,0,0
79360,140,0,0
79363,870,0,30
79363,590,30,30
79363,340,0,0
79363,240,0,0
79363,410,0,0
79363,80,0,0
79364,1460,0,60
79364,940,50,50
79364,430,0,0
79364,230,0,0
79364,240,0,0
79364,40,0,0
79366,120,0,0
79366,70,0,0
79366,70,0,0
79366,70,0,0
79366,120,0,0
79366,60,0,0
79367,120,0,0
79367,100,0,0
79367,40,0,0
79367,30,0,0
79367,40,0,0
79367,0,0,0
79370,240,0,20
79370,140,0,0
79370,70,0,0
79370,60,0,0
79370,50,0,0
79370,0,0,0
79371,200,0,0
79371,170,0,0
79371,80,0,0
79371,50,0,0
79371,80,0,0
79371,0,0,0
79372,210,0,0
79372,140,0,0
79372,100,0,0
79372,70,0,0
79372,90,0,0
79372,0,0,0
79373,480,0,40
79373,350,0,0
79373,150,0,0
79373,100,0,0
79373,140,0,0
79373,30,0,0
79377,50,0,0
79377,50,0,0
79377,0,0,0
79377,20,0,0
79377,0,0,0
79377,0,0,0
79379,100,0,0
79379,70,0,0
79379,50,0,0
79379,30,0,0
79379,0,0,0
79379,0,0,0
79381,180,0,0
79381,140,0,0
79381,70,0,0
79381,40,0,0
79381,70,0,0
79381,30,0,0
79382,1250,0,50
79382,740,40,50
79382,470,0,0
79382,350,0,0
79382,540,0,0
79382,130,0,0
79401,1430,30,50
79401,350,0,20
79401,120,0,0
79401,50,0,0
79401,60,0,0
79401,30,0,0
79403,3760,40,110
79403,1740,60,90
79403,520,0,0
79403,220,0,0
79403,140,0,0
79403,40,0,0
79404,2340,20,60
79404,1120,20,40
79404,330,0,0
79404,120,0,0
79404,110,0,0
79404,0,0,0
79406,140,0,0
79406,0,0,0
79406,0,0,0
79406,0,0,0
79406,0,0,0
79406,0,0,0
79407,3890,40,130
79407,2450,50,90
79407,1160,30,40
79407,590,0,0
79407,690,0,0
79407,360,0,0
79410,1520,0,60
79410,830,40,40
79410,400,0,0
79410,210,0,0
79410,260,0,0
79410,120,0,0
79411,1760,30,60
79411,750,0,30
79411,190,0,0
79411,70,0,0
79411,60,0,0
79411,0,0,0
79412,3550,30,110
79412,1740,50,80
79412,560,0,0
79412,250,0,0
79412,190,0,0
79412,0,0,0
79413,3750,60,170
79413,2420,50,90
79413,1230,30,40
79413,740,0,0
79413,900,0,0
79413,170,0,0
79414,3730,40,150
79414,2490,80,100
79414,980,0,20
79414,430,0,0
79414,260,0,0
79414,30,0,0
79415,4100,50,130
79415,1710,60,90
79415,480,0,0
79415,230,0,0
79415,220,0,0
79415,40,0,0
79416,5730,80,220
79416,3580,80,130
79416,1940,50,60
79416,1120,0,0
79416,1380,0,0
79416,380,0,0
79423,5730,90,250
79423,4340,100,180
79423,2580,40,60
79423,1800,30,30
79423,2380,0,0
79423,760,0,0
79424,5910,90,320
79424,4210,120,200
79424,3120,60,80
79424,2590,20,30
79424,4640,20,20
79424,1700,0,0
79501,570,20,30
79501,390,0,20
79501,190,0,0
79501,130,0,0
79501,130,0,0
79501,0,0,0
79502,180,0,0
79502,150,0,0
79502,80,0,0
79502,50,0,0
79502,50,0,0
79502,0,0,0
79504,480,0,30
79504,290,0,0
79504,170,0,0
79504,80,0,0
79504,140,0,0
79504,0,0,0
79505,30,0,0
79505,30,0,0
79505,40,0,0
79505,0,0,0
79505,0,0,0
79505,0,0,0
79506,100,0,0
79506,70,0,0
79506,50,0,0
79506,30,0,0
79506,40,0,0
79506,0,0,0
79508,210,0,0
79508,140,0,0
79508,70,0,0
79508,40,0,0
79508,90,0,0
79508,0,0,0
79510,1350,0,60
79510,840,40,60
79510,550,0,0
79510,320,0,0
79510,310,0,0
79510,30,0,0
79511,180,0,0
79511,120,0,0
79511,90,0,0
79511,70,0,0
79511,140,0,0
79511,0,0,0
79512,880,20,40
79512,560,0,30
79512,310,0,0
79512,210,0,0
79512,220,0,0
79512,30,0,0
79520,380,0,30
79520,260,0,0
79520,100,0,0
79520,50,0,0
79520,70,0,0
79520,0,0,0
79521,590,30,40
79521,340,0,40
79521,180,0,0
79521,100,0,0
79521,100,0,0
79521,30,0,0
79525,470,0,40
79525,330,0,0
79525,220,0,0
79525,130,0,0
79525,120,0,0
79525,0,0,0
79526,150,0,0
79526,100,0,0
79526,70,0,0
79526,40,0,0
79526,60,0,0
79526,0,0,0
79527,60,0,0
79527,40,0,0
79527,50,0,0
79527,20,0,0
79527,40,0,0
79527,0,0,0
79528,90,0,0
79528,70,0,0
79528,50,0,0
79528,0,0,0
79528,40,0,0
79528,0,0,0
79529,210,0,0
79529,120,0,0
79529,70,0,0
79529,40,0,0
79529,40,0,0
79529,0,0,0
79530,80,0,0
79530,70,0,0
79530,40,0,0
79530,20,0,0
79530,30,0,0
79530,0,0,0
79532,130,0,0
79532,110,0,0
79532,60,0,0
79532,20,0,0
79532,30,0,0
79532,0,0,0
79533,130,0,0
79533,50,0,0
79533,30,0,0
79533,30,0,0
79533,0,0,0
79533,0,0,0
79536,790,0,30
79536,570,30,40
79536,310,0,0
79536,200,0,0
79536,190,0,0
79536,30,0,0
79538,40,0,0
79538,30,0,0
79538,30,0,0
79538,0,0,0
79538,0,0,0
79538,0,0,0
79541,110,0,0
79541,80,0,0
79541,60,0,0
79541,50,0,0
79541,70,0,0
79541,0,0,0
79543,180,0,0
79543,100,0,0
79543,70,0,0
79543,50,0,0
79543,50,0,0
79543,0,0,0
79544,60,0,0
79544,40,0,0
79544,20,0,0
79544,20,0,0
79544,0,0,0
79544,0,0,0
79545,280,0,0
79545,190,0,0
79545,110,0,0
79545,80,0,0
79545,90,0,0
79545,0,0,0
79546,270,0,0
79546,180,0,40
79546,130,0,0
79546,80,0,0
79546,70,0,0
79546,0,0,0
79547,130,0,0
79547,60,0,0
79547,40,0,0
79547,20,0,0
79547,30,0,0
79547,0,0,0
79549,2070,0,70
79549,1300,50,60
79549,780,0,0
79549,520,0,0
79549,580,0,0
79549,120,0,0
79553,590,20,40
79553,340,0,30
79553,150,0,0
79553,80,0,0
79553,110,0,0
79553,0,0,0
79556,2210,30,110
79556,1260,40,70
79556,780,0,0
79556,420,0,0
79556,380,0,0
79556,110,0,0
79561,100,0,0
79561,70,0,0
79561,50,0,0
79561,30,0,0
79561,20,0,0
79561,0,0,0
79562,550,0,20
79562,340,0,30
79562,290,0,0
79562,260,0,0
79562,440,0,0
79562,130,0,0
79563,290,0,20
79563,160,0,0
79563,80,0,0
79563,40,0,0
79563,20,0,0
79563,0,0,0
79565,40,0,0
79565,50,0,0
79565,20,0,0
79565,20,0,0
79565,20,0,0
79565,0,0,0
79566,40,0,0
79566,20,0,0
79566,20,0,0
79566,30,0,0
79566,0,0,0
79566,0,0,0
79567,580,0,30
79567,360,0,20
79567,170,0,0
79567,100,0,0
79567,80,0,0
79567,0,0,0
79601,3380,40,130
79601,1880,50,80
79601,950,0,20
79601,550,0,0
79601,590,0,0
79601,90,0,0
79602,3520,50,160
79602,2350,60,100
79602,1440,40,40
79602,980,0,0
79602,1340,0,0
79602,410,0,0
79603,5150,60,180
79603,2940,90,120
79603,1110,0,20
79603,500,0,0
79603,290,0,0
79603,0,0,0
79605,5790,80,250
79605,3760,100,170
79605,1760,30,40
79605,890,0,0
79605,800,0,0
79605,240,0,0
79606,3620,50,160
79606,2950,60,100
79606,1720,40,50
79606,1220,0,0
79606,1610,0,0
79606,450,0,0
79607,520,0,0
79607,360,0,0
79607,130,0,0
79607,60,0,0
79607,40,0,0
79607,0,0,0
79701,5130,50,210
79701,3340,50,120
79701,1770,40,60
79701,840,0,0
79701,950,0,0
79701,420,0,0
79703,3080,30,120
79703,2670,40,80
79703,1630,30,40
79703,1010,0,0
79703,1050,0,0
79703,80,0,0
79705,4750,40,160
79705,3580,70,120
79705,2380,20,40
79705,1820,30,40
79705,3290,0,0
79705,1450,0,0
79706,3570,0,120
79706,2480,60,90
79706,1590,40,30
79706,1120,0,20
79706,1800,0,0
79706,410,0,0
79707,3830,20,110
79707,3050,50,100
79707,2150,40,40
79707,1670,0,30
79707,3510,0,0
79707,2040,0,0
79713,60,0,0
79713,70,0,0
79713,40,0,0
79713,30,0,0
79713,50,0,0
79713,0,0,0
79714,2170,0,70
79714,1520,40,50
79714,1100,0,30
79714,750,0,0
79714,1110,0,0
79714,220,0,0
79718,100,0,0
79718,100,0,0
79718,40,0,0
79718,20,0,0
79718,20,0,0
79718,0,0,0
79719,60,0,0
79719,40,0,0
79719,30,0,0
79719,20,0,0
79719,0,0,0
79719,0,0,0
79720,4100,40,170
79720,2940,80,130
79720,1640,40,60
79720,1040,0,0
79720,1150,0,0
79720,290,0,0
79730,50,0,0
79730,30,0,0
79730,0,0,0
79730,20,0,0
79730,0,0,0
79730,0,0,0
79731,590,0,40
79731,470,0,0
79731,340,0,0
79731,200,0,0
79731,220,0,0
79731,30,0,0
79733,30,0,0
79733,30,0,0
79733,20,0,0
79733,30,0,0
79733,0,0,0
79733,0,0,0
79734,350,0,40
79734,230,0,0
79734,140,0,0
79734,80,0,0
79734,100,0,0
79734,40,0,0
79735,2010,40,100
79735,1320,40,50
79735,660,0,20
79735,390,0,0
79735,420,0,0
79735,80,0,0
79738,40,0,0
79738,30,0,0
79738,50,0,0
79738,0,0,0
79738,30,0,0
79738,0,0,0
79739,120,0,0
79739,100,0,0
79739,70,0,0
79739,40,0,0
79739,90,0,0
79739,50,0,0
79741,50,0,0
79741,40,0,0
79741,40,0,0
79741,40,0,0
79741,0,0,0
79741,0,0,0
79742,80,0,0
79742,50,0,0
79742,30,0,0
79742,20,0,0
79742,20,0,0
79742,0,0,0
79743,40,0,0
79743,30,0,0
79743,30,0,0
79743,30,0,0
79743,0,0,0
79743,0,0,0
79744,180,0,0
79744,140,0,0
79744,100,0,0
79744,70,0,0
79744,100,0,0
79744,0,0,0
79745,900,20,40
79745,650,0,30
79745,390,0,0
79745,260,0,0
79745,280,0,0
79745,50,0,0
79749,50,0,0
79749,0,0,0
79749,30,0,0
79749,0,0,0
79749,30,0,0
79749,0,0,0
79752,310,0,0
79752,200,0,0
79752,140,0,0
79752,120,0,0
79752,130,0,0
79752,0,0,0
79756,1490,0,50
79756,960,40,50
79756,620,0,0
79756,400,0,0
79756,540,0,0
79756,90,0,0
79758,340,0,0
79758,260,0,0
79758,230,0,0
79758,150,0,0
79758,230,0,0
79758,70,0,0
79761,4890,50,180
79761,3480,60,120
79761,1930,20,40
79761,1050,0,0
79761,1100,0,0
79761,190,0,0
79762,5620,50,200
79762,4440,90,150
79762,2850,30,40
79762,1650,20,30
79762,2180,0,0
79762,520,0,0
79763,5890,70,240
79763,4250,60,130
79763,2310,40,40
79763,1200,0,20
79763,950,0,0
79763,80,0,0
79764,3670,30,150
79764,2650,40,90
79764,1600,40,50
79764,770,0,0
79764,710,0,0
79764,80,0,0
79765,1360,30,60
79765,1260,0,40
79765,1190,30,20
79765,950,0,20
79765,1590,0,0
79765,510,0,0
79766,1180,0,40
79766,800,20,30
79766,500,0,0
79766,260,0,0
79766,250,0,0
79766,30,0,0
79772,1770,20,70
79772,1250,30,50
79772,660,0,0
79772,380,0,0
79772,340,0,0
79772,80,0,0
79778,110,0,0
79778,80,0,0
79778,50,0,0
79778,50,0,0
79778,90,0,0
79778,0,0,0
79781,50,0,0
79781,40,0,0
79781,50,0,0
79781,0,0,0
79781,20,0,0
79781,0,0,0
79782,560,0,40
79782,430,0,0
79782,300,0,0
79782,190,0,0
79782,300,0,0
79782,100,0,0
79788,60,0,0
79788,50,0,0
79788,30,0,0
79788,30,0,0
79788,0,0,0
79788,0,0,0
79789,150,0,0
79789,80,0,0
79789,70,0,0
79789,60,0,0
79789,100,0,0
79789,0,0,0
79821,1090,30,80
79821,650,30,60
79821,240,0,0
79821,110,0,0
79821,90,0,0
79821,0,0,0
79830,1050,20,90
79830,600,40,60
79830,360,0,0
79830,240,0,0
79830,280,0,0
79830,50,0,0
79831,330,0,0
79831,250,30,50
79831,140,0,0
79831,70,0,0
79831,120,0,0
79831,40,0,0
79834,30,0,0
79834,50,0,0
79834,0,0,0
79834,30,0,0
79834,0,0,0
79834,0,0,0
79835,3050,80,260
79835,1320,90,160
79835,370,0,0
79835,180,0,0
79835,160,0,0
79835,30,0,0
79836,1470,40,140
79836,740,60,90
79836,280,20,20
79836,120,0,0
79836,100,0,0
79836,20,0,0
79837,70,0,0
79837,70,0,0
79837,40,0,0
79837,30,0,0
79837,0,0,0
79837,0,0,0
79838,2140,60,160
79838,950,100,130
79838,300,0,20
79838,110,0,0
79838,60,0,0
79838,20,0,0
79839,360,30,40
79839,170,0,30
79839,50,0,0
79839,40,0,0
79839,0,0,0
79839,0,0,0
79842,90,0,0
79842,70,0,0
79842,50,0,0
79842,0,0,0
79842,30,0,0
79842,0,0,0
79843,480,20,60
79843,360,0,0
79843,140,0,0
79843,70,0,0
79843,90,0,0
79843,20,0,0
79845,1220,20,40
79845,620,0,20
79845,260,0,0
79845,130,0,0
79845,90,0,0
79845,0,0,0
79848,110,0,0
79848,80,0,0
79848,30,0,0
79848,30,0,0
79848,50,0,0
79848,0,0,0
79849,3460,90,310
79849,1480,150,220
79849,410,0,30
79849,110,0,0
79849,40,0,0
79849,0,0,0
79851,130,0,0
79851,100,0,0
79851,60,0,0
79851,0,0,0
79851,0,0,0
79851,0,0,0
79852,190,30,50
79852,110,0,0
79852,40,0,0
79852,40,0,0
79852,0,0,0
79852,0,0,0
79853,800,0,50
79853,400,50,60
79853,140,0,0
79853,40,0,0
79853,20,0,0
79853,0,0,0
79855,490,0,30
79855,260,0,20
79855,110,0,0
79855,50,0,0
79855,80,0,0
79855,0,0,0
79901,3790,80,230
79901,920,60,100
79901,120,0,0
79901,40,0,0
79901,30,0,0
79901,30,0,0
79902,4920,160,490
79902,1830,130,200
79902,750,40,40
79902,450,0,0
79902,680,0,0
79902,360,0,0
79903,4480,160,410
79903,2180,120,200
79903,650,30,30
79903,260,0,0
79903,210,0,0
79903,50,0,0
79904,6820,190,470
79904,3320,160,250
79904,1190,30,50
79904,570,0,0
79904,510,0,0
79904,90,0,0
79905,6660,220,610
79905,2410,180,280
79905,550,20,30
79905,150,0,0
79905,90,0,0
79905,20,0,0
79906,900,0,0
79906,910,0,0
79906,260,0,0
79906,120,0,0
79906,110,0,0
79906,0,0,0
79907,13500,500,1400
79907,6250,440,720
79907,1890,80,110
79907,650,0,0
79907,420,0,0
79907,50,0,0
79908,230,0,0
79908,400,0,0
79908,280,0,0
79908,100,0,0
79908,40,0,0
79908,0,0,0
79911,450,0,50
79911,380,50,50
79911,400,0,0
79911,390,0,0
79911,640,0,0
79911,120,0,0
79912,13670,430,1360
79912,7280,450,800
79912,4190,120,180
79912,2720,40,50
79912,4470,30,30
79912,1960,0,0
79915,9640,360,960
79915,4110,270,450
79915,1080,30,40
79915,400,0,0
79915,250,0,0
79915,30,0,0
79916,730,0,0
79916,370,0,0
79916,0,0,0
79916,0,0,0
79916,0,0,0
79922,1320,40,110
79922,650,40,70
79922,350,20,30
79922,250,0,0
79922,510,0,0
79922,540,0,0
79924,12780,340,930
79924,7360,360,590
79924,2890,80,90
79924,1280,0,0
79924,880,0,0
79924,50,0,0
79925,8110,210,630
79925,4790,260,380
79925,2120,50,60
79925,1150,20,30
79925,1210,0,0
79925,190,0,0
79927,9400,300,920
79927,4750,370,620
79927,1410,80,90
79927,560,0,20
79927,300,0,0
79927,40,0,0
79928,11830,330,1110
79928,6990,510,880
79928,3210,120,150
79928,1800,40,50
79928,1760,0,0
79928,190,0,0
79930,6490,190,560
79930,2970,200,290
79930,900,30,40
79930,390,0,0
79930,270,0,0
79930,40,0,0
79932,5040,140,440
79932,2570,160,280
79932,1370,50,60
79932,960,20,40
79932,1440,0,0
79932,520,0,0
79934,3790,80,200
79934,3250,90,140
79934,1880,30,40
79934,1140,0,0
79934,1060,0,0
79934,90,0,0
79935,3540,120,320
79935,1930,100,160
79935,910,20,30
79935,540,0,0
79935,550,0,0
79935,90,0,0
79936,22470,740,2150
79936,13230,800,1320
79936,6180,210,260
79936,3180,40,50
79936,3400,30,30
79936,520,0,0
79938,13180,360,1120
79938,9060,470,830
79938,4620,150,180
79938,2560,50,40
79938,2530,0,20
79938,230,0,0
99999,73150,1000,4360
99999,47900,1280,2410
99999,25990,240,380
