STATEFIPS,STATE,ZIPCODE,N1,A00100,Avg
24,MD,21075,15380,1238241,80.50981795
24,MD,21076,9260,781820,84.42980562
24,MD,21077,150,9187,61.24666667
24,MD,21078,9340,678459,72.64014989
24,MD,21082,480,50096,104.3666667
24,MD,21084,3750,315415,84.11066667
24,MD,21085,8690,566592,65.2004603
24,MD,21087,2920,289173,99.03184932
24,MD,21090,5250,386609,73.63980952
24,MD,21093,19670,2448964,124.5024911
24,MD,21102,5780,421405,72.90743945
24,MD,21104,2780,406229,146.1255396
24,MD,21108,8870,1319603,148.7714769
24,MD,21111,2480,373192,150.4806452
24,MD,21113,16940,1311423,77.41576151
24,MD,21114,12810,1124850,87.81030445
24,MD,21117,28090,2325587,82.79056604
24,MD,21120,3550,401982,113.2343662
24,MD,21122,30610,2349519,76.75658282
24,MD,21128,6980,618330,88.58595989
24,MD,21131,3710,660626,178.0663073
24,MD,21132,1340,100953,75.3380597
24,MD,21133,15160,803406,52.99511873
24,MD,21136,17200,1593232,92.62976744
24,MD,21140,1790,197887,110.5513966
24,MD,21144,17190,1321389,76.86963351
24,MD,21146,13210,1733588,131.2330053
24,MD,21152,2950,392985,133.2152542
24,MD,21153,440,132824,301.8727273
24,MD,21154,3060,238290,77.87254902
24,MD,21155,1230,116321,94.5699187
24,MD,21156,210,14403,68.58571429
24,MD,21157,17890,1278625,71.47149245
24,MD,21158,10420,775513,74.42543186
24,MD,21160,1190,78368,65.85546218
24,MD,21161,2650,219119,82.68641509
24,MD,21162,2240,168949,75.42366071
24,MD,21163,3430,392199,114.3437318
24,MD,21201,7710,378237,49.05797665
24,MD,21202,8260,611889,74.07857143
24,MD,21204,8150,1300269,159.5422086
24,MD,21205,5850,150833,25.7834188
24,MD,21206,23240,938833,40.39728916
24,MD,21207,23340,1021797,43.77879177
24,MD,21208,17080,1682733,98.52066745
24,MD,21209,12420,1245623,100.2917069
24,MD,21210,5450,979357,179.6985321
24,MD,21211,8790,540849,61.53003413
24,MD,21212,14180,1495312,105.4521862
24,MD,21213,12320,388210,31.51055195
24,MD,21214,9160,469710,51.27838428
24,MD,21215,22980,919578,40.01644909
24,MD,21216,11570,358689,31.00164218
24,MD,21217,12080,482048,39.90463576
24,MD,21218,18660,1121481,60.10080386
24,MD,21219,4640,286665,61.78125
24,MD,21220,20050,1056382,52.68738155
24,MD,21221,20310,959523,47.24387001
24,MD,21222,26290,1123466,42.73358692
24,MD,21223,8350,222274,26.61964072
24,MD,21224,25960,1488222,57.32750385
24,MD,21225,13720,496997,36.22427114
24,MD,21226,3150,166930,52.99365079
24,MD,21227,16610,798237,48.05761589
24,MD,21228,24380,1799456,73.80869565
24,MD,21229,20330,815356,40.10605017
24,MD,21230,17510,1384285,79.05682467
24,MD,21231,8150,607585,74.55030675
24,MD,21234,35270,1885221,53.45111993
24,MD,21236,20230,1208125,59.71947603
24,MD,21237,15400,812633,52.76837662
24,MD,21239,13680,591739,43.25577485
24,MD,21244,18180,871522,47.93850385
24,MD,21286,9390,893901,95.1971246
24,MD,21401,20610,2404791,116.680786
24,MD,21402,520,25447,48.93653846
24,MD,21403,16880,1713074,101.4854265
24,MD,21405,290,60393,208.2517241
24,MD,21409,9810,1126356,114.8171254
24,MD,21502,16470,801409,48.65871281
24,MD,21520,960,48709,50.73854167
24,MD,21521,540,22613,41.87592593
24,MD,21523,130,5256,40.43076923
24,MD,21524,220,8941,40.64090909
24,MD,21529,340,15215,44.75
24,MD,21530,690,33983,49.25072464
24,MD,21531,1010,47683,47.21089109
24,MD,21532,5620,284262,50.58042705
24,MD,21536,1830,85289,46.60601093
24,MD,21538,270,10298,38.14074074
24,MD,21539,1140,48142,42.22982456
24,MD,21541,770,48513,63.0038961
24,MD,21543,120,5556,46.3
24,MD,21545,870,37752,43.39310345
24,MD,21550,6290,310560,49.3736089
24,MD,21555,730,32710,44.80821918
24,MD,21557,800,37342,46.6775
24,MD,21561,1130,69366,61.38584071
24,MD,21562,1210,52438,43.33719008
24,MD,21601,11950,937266,78.43230126
24,MD,21607,220,11908,54.12727273
24,MD,21610,170,10469,61.58235294
24,MD,21612,220,21919,99.63181818
24,MD,21613,8170,382141,46.77368421
24,MD,21617,5050,424632,84.08554455
24,MD,21619,3450,294458,85.35014493
24,MD,21620,5730,438784,76.57661431
24,MD,21622,250,12286,49.144
24,MD,21623,920,57984,63.02608696
24,MD,21625,1120,69880,62.39285714
24,MD,21628,260,12182,46.85384615
24,MD,21629,4340,247564,57.04239631
24,MD,21631,1180,70980,60.15254237
24,MD,21632,2840,114394,40.27957746
24,MD,21634,340,10801,31.76764706
24,MD,21635,990,70217,70.92626263
24,MD,21636,490,24698,50.40408163
24,MD,21638,2480,226389,91.2858871
24,MD,21639,2110,100012,47.39905213
24,MD,21640,720,32299,44.85972222
24,MD,21643,2780,127088,45.71510791
24,MD,21645,440,38551,87.61590909
24,MD,21647,170,11012,64.77647059
24,MD,21649,780,27440,35.17948718
24,MD,21650,120,5533,46.10833333
24,MD,21651,1280,66671,52.08671875
24,MD,21654,630,103141,163.715873
24,MD,21655,2360,124370,52.69915254
24,MD,21657,540,35832,66.35555556
24,MD,21658,1890,202983,107.3984127
24,MD,21659,400,21952,54.88
24,MD,21660,1850,98231,53.09783784
24,MD,21661,1200,80471,67.05916667
24,MD,21662,400,57560,143.9
24,MD,21663,1540,165422,107.4168831
24,MD,21664,300,15690,52.3
24,MD,21665,120,9236,76.96666667
24,MD,21666,6350,592159,93.25338583
24,MD,21667,170,9364,55.08235294
24,MD,21668,790,44673,56.54810127
24,MD,21671,350,26036,74.38857143
24,MD,21673,1540,119025,77.28896104
24,MD,21676,160,14046,87.7875
24,MD,21677,220,18041,82.00454545
24,MD,21678,1070,64381,60.16915888
24,MD,21679,250,24179,96.716
24,MD,21701,19450,1449062,74.50190231
24,MD,21702,21070,1409268,66.88504983
24,MD,21703,18600,1128750,60.68548387
24,MD,21704,6940,751087,108.2257925
24,MD,21705,370,26303,71.08918919
24,MD,21710,2220,234715,105.7274775
24,MD,21711,480,25808,53.76666667
24,MD,21713,4570,316005,69.14770241
24,MD,21714,230,21377,92.94347826
24,MD,21716,2830,180700,63.85159011
24,MD,21717,180,10939,60.77222222
24,MD,21718,100,8108,81.08
24,MD,21719,640,30604,47.81875
24,MD,21722,2720,154436,56.77794118
24,MD,21723,390,56379,144.5615385
24,MD,21727,2110,119467,56.61943128
24,MD,21733,580,40961,70.62241379
24,MD,21734,480,21614,45.02916667
24,MD,21737,930,181214,194.8537634
24,MD,21738,1620,309152,190.8345679
24,MD,21740,27480,1247009,45.37878457
24,MD,21742,15570,1017331,65.33917791
24,MD,21750,1620,71388,44.06666667
24,MD,21754,3130,371167,118.5837061
24,MD,21755,2780,226840,81.5971223
24,MD,21756,1720,127343,74.03662791
24,MD,21757,1360,83494,61.39264706
24,MD,21758,2140,161959,75.6817757
24,MD,21762,250,13631,54.524
24,MD,21766,310,13056,42.11612903
24,MD,21767,660,28955,43.87121212
24,MD,21769,5710,581924,101.9131349
24,MD,21770,2960,275922,93.21689189
24,MD,21771,15010,1431645,95.37941372
24,MD,21773,2640,217260,82.29545455
24,MD,21774,6260,644803,103.0036741
24,MD,21776,2830,208657,73.73038869
24,MD,21777,810,79477,98.11975309
24,MD,21778,500,30976,61.952
24,MD,21779,490,33367,68.09591837
24,MD,21780,790,45530,57.63291139
24,MD,21782,1920,122093,63.59010417
24,MD,21783,4220,260512,61.73270142
24,MD,21784,19000,1769010,93.10578947
24,MD,21787,5110,295111,57.75166341
24,MD,21788,5850,373476,63.84205128
24,MD,21791,2450,164641,67.20040816
24,MD,21793,4990,342779,68.69318637
24,MD,21794,1180,196185,166.2584746
24,MD,21795,4640,272076,58.63706897
24,MD,21797,4460,567230,127.1816143
24,MD,21798,1190,92578,77.79663866
24,MD,21801,12480,733195,58.74959936
24,MD,21802,530,19573,36.93018868
24,MD,21804,17180,800213,46.57817229
24,MD,21811,11810,802224,67.92751905
24,MD,21813,1500,104856,69.904
24,MD,21814,160,7333,45.83125
24,MD,21817,2030,80847,39.82610837
24,MD,21821,350,16458,47.02285714
24,MD,21822,1280,73956,57.778125
24,MD,21826,2290,105767,46.18646288
24,MD,21829,240,9792,40.8
24,MD,21830,1990,122483,61.54924623
24,MD,21835,200,7645,38.225
24,MD,21837,1170,57296,48.97094017
24,MD,21838,750,34423,45.89733333
24,MD,21840,170,10638,62.57647059
24,MD,21841,440,23622,53.68636364
24,MD,21842,6510,458878,70.48817204
24,MD,21849,1530,78790,51.49673203
24,MD,21850,1430,63855,44.65384615
24,MD,21851,3320,149865,45.14006024
24,MD,21853,3730,150826,40.43592493
24,MD,21856,400,27210,68.025
24,MD,21861,370,18038,48.75135135
24,MD,21863,2210,117341,53.09547511
24,MD,21864,290,14824,51.11724138
24,MD,21865,230,13059,56.77826087
24,MD,21869,440,20481,46.54772727
24,MD,21871,820,39258,47.87560976
24,MD,21872,370,18415,49.77027027
24,MD,21874,1050,49542,47.18285714
24,MD,21875,3100,157971,50.9583871
24,MD,21901,8160,505160,61.90686275
24,MD,21903,2620,166340,63.48854962
24,MD,21904,3170,205204,64.73312303
24,MD,21911,5110,303125,59.31996086
24,MD,21912,520,43318,83.30384615
24,MD,21913,410,20576,50.18536585
24,MD,21914,380,19804,52.11578947
24,MD,21915,1520,117695,77.43092105
24,MD,21917,1140,76040,66.70175439
24,MD,21918,1960,120886,61.67653061
24,MD,21919,1420,91836,64.67323944
24,MD,21920,140,6465,46.17857143
24,MD,21921,19290,1198816,62.14701918
51,VA,22003,27310,2271801,83.1856829
51,VA,22015,20680,2005396,96.97272727
51,VA,22025,8690,766018,88.14936709
51,VA,22026,8280,510009,61.59528986
51,VA,22027,1030,194803,189.1291262
51,VA,22030,25460,2630802,103.3307934
51,VA,22031,16540,1576696,95.32623942
51,VA,22032,14020,1478281,105.4408702
51,VA,22033,18960,1988560,104.8818565
51,VA,22039,8810,1680073,190.700681
51,VA,22041,13110,887390,67.68802441
51,VA,22042,17020,1366245,80.27291422
51,VA,22043,12000,1345168,112.0973333
51,VA,22044,6290,539920,85.83783784
51,VA,22046,8480,1192832,140.6641509
51,VA,22060,3410,241112,70.70733138
51,VA,22066,8210,2615999,318.6356882
51,VA,22079,15910,1432508,90.03821496
51,VA,22101,13670,4877487,356.8022677
51,VA,22102,13000,3643339,280.2568462
51,VA,22124,8570,1758319,205.1714119
51,VA,22125,570,62942,110.4245614
51,VA,22134,2230,95846,42.98026906
51,VA,22150,14460,967337,66.89744122
51,VA,22151,8640,684730,79.25115741
51,VA,22152,14090,1325908,94.10276792
51,VA,22153,15090,1528884,101.3176938
51,VA,22172,4610,279171,60.55770065
51,VA,22180,12440,1701974,136.8146302
51,VA,22181,6850,1165604,170.1611679
51,VA,22182,12160,2547669,209.5122533
51,VA,22191,34020,1988391,58.44770723
51,VA,22192,27750,2219185,79.97063063
51,VA,22193,38230,2415923,63.19442846
51,VA,22201,22430,2725065,121.491975
51,VA,22202,13710,1437848,104.875857
51,VA,22203,13270,1271781,95.83880934
51,VA,22204,27310,1894946,69.38652508
51,VA,22205,8400,1291663,153.7694048
51,VA,22206,12140,1073882,88.45815486
51,VA,22207,15000,3501311,233.4207333
51,VA,22209,7920,995787,125.7306818
51,VA,22211,500,19623,39.246
51,VA,22213,1720,303332,176.355814
51,VA,22301,7270,1132076,155.7188446
51,VA,22302,9550,1223586,128.1241885
51,VA,22303,9050,654180,72.28508287
51,VA,22304,25810,2035271,78.85590856
51,VA,22305,8640,729528,84.43611111
51,VA,22306,15720,984722,62.6413486
51,VA,22307,5460,822988,150.7304029
51,VA,22308,5950,1092865,183.6747899
51,VA,22309,16370,1307901,79.89621258
51,VA,22310,14820,1386115,93.53002699
51,VA,22311,9750,622769,63.87374359
51,VA,22312,15600,1114490,71.44166667
51,VA,22314,19400,2910118,150.0060825
51,VA,22315,13920,1415805,101.7101293
51,VA,22401,11680,762681,65.29803082
51,VA,22405,14740,1110181,75.31757123
51,VA,22406,11630,905209,77.83396389
51,VA,22407,27450,1828570,66.61457195
51,VA,22408,14000,942291,67.3065
51,VA,22427,1520,82244,54.10789474
51,VA,22432,370,18492,49.97837838
51,VA,22435,1090,52808,48.44770642
51,VA,22436,370,17086,46.17837838
51,VA,22437,310,14217,45.86129032
51,VA,22438,200,10433,52.165
51,VA,22443,3900,219626,56.31435897
51,VA,22448,780,55382,71.0025641
51,VA,22454,790,40105,50.76582278
51,VA,22460,750,30741,40.988
51,VA,22469,920,40184,43.67826087
51,VA,22473,2100,124935,59.49285714
51,VA,22476,140,5600,40
51,VA,22480,620,64944,104.7483871
51,VA,22482,1540,100379,65.18116883
51,VA,22485,10650,766390,71.96150235
51,VA,22488,690,33071,47.92898551
51,VA,22503,1660,94922,57.18192771
51,VA,22504,120,5252,43.76666667
51,VA,22508,6520,450992,69.17055215
51,VA,22511,670,37912,56.58507463
51,VA,22514,1120,56535,50.47767857
51,VA,22520,2480,131241,52.91975806
51,VA,22534,1320,72658,55.04393939
51,VA,22535,320,21815,68.171875
51,VA,22538,160,6801,42.50625
51,VA,22539,1020,75965,74.4754902
51,VA,22542,920,49817,54.14891304
51,VA,22546,7880,419932,53.29086294
51,VA,22551,8980,676596,75.34476615
51,VA,22553,7330,583441,79.59631651
51,VA,22554,25370,2081154,82.03208514
51,VA,22556,12550,993967,79.20055777
51,VA,22560,3220,167538,52.03043478
51,VA,22567,1380,75696,54.85217391
51,VA,22572,2590,123282,47.5992278
51,VA,22576,710,43471,61.22676056
51,VA,22578,1170,98788,84.43418803
51,VA,22579,230,18873,82.05652174
51,VA,22580,2270,115564,50.9092511
51,VA,22601,13430,794791,59.18026806
51,VA,22602,13950,959594,68.78810036
51,VA,22603,7150,466134,65.19356643
51,VA,22610,950,62269,65.54631579
51,VA,22611,4350,347738,79.93977011
51,VA,22620,1090,94769,86.9440367
51,VA,22623,290,13772,47.48965517
51,VA,22624,1300,88665,68.20384615
51,VA,22625,1760,119899,68.12443182
51,VA,22627,420,34959,83.23571429
51,VA,22630,15090,880805,58.37011266
51,VA,22637,1080,60490,56.00925926
51,VA,22639,320,42606,133.14375
51,VA,22640,150,14484,96.56
51,VA,22641,130,7075,54.42307692
51,VA,22642,2260,154026,68.15309735
51,VA,22643,190,22190,116.7894737
51,VA,22644,1070,60726,56.75327103
51,VA,22645,1910,124536,65.20209424
51,VA,22646,180,27880,154.8888889
51,VA,22650,450,22848,50.77333333
51,VA,22652,640,37694,58.896875
51,VA,22654,400,23997,59.9925
51,VA,22655,10130,624605,61.65893386
51,VA,22656,1970,146097,74.16091371
51,VA,22657,5440,286707,52.70349265
51,VA,22660,850,42211,49.66
51,VA,22663,770,53674,69.70649351
51,VA,22664,4380,230313,52.58287671
51,VA,22701,15690,926926,59.07750159
51,VA,22709,460,25832,56.15652174
51,VA,22712,4590,271012,59.04400871
51,VA,22713,620,45359,73.15967742
51,VA,22714,470,32460,69.06382979
51,VA,22715,560,30628,54.69285714
51,VA,22716,390,25779,66.1
51,VA,22718,320,17544,54.825
51,VA,22719,150,8282,55.21333333
51,VA,22720,430,31679,73.67209302
51,VA,22724,1150,98010,85.22608696
51,VA,22726,360,21130,58.69444444
51,VA,22727,2510,154841,61.68964143
51,VA,22728,1530,107879,70.50915033
51,VA,22731,100,5151,51.51
51,VA,22732,140,8505,60.75
51,VA,22733,620,39387,63.52741935
51,VA,22734,1510,85761,56.79536424
51,VA,22735,940,56767,60.39042553
51,VA,22736,260,15564,59.86153846
51,VA,22737,1520,99885,65.71381579
51,VA,22738,460,25024,54.4
51,VA,22740,570,49144,86.21754386
51,VA,22741,110,6460,58.72727273
51,VA,22742,860,57320,66.65116279
51,VA,22747,620,57131,92.14677419
51,VA,22749,150,15554,103.6933333
51,VA,22801,14600,871434,59.68726027
51,VA,22802,12150,561437,46.20880658
51,VA,22810,490,37206,75.93061224
51,VA,22811,230,9603,41.75217391
51,VA,22812,3850,231566,60.14701299
51,VA,22815,4170,214689,51.48417266
51,VA,22821,2570,140719,54.75447471
51,VA,22824,2920,152180,52.11643836
51,VA,22827,4910,233973,47.65234216
51,VA,22830,760,33454,44.01842105
51,VA,22831,390,18192,46.64615385
51,VA,22832,540,32174,59.58148148
51,VA,22834,620,34864,56.23225806
51,VA,22835,5320,263737,49.57462406
51,VA,22840,2210,144664,65.45882353
51,VA,22841,1360,96133,70.68602941
51,VA,22842,2370,114238,48.20168776
51,VA,22843,1060,51147,48.25188679
51,VA,22844,2020,108771,53.8470297
51,VA,22846,960,76988,80.19583333
51,VA,22847,460,23026,50.05652174
51,VA,22849,2250,96933,43.08133333
51,VA,22850,430,22083,51.35581395
51,VA,22851,2540,106301,41.8507874
51,VA,22853,2160,95034,43.99722222
51,VA,22901,17350,1731173,99.77942363
51,VA,22902,11150,988292,88.63605381
51,VA,22903,15180,1689926,111.3258235
51,VA,22904,110,1876,17.05454545
51,VA,22911,8640,844704,97.76666667
51,VA,22920,1910,152781,79.99005236
51,VA,22922,840,36974,44.01666667
51,VA,22923,2720,183580,67.49264706
51,VA,22931,190,10709,56.36315789
51,VA,22932,4020,415233,103.291791
51,VA,22935,450,23406,52.01333333
51,VA,22936,2660,337906,127.0323308
51,VA,22937,620,28036,45.21935484
51,VA,22938,660,34587,52.40454545
51,VA,22939,2770,180738,65.24837545
51,VA,22940,610,104251,170.9032787
51,VA,22942,4100,254038,61.9604878
51,VA,22943,250,21346,85.384
51,VA,22946,120,5869,48.90833333
51,VA,22947,2430,360634,148.4090535
51,VA,22948,110,7179,65.26363636
51,VA,22949,670,35523,53.01940299
51,VA,22952,970,51055,52.63402062
51,VA,22958,1040,101738,97.825
51,VA,22959,830,61813,74.47349398
51,VA,22960,4870,254630,52.28542094
51,VA,22963,7610,492349,64.69763469
51,VA,22964,140,7014,50.1
51,VA,22967,970,57596,59.37731959
51,VA,22968,4770,292860,61.39622642
51,VA,22969,590,28750,48.72881356
51,VA,22971,770,34838,45.24415584
51,VA,22972,230,24183,105.1434783
51,VA,22973,2830,161365,57.01943463
51,VA,22974,2120,138615,65.38443396
51,VA,22976,120,5313,44.275
51,VA,22980,15810,799670,50.58001265
51,VA,23002,4980,265874,53.38835341
51,VA,23004,410,14373,35.05609756
51,VA,23005,8080,606821,75.10160891
51,VA,23009,3330,193308,58.05045045
51,VA,23011,510,40358,79.13333333
51,VA,23015,2110,142508,67.53933649
51,VA,23022,360,12994,36.09444444
51,VA,23023,160,7348,45.925
51,VA,23024,3890,249693,64.18843188
51,VA,23025,120,8556,71.3
51,VA,23027,640,30167,47.1359375
51,VA,23030,2420,133481,55.15743802
51,VA,23032,130,5825,44.80769231
51,VA,23035,660,39649,60.07424242
51,VA,23038,840,41902,49.88333333
51,VA,23039,520,68347,131.4365385
51,VA,23040,2040,83974,41.16372549
51,VA,23043,830,52548,63.31084337
51,VA,23047,1120,79798,71.24821429
51,VA,23050,380,20534,54.03684211
51,VA,23055,480,25725,53.59375
51,VA,23056,170,9828,57.81176471
51,VA,23059,16120,1962284,121.7297767
51,VA,23060,18200,1382487,75.96082418
51,VA,23061,9540,572840,60.04612159
51,VA,23062,1400,81727,58.37642857
51,VA,23063,2310,151120,65.41991342
51,VA,23065,760,44873,59.04342105
51,VA,23066,180,10588,58.82222222
51,VA,23068,150,10542,70.28
51,VA,23069,1540,107765,69.97727273
51,VA,23070,210,14899,70.94761905
51,VA,23071,750,53966,71.95466667
51,VA,23072,5210,294120,56.45297505
51,VA,23075,4970,177640,35.74245473
51,VA,23076,320,17326,54.14375
51,VA,23079,140,6604,47.17142857
51,VA,23083,870,43584,50.09655172
51,VA,23084,830,48524,58.4626506
51,VA,23085,190,8770,46.15789474
51,VA,23086,1460,82400,56.43835616
51,VA,23089,2460,165398,67.23495935
51,VA,23091,140,5642,40.3
51,VA,23092,260,16960,65.23076923
51,VA,23093,6100,329403,54.0004918
51,VA,23102,1320,120402,91.21363636
51,VA,23103,2920,604107,206.8859589
51,VA,23106,560,30728,54.87142857
51,VA,23109,1020,65187,63.90882353
51,VA,23110,310,19041,61.42258065
51,VA,23111,18540,1240474,66.90798274
51,VA,23112,24770,1912103,77.19430763
51,VA,23113,12530,1868734,149.1407821
51,VA,23114,9390,808520,86.10436635
51,VA,23115,190,9157,48.19473684
51,VA,23116,14890,1381165,92.7578912
51,VA,23117,4570,307711,67.33282276
51,VA,23119,140,8977,64.12142857
51,VA,23120,4770,555470,116.4507338
51,VA,23123,770,31126,40.42337662
51,VA,23124,1960,142769,72.84132653
51,VA,23126,230,9278,40.33913043
51,VA,23128,560,34563,61.71964286
51,VA,23129,220,24059,109.3590909
51,VA,23138,440,28832,65.52727273
51,VA,23139,12290,929424,75.62441009
51,VA,23140,2860,207914,72.6972028
51,VA,23141,4060,491793,121.1312808
51,VA,23146,1570,145608,92.74394904
51,VA,23148,790,35047,44.36329114
51,VA,23149,1280,60454,47.2296875
51,VA,23150,6330,321500,50.78988942
51,VA,23153,740,59481,80.37972973
51,VA,23156,800,39574,49.4675
51,VA,23168,3810,289255,75.91994751
51,VA,23169,580,28843,49.72931034
51,VA,23175,970,63514,65.47835052
51,VA,23176,290,16155,55.70689655
51,VA,23177,320,17155,53.609375
51,VA,23180,140,6067,43.33571429
51,VA,23181,2710,156885,57.89114391
51,VA,23185,21610,1939089,89.73109671
51,VA,23187,430,26075,60.63953488
51,VA,23188,21600,1746886,80.87435185
51,VA,23192,3370,280872,83.34480712
51,VA,23219,2330,291399,125.0639485
51,VA,23220,14560,886123,60.86009615
51,VA,23221,8290,1169394,141.0607961
51,VA,23222,11820,386192,32.67275804
51,VA,23223,24130,939465,38.93348529
51,VA,23224,16310,476345,29.20570202
51,VA,23225,19450,1008827,51.86771208
51,VA,23226,8480,1375920,162.254717
51,VA,23227,12640,732491,57.95023734
51,VA,23228,17980,783135,43.55589544
51,VA,23229,16150,1882812,116.5827864
51,VA,23230,4060,241443,59.46871921
51,VA,23231,17990,880171,48.92556976
51,VA,23233,14870,1531506,102.9930061
51,VA,23234,20340,793434,39.00855457
51,VA,23235,16580,1159853,69.95494572
51,VA,23236,13700,899363,65.64693431
51,VA,23237,10830,497298,45.91855956
51,VA,23238,12810,1366854,106.7021077
51,VA,23294,8810,420422,47.72099886
51,VA,23301,840,34945,41.60119048
51,VA,23303,430,19463,45.2627907
51,VA,23306,520,27866,53.58846154
51,VA,23307,230,7362,32.00869565
51,VA,23308,690,25857,37.47391304
51,VA,23310,1580,97055,61.42721519
51,VA,23314,4160,314235,75.53725962
51,VA,23315,710,39431,55.53661972
51,VA,23316,600,20017,33.36166667
51,VA,23320,28430,1721697,60.55916286
51,VA,23321,16700,1080872,64.72287425
51,VA,23322,28510,2389715,83.82023851
51,VA,23323,17740,1025567,57.81099211
51,VA,23324,10420,341396,32.76353167
51,VA,23325,8480,396431,46.74893868
51,VA,23336,1630,86786,53.24294479
51,VA,23337,190,9366,49.29473684
51,VA,23347,530,29139,54.97924528
51,VA,23350,1390,56924,40.95251799
51,VA,23354,230,16072,69.87826087
51,VA,23356,680,39248,57.71764706
51,VA,23357,320,9958,31.11875
51,VA,23359,220,8051,36.59545455
51,VA,23395,350,10328,29.50857143
51,VA,23398,120,5855,48.79166667
51,VA,23401,150,4842,32.28
51,VA,23405,450,27744,61.65333333
51,VA,23407,350,10256,29.30285714
51,VA,23410,920,40324,43.83043478
51,VA,23413,470,18142,38.6
51,VA,23414,170,5482,32.24705882
51,VA,23415,720,30951,42.9875
51,VA,23416,260,8099,31.15
51,VA,23417,1720,101346,58.92209302
51,VA,23418,700,30325,43.32142857
51,VA,23420,920,33142,36.02391304
51,VA,23421,1820,69450,38.15934066
51,VA,23422,230,10187,44.29130435
51,VA,23423,140,6348,45.34285714
51,VA,23430,8230,589877,71.67399757
51,VA,23432,730,69838,95.66849315
51,VA,23433,620,80129,129.2403226
51,VA,23434,21760,1159893,53.30390625
51,VA,23435,13650,1068183,78.25516484
51,VA,23436,450,51467,114.3711111
51,VA,23437,1980,109423,55.26414141
51,VA,23438,820,45583,55.58902439
51,VA,23440,170,6936,40.8
51,VA,23441,330,8399,25.45151515
51,VA,23442,480,18056,37.61666667
51,VA,23451,22250,2590987,116.4488539
51,VA,23452,28450,1805937,63.47757469
51,VA,23453,16440,817808,49.74501217
51,VA,23454,28350,2223781,78.44024691
51,VA,23455,23700,1757776,74.16776371
51,VA,23456,26530,2140656,80.68812665
51,VA,23457,2230,181866,81.55426009
51,VA,23459,360,8678,24.10555556
51,VA,23460,560,11554,20.63214286
51,VA,23461,150,3264,21.76
51,VA,23462,31210,1458631,46.7360141
51,VA,23464,35570,2047442,57.56092213
51,VA,23480,200,8800,44
51,VA,23487,2900,160085,55.20172414
51,VA,23502,9770,397110,40.64585466
51,VA,23503,13850,615318,44.42729242
51,VA,23504,8560,255368,29.83271028
51,VA,23505,12060,708772,58.77048093
51,VA,23507,3010,296922,98.64518272
51,VA,23508,6550,458149,69.94641221
51,VA,23509,6170,304308,49.32058347
51,VA,23510,3570,283238,79.33837535
51,VA,23511,1450,42792,29.51172414
51,VA,23513,13800,472368,34.22956522
51,VA,23517,2560,151695,59.25585938
51,VA,23518,14370,768069,53.44947808
51,VA,23523,3090,78749,25.48511327
51,VA,23601,12220,631298,51.66104746
51,VA,23602,19850,1026216,51.69853904
51,VA,23603,1650,75515,45.76666667
51,VA,23604,1500,51959,34.63933333
51,VA,23605,6650,218808,32.90345865
51,VA,23606,13130,851446,64.84737243
51,VA,23607,9110,253814,27.86103183
51,VA,23608,20450,872539,42.66694377
51,VA,23651,280,22107,78.95357143
51,VA,23661,6270,267109,42.60111643
51,VA,23662,5900,499136,84.59932203
51,VA,23663,6050,222167,36.72181818
51,VA,23664,4750,295051,62.116
51,VA,23665,1980,89106,45.0030303
51,VA,23666,25300,1178494,46.58079051
51,VA,23669,18030,901223,49.98463672
51,VA,23690,1550,81282,52.44
51,VA,23691,120,3343,27.85833333
51,VA,23692,9430,744775,78.97932131
51,VA,23693,10900,953265,87.45550459
51,VA,23696,1830,152568,83.3704918
51,VA,23701,11480,479389,41.75862369
51,VA,23702,4940,161674,32.72753036
51,VA,23703,12690,668482,52.67785658
51,VA,23704,7770,273014,35.13693694
51,VA,23707,6490,268126,41.31371341
51,VA,23708,170,4174,24.55294118
51,VA,23801,2020,86479,42.81138614
51,VA,23803,17760,666365,37.5205518
51,VA,23805,9690,450318,46.47244582
51,VA,23821,670,26774,39.96119403
51,VA,23824,3040,132260,43.50657895
51,VA,23827,590,23208,39.33559322
51,VA,23828,180,7970,44.27777778
51,VA,23829,560,28033,50.05892857
51,VA,23830,750,48622,64.82933333
51,VA,23831,17290,1044199,60.39323308
51,VA,23832,17570,1158846,65.95594764
51,VA,23833,970,59063,60.88969072
51,VA,23834,12600,642087,50.95928571
51,VA,23836,6380,507126,79.48683386
51,VA,23837,1880,105818,56.28617021
51,VA,23838,7920,775164,97.87424242
51,VA,23839,410,17520,42.73170732
51,VA,23840,800,39071,48.83875
51,VA,23841,1710,88110,51.52631579
51,VA,23842,3280,207669,63.31371951
51,VA,23843,260,12265,47.17307692
51,VA,23844,260,11312,43.50769231
51,VA,23845,220,11582,52.64545455
51,VA,23846,380,20003,52.63947368
51,VA,23847,5520,210422,38.11992754
51,VA,23850,510,23583,46.24117647
51,VA,23851,5980,268547,44.90752508
51,VA,23856,470,17942,38.17446809
51,VA,23857,310,15942,51.42580645
51,VA,23860,12700,540952,42.59464567
51,VA,23866,980,53898,54.99795918
51,VA,23867,1020,41365,40.55392157
51,VA,23868,2060,77593,37.66650485
51,VA,23872,1040,50344,48.40769231
51,VA,23874,460,22441,48.78478261
51,VA,23875,5680,306785,54.01144366
51,VA,23876,190,10209,53.73157895
51,VA,23878,570,28635,50.23684211
