FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,MEDHHINC15
16065,6.0,5.5,24.3,24.5,38065.0
16067,11.3,10.8,30.0,34.2,45429.0
16069,11.2,11.0,29.7,30.9,50939.0
16071,9.2,12.2,26.7,31.3,47037.0
16073,7.7,9.5,26.5,30.4,39738.0
16075,8.5,9.2,27.4,33.3,44499.0
16077,8.2,8.2,26.8,32.1,44004.0
16079,8.8,10.2,29.8,31.1,37497.0
16081,6.6,6.0,20.5,24.1,58013.0
16083,9.5,8.7,25.7,27.6,45799.0
16085,8.6,8.4,27.4,24.1,51774.0
16087,10.1,11.2,25.2,30.3,38592.0
17001,9.0,10.1,26.5,37.0,47264.0
17003,11.0,11.4,28.2,28.4,32922.0
17005,8.8,10.0,27.9,29.6,50206.0
17007,7.2,9.4,27.0,33.7,62382.0
17009,7.9,8.2,28.1,27.6,53516.0
17011,9.0,11.3,26.7,29.1,51275.0
17013,9.6,11.4,26.7,29.1,51109.0
17015,9.6,12.2,26.7,28.6,50432.0
17017,8.6,10.6,27.6,28.0,46647.0
17019,7.4,7.4,26.8,25.1,50813.0
17021,8.9,10.5,27.1,31.7,49041.0
17023,9.0,11.5,27.4,32.7,50700.0
17025,8.9,10.8,27.4,31.0,43577.0
17027,8.5,8.7,27.6,29.5,64030.0
17029,7.4,8.9,26.6,26.3,42613.0
17031,8.7,8.5,25.2,25.3,56841.0
17033,8.7,10.6,27.2,31.3,49856.0
17035,9.0,11.1,27.4,27.8,51505.0
17037,6.9,8.3,26.6,28.3,56874.0
17039,8.6,10.8,26.8,30.5,54796.0
17041,8.7,10.8,28.3,30.5,53213.0
17043,7.5,8.1,24.6,23.0,81616.0
17045,9.5,10.1,27.5,30.3,50306.0
17047,9.1,10.5,27.2,31.3,48329.0
17049,8.6,10.7,27.1,31.8,53077.0
17051,8.3,10.3,26.9,33.0,41838.0
17053,9.3,10.6,27.5,28.2,53151.0
17055,9.5,11.6,27.0,30.2,43428.0
17057,8.9,11.6,27.4,30.7,44649.0
17059,9.5,10.8,26.7,28.4,40817.0
17061,9.2,11.5,28.2,28.7,43943.0
17063,7.5,8.6,28.4,30.4,71928.0
17065,9.5,11.1,27.0,28.2,45926.0
17067,9.2,11.2,26.6,28.6,48213.0
17069,9.1,13.0,27.2,30.6,39128.0
17071,9.5,11.8,27.7,30.4,47354.0
17073,8.8,11.1,27.0,30.5,58983.0
17075,9.3,12.4,27.7,33.9,49836.0
17077,7.3,9.0,26.9,31.5,36613.0
17079,9.0,10.2,27.1,30.2,52608.0
17081,9.0,11.1,27.9,30.2,46460.0
17083,8.3,10.4,26.6,33.0,53864.0
17085,9.2,13.0,26.3,29.5,51201.0
17087,8.2,10.5,27.4,29.4,46838.0
17089,7.1,7.7,27.9,25.3,70502.0
17091,9.0,9.1,28.2,30.1,53227.0
17093,6.0,8.3,24.9,33.7,88773.0
17095,9.2,9.8,28.1,26.2,43796.0
17097,7.6,8.4,24.8,28.4,82160.0
17099,9.1,10.4,27.1,27.1,52316.0
17101,8.7,11.7,27.1,28.9,43268.0
17103,8.7,10.1,27.0,32.6,52581.0
17105,9.1,9.5,27.4,29.2,55474.0
17107,8.3,9.8,28.8,29.2,58191.0
17109,7.5,9.3,27.9,26.8,42453.0
17111,6.9,10.1,26.5,27.7,80513.0
17113,7.3,7.0,27.8,29.3,65766.0
17115,9.4,10.0,29.7,29.7,48302.0
17117,9.0,10.5,28.6,31.0,50460.0
17119,9.4,10.0,28.3,32.3,52969.0
17121,9.0,10.5,27.2,33.5,43018.0
17123,9.0,11.2,27.1,29.1,53610.0
17125,9.2,11.1,28.5,31.7,43743.0
17127,9.5,11.2,27.8,30.7,41548.0
17129,8.3,10.2,27.3,28.3,64706.0
17131,8.9,11.4,27.4,31.2,57934.0
17133,7.9,11.4,26.8,33.2,79686.0
17135,9.1,10.8,26.3,31.3,46006.0
17137,8.8,11.3,27.3,28.8,45259.0
17139,9.1,10.2,26.8,28.6,58975.0
17141,8.3,10.4,27.0,31.2,57268.0
17143,9.7,9.6,27.2,28.8,53781.0
17145,8.7,10.6,27.8,29.1,46598.0
17147,8.9,10.7,27.4,29.0,65122.0
17149,9.1,12.0,26.2,32.6,45106.0
17151,9.6,10.9,27.3,29.5,41150.0
17153,11.0,12.1,28.2,27.3,35135.0
17155,9.2,10.5,27.2,29.9,60590.0
17157,8.2,10.1,27.3,27.7,50129.0
17159,9.9,11.0,28.4,28.8,43332.0
17161,9.0,10.8,27.0,31.7,50419.0
17163,9.4,12.7,28.4,33.2,50416.0
17165,9.8,12.0,26.7,30.1,40873.0
17167,9.6,10.7,28.8,28.5,57591.0
17169,9.1,10.6,26.4,31.7,50720.0
17171,9.4,9.9,27.2,30.4,50474.0
17173,9.1,10.1,26.9,30.6,49633.0
17175,9.5,12.2,26.8,30.2,50083.0
17177,9.2,12.5,28.6,32.9,46430.0
17179,8.6,9.6,26.4,30.6,57747.0
17181,8.9,11.9,27.7,28.2,44221.0
17183,9.7,12.7,27.1,35.4,44705.0
17185,8.9,12.6,27.1,32.2,51224.0
17187,9.2,10.5,27.0,30.5,46189.0
17189,8.9,10.5,27.9,28.6,57019.0
17191,8.8,10.3,27.7,29.2,47995.0
17193,9.5,10.6,27.5,28.7,46588.0
17195,8.9,10.5,26.3,28.7,45463.0
17197,7.9,8.5,28.8,28.0,76293.0
17199,8.7,10.5,28.1,31.6,47678.0
17201,9.2,11.7,27.9,33.9,50024.0
17203,8.4,9.6,27.5,30.8,68233.0
18001,9.7,13.9,29.5,32.8,49251.0
18003,10.0,10.3,30.2,30.1,50017.0
18005,10.2,10.5,29.5,29.5,55580.0
18007,10.8,12.1,29.2,32.6,50754.0
18009,11.3,13.7,29.0,36.0,39611.0
18011,10.0,10.4,30.5,27.8,75163.0
18013,10.6,12.6,28.6,30.6,53801.0
18015,10.9,13.4,30.0,26.9,52550.0
18017,10.2,9.8,29.9,33.7,45575.0
18019,9.8,12.4,30.5,33.3,51614.0
18021,9.4,11.9,30.7,33.1,48947.0
18023,11.8,12.5,28.7,30.9,50342.0
18025,10.3,13.0,30.2,33.0,41331.0
18027,10.1,12.9,29.7,37.6,47019.0
18029,9.5,13.1,29.4,32.5,64093.0
18031,9.6,14.7,29.9,32.7,51625.0
18033,9.5,10.0,30.7,32.8,52382.0
18035,10.4,12.5,31.0,31.5,40633.0
18037,9.5,10.3,29.2,29.5,57336.0
18039,9.7,10.2,29.2,32.8,50117.0
18041,10.4,12.2,30.2,33.0,42538.0
18043,10.1,10.2,29.5,30.1,57367.0
18045,10.3,13.9,28.7,29.8,51108.0
18047,10.4,11.0,28.6,26.2,53263.0
18049,10.7,11.4,29.5,37.8,51660.0
18051,9.9,13.4,28.0,32.1,53483.0
18053,10.8,14.8,29.1,37.3,39984.0
18055,10.6,13.3,29.5,33.1,47952.0
18057,7.9,8.6,24.4,25.9,91844.0
18059,9.6,12.4,28.2,34.8,70277.0
18061,10.3,12.8,29.8,36.0,53719.0
18063,8.7,10.0,28.9,31.8,73478.0
18065,10.5,13.4,30.0,36.7,47954.0
18067,11.3,13.1,30.4,31.4,47390.0
18069,10.9,12.7,32.0,32.6,49103.0
18071,9.9,12.4,29.6,36.9,45504.0
18073,9.5,11.3,29.1,29.6,60195.0
18075,10.4,15.0,31.5,34.0,42646.0
18077,9.8,12.5,31.5,35.0,47841.0
18079,9.3,12.3,29.9,33.0,46047.0
18081,8.9,10.7,28.6,30.2,68256.0
18083,9.9,11.0,29.4,32.3,42818.0
18085,10.0,10.4,29.5,33.2,54147.0
18087,9.5,11.2,28.0,34.2,56662.0
18089,11.3,12.2,33.1,33.9,50613.0
18091,10.9,10.8,29.1,35.0,47401.0
18093,11.1,15.1,28.5,38.2,46890.0
18095,11.2,12.2,32.3,33.4,45065.0
18097,10.0,10.5,30.2,32.4,41407.0
18099,9.5,11.1,28.0,30.8,49714.0
18101,10.6,15.6,30.2,35.8,47717.0
18103,10.0,11.6,29.8,35.7,46968.0
18105,7.8,7.7,26.1,22.1,45341.0
18107,10.2,11.8,29.8,32.7,49425.0
18109,9.7,14.0,29.1,33.2,58376.0
18111,10.2,11.6,29.3,35.3,48316.0
18113,9.1,11.8,29.3,31.8,51876.0
18115,10.0,12.4,29.3,30.4,53177.0
18117,11.0,11.6,30.0,35.4,40918.0
18119,10.2,14.1,29.9,34.0,43731.0
18121,10.2,12.5,29.8,33.6,43637.0
18123,9.5,12.6,30.5,32.8,47192.0
18125,10.7,12.6,29.8,36.4,47324.0
18127,9.8,9.4,30.6,31.9,66070.0
18129,10.4,12.7,29.4,29.1,58298.0
18131,10.3,12.2,30.0,31.5,47455.0
18133,9.3,10.0,29.4,31.5,53910.0
18135,11.1,14.2,30.9,35.6,41315.0
18137,10.0,13.7,28.9,32.7,51553.0
18139,10.3,14.0,29.9,32.6,48970.0
18141,9.6,9.9,29.6,30.0,46881.0
18143,10.0,12.7,28.6,29.5,43104.0
18145,10.2,11.4,31.2,33.1,54639.0
18147,10.4,10.8,29.0,30.5,56451.0
18149,11.1,13.6,30.3,36.1,48106.0
18151,10.5,10.4,30.9,33.7,53191.0
18153,9.5,13.0,29.4,32.9,44939.0
18155,10.2,13.4,28.9,32.0,46344.0
18157,7.9,6.9,28.5,26.4,50170.0
18159,10.6,10.8,29.2,31.1,56292.0
18161,10.4,12.8,29.4,30.0,45050.0
18163,9.7,11.9,28.1,33.3,43823.0
18165,10.9,14.3,30.6,33.1,44376.0
18167,9.7,11.5,31.8,32.8,39635.0
18169,10.8,13.9,31.3,31.6,48223.0
18171,10.7,12.2,30.5,32.1,57768.0
18173,9.6,10.9,30.0,29.4,66461.0
18175,9.9,10.9,29.4,30.6,43498.0
18177,9.9,11.5,27.9,29.6,41849.0
18179,10.2,11.8,29.6,28.4,55987.0
18181,10.8,14.5,31.4,34.7,50370.0
18183,9.3,10.6,29.7,32.0,56142.0
19001,9.3,11.6,27.7,32.4,51531.0
19003,9.0,10.1,28.9,30.8,48162.0
19005,8.8,9.1,27.6,33.6,47756.0
19007,8.7,11.6,28.7,35.4,41018.0
19009,9.1,11.7,29.1,31.2,50948.0
19011,7.4,10.0,28.8,34.4,65127.0
19013,7.9,9.5,27.5,29.9,50335.0
19015,8.0,9.1,31.4,32.4,58010.0
19017,7.9,9.4,27.3,32.4,65295.0
19019,8.0,9.5,28.7,35.2,55848.0
19021,8.4,10.1,28.8,33.0,51991.0
19023,8.5,10.0,27.7,33.8,54947.0
19025,9.4,10.7,29.2,32.4,49206.0
19027,8.5,8.9,27.8,30.7,58575.0
19029,9.0,10.7,30.9,35.2,45915.0
19031,7.8,10.6,29.7,32.4,60120.0
19033,9.0,10.4,27.1,33.2,50208.0
19035,9.3,11.3,28.3,37.5,52879.0
19037,8.4,10.4,28.1,32.7,57559.0
19039,8.2,10.2,27.7,30.5,49424.0
19041,8.3,9.3,28.6,33.8,52584.0
19043,8.5,9.2,29.1,32.1,48598.0
19045,8.6,12.1,29.5,33.4,52945.0
19047,8.3,11.7,29.8,34.2,51834.0
19049,6.5,8.4,29.4,29.8,81381.0
19051,7.9,10.6,27.5,32.7,49851.0
19053,8.1,9.7,27.2,33.1,39424.0
19055,7.9,10.6,28.7,33.9,59260.0
19057,8.4,11.1,30.9,31.3,50125.0
19059,8.9,9.6,27.9,33.4,56869.0
19061,7.5,9.6,26.3,28.5,57862.0
19063,8.6,10.7,28.8,33.2,46092.0
19065,8.4,10.4,29.0,37.7,47615.0
19067,9.0,12.1,28.6,31.0,49111.0
19069,9.0,10.2,29.1,32.6,52975.0
19071,8.7,9.5,29.3,32.9,55421.0
19073,8.9,10.4,28.4,29.6,51002.0
19075,8.6,11.0,28.0,31.7,62423.0
19077,8.2,9.4,28.1,35.9,54719.0
19079,8.2,10.3,28.7,30.6,54042.0
19081,8.9,9.9,29.8,35.4,56746.0
19083,8.8,10.5,28.3,34.8,50947.0
19085,8.4,11.7,29.2,32.3,57244.0
19087,8.0,11.5,28.4,34.6,50241.0
19089,8.6,10.3,27.6,31.1,50602.0
19091,8.7,9.7,28.3,31.8,52702.0
19093,8.8,10.1,28.4,28.2,53804.0
19095,8.7,8.7,29.7,30.7,63185.0
19097,8.2,11.7,29.0,33.1,49956.0
19099,8.6,9.7,31.6,32.2,53765.0
19101,8.3,10.6,29.0,27.5,43495.0
19103,5.6,5.4,23.4,23.0,57706.0
19105,7.9,10.2,28.3,37.6,55789.0
19107,8.6,11.0,28.3,29.9,50054.0
19109,8.8,11.0,27.4,32.7,52433.0
19111,8.3,11.1,28.5,31.9,45428.0
19113,8.0,10.3,29.2,31.0,58142.0
19115,8.2,9.8,29.2,37.4,53197.0
19117,8.1,11.6,28.8,33.8,46933.0
19119,8.0,9.3,27.1,31.9,64057.0
19121,8.0,10.0,28.5,34.2,65294.0
19123,8.1,10.1,28.2,31.9,50335.0
19125,8.2,9.8,29.8,33.1,57411.0
19127,8.6,10.7,29.9,34.7,53980.0
19129,7.6,10.9,28.7,34.7,62507.0
19131,8.7,9.7,28.5,30.3,61352.0
19133,9.1,11.8,27.5,32.8,43991.0
19135,8.4,10.7,28.0,32.4,48181.0
19137,9.3,10.5,28.4,37.6,43210.0
19139,7.3,9.2,30.2,34.2,53401.0
19141,9.1,9.6,28.5,31.6,53907.0
19143,8.4,11.5,28.1,34.4,54415.0
19145,9.0,12.0,29.2,35.3,46870.0
19147,9.0,10.6,28.1,35.7,48992.0
19149,8.1,9.8,29.4,32.2,61929.0
19151,9.8,11.9,28.8,31.9,47872.0
19153,8.1,8.6,27.1,29.2,60436.0
19155,7.6,11.5,29.5,36.0,52927.0
19157,8.5,10.5,28.6,32.1,52861.0
19159,9.3,11.4,27.9,34.9,45870.0
19161,9.5,10.4,29.0,33.0,52506.0
19163,7.7,8.7,26.5,31.8,58160.0
19165,8.9,11.0,27.9,29.4,54614.0
19167,7.2,8.9,26.7,29.0,62875.0
19169,5.9,6.7,26.2,27.1,51706.0
19171,8.8,9.9,27.7,31.3,59226.0
19173,8.7,10.2,28.0,30.9,46466.0
19175,8.5,11.8,26.9,37.8,45010.0
19177,8.4,9.9,28.2,35.7,43653.0
19179,9.1,12.8,28.7,35.6,44738.0
19181,7.3,10.4,31.9,31.1,67728.0
19183,7.9,9.4,28.7,31.5,55283.0
19185,9.0,11.6,29.1,33.3,44381.0
19187,8.7,10.0,29.0,31.1,44922.0
19189,8.5,9.7,28.0,28.6,48408.0
19191,8.0,7.9,26.9,25.4,59096.0
19193,9.0,10.1,29.6,34.3,50774.0
19195,8.4,11.9,29.2,33.7,50761.0
19197,9.1,10.7,27.9,34.4,49882.0
20001,9.9,10.9,31.4,34.2,41604.0
20003,9.4,9.8,29.6,33.3,47267.0
20005,8.9,8.7,31.6,33.1,46110.0
20007,10.0,9.1,30.8,36.7,54176.0
20009,10.5,9.5,31.3,35.4,50558.0
20011,8.7,13.0,30.6,33.9,39609.0
20013,10.2,11.7,30.6,29.6,46884.0
20015,9.3,9.9,30.5,31.9,61473.0
20017,9.4,11.9,30.7,28.3,48911.0
20019,10.7,12.6,29.9,34.1,42324.0
20021,9.9,12.2,30.9,37.0,39842.0
20023,10.6,13.7,29.2,33.5,44111.0
20025,10.7,11.8,29.7,31.2,50392.0
20027,9.5,14.1,30.0,36.2,51351.0
20029,11.1,12.6,29.9,29.9,42730.0
20031,9.2,9.9,30.7,30.5,57160.0
20033,10.6,11.1,29.9,33.6,43809.0
20035,8.9,11.2,30.4,36.0,47851.0
20037,9.0,11.5,31.0,33.0,38139.0
20039,11.2,12.5,30.1,36.1,43919.0
20041,9.6,11.0,30.6,31.9,47570.0
20043,9.9,9.7,30.0,32.1,47000.0
20045,6.2,6.5,26.6,24.2,52447.0
20047,9.7,10.6,30.0,32.9,46380.0
20049,10.9,12.4,29.9,32.5,39147.0
20051,7.7,8.9,29.6,31.6,49192.0
20053,9.6,11.7,29.4,33.3,49986.0
20055,7.9,9.5,32.1,35.2,53245.0
20057,8.0,8.7,31.2,30.6,47915.0
20059,8.9,8.9,31.4,33.8,51484.0
20061,8.7,7.9,28.2,32.7,45590.0
20063,11.7,11.9,29.5,30.2,46580.0
20065,11.3,11.1,29.3,28.9,45018.0
20067,8.7,7.8,30.7,35.6,59218.0
20069,8.9,9.3,30.2,36.0,64284.0
20071,10.2,10.7,31.1,32.6,44667.0
20073,10.0,12.8,29.8,32.7,41168.0
20075,9.2,8.9,29.8,37.1,50056.0
20077,10.4,11.0,29.8,34.2,46869.0
20079,8.8,10.3,28.6,31.0,55470.0
20081,8.4,9.8,30.3,33.9,59356.0
20083,10.1,13.7,31.3,32.0,54513.0
20085,9.4,10.4,30.4,33.4,51662.0
20087,9.8,10.0,32.1,29.9,59080.0
20089,11.2,13.0,29.6,29.6,43201.0
20091,6.5,7.5,23.4,24.8,83007.0
20093,9.2,9.8,30.1,28.7,59134.0
20095,10.5,13.5,29.7,32.2,52907.0
20097,11.6,10.3,29.7,32.8,46381.0
20099,9.7,11.3,30.9,34.0,42323.0
20101,10.2,11.8,29.8,30.8,57388.0
20103,9.1,10.3,30.8,32.8,61465.0
20105,10.0,10.4,29.8,31.2,42277.0
20107,9.3,12.0,29.7,31.6,46065.0
20109,10.7,13.5,30.4,31.1,48399.0
20111,8.5,10.4,29.7,34.7,39562.0
20113,9.5,9.5,28.8,29.2,61356.0
20115,10.2,9.4,30.4,30.9,51196.0
20117,9.8,9.5,31.2,32.6,49270.0
20119,9.4,9.5,30.2,27.0,56325.0
20121,8.5,11.0,29.2,34.1,62375.0
20123,10.1,12.4,29.3,32.1,48310.0
20125,10.2,14.3,30.4,35.1,43289.0
20127,10.8,12.3,30.1,35.1,49720.0
20129,9.5,11.1,29.3,31.9,53443.0
20131,10.0,8.9,28.6,30.4,54486.0
20133,10.0,12.2,31.5,33.5,40744.0
20135,11.1,10.8,28.8,31.1,53456.0
20137,9.0,10.7,29.6,32.4,45096.0
20139,9.0,11.5,32.2,37.1,48364.0
20141,11.0,12.1,30.4,33.2,43518.0
20143,9.4,12.1,29.7,37.9,50302.0
20145,9.7,12.8,30.2,30.3,47359.0
20147,10.8,11.2,29.8,28.8,46984.0
20149,8.3,10.5,29.9,31.3,60601.0
20151,9.5,11.7,30.9,33.8,52634.0
20153,11.0,12.3,29.8,32.3,47448.0
20155,10.1,11.9,31.4,35.7,47178.0
20157,11.1,10.8,30.4,30.9,44593.0
20159,9.3,11.3,30.7,32.6,52400.0
20161,6.4,5.6,26.3,23.8,46690.0
20163,9.9,10.5,29.3,32.8,45309.0
20165,10.7,11.2,29.1,32.6,43895.0
20167,10.6,11.6,29.2,30.4,42625.0
20169,8.7,11.3,32.3,35.1,47052.0
20171,9.7,9.7,30.6,32.1,56267.0
20173,9.3,10.8,29.1,31.4,50995.0
20175,7.5,8.3,33.4,38.6,45807.0
20177,9.5,10.7,30.6,32.9,51316.0
20179,10.6,11.8,29.2,31.5,51221.0
20181,10.2,9.4,29.6,29.9,42491.0
20183,11.1,10.6,29.3,34.1,43872.0
20185,10.6,11.9,30.6,32.5,47129.0
20187,9.7,11.1,30.4,31.3,55341.0
20189,9.4,10.0,29.4,34.8,59735.0
20191,9.6,11.1,31.1,31.1,51451.0
20193,9.1,8.7,30.9,35.0,50574.0
20195,10.4,11.1,29.8,29.7,48576.0
20197,8.9,9.7,29.7,30.9,57339.0
20199,10.8,11.7,30.3,33.1,48426.0
20201,10.5,12.7,28.9,30.7,46153.0
20203,10.0,10.8,30.2,29.4,52917.0
20205,10.2,13.6,30.1,32.9,41461.0
20207,10.6,11.7,29.5,33.4,37394.0
20209,10.9,11.9,35.8,36.2,41746.0
21001,12.9,15.1,32.6,34.3,32007.0
21003,11.2,13.7,32.2,33.9,42287.0
21005,10.4,12.2,31.8,34.6,55523.0
21007,11.9,13.2,29.7,34.2,44352.0
21009,12.3,13.4,28.6,31.0,40017.0
21011,12.5,14.1,31.0,30.4,35143.0
21013,13.9,14.6,33.1,37.9,23968.0
21015,8.6,11.9,29.8,32.5,68804.0
21017,12.9,13.8,34.6,34.1,46370.0
21019,14.3,15.7,33.6,38.5,43406.0
21021,11.6,11.2,29.6,32.2,40459.0
21023,12.0,14.6,31.7,32.4,44846.0
21025,15.7,15.7,37.5,41.6,28196.0
21027,11.1,14.8,29.7,36.6,42347.0
21029,10.0,13.2,32.3,32.8,54755.0
21031,11.8,14.1,33.2,33.2,39545.0
21033,12.4,12.6,34.5,35.0,39355.0
21035,10.4,10.3,28.8,30.1,40585.0
21037,9.9,10.9,29.0,31.6,51694.0
21039,12.3,13.1,32.1,33.4,43144.0
21041,11.3,12.5,31.1,35.3,46499.0
21043,10.4,14.3,32.8,38.9,37204.0
21045,14.1,14.4,34.6,36.4,33576.0
21047,11.5,10.8,29.4,36.5,39840.0
21049,11.1,12.4,29.0,30.6,54812.0
21051,11.8,14.1,32.1,38.0,24001.0
21053,12.4,12.7,31.1,34.9,29178.0
21055,10.7,13.9,30.6,33.8,40202.0
21057,13.0,13.6,32.0,31.8,30989.0
21059,11.8,11.3,30.3,30.4,48724.0
21061,12.9,16.1,32.2,31.2,38673.0
21063,12.1,13.2,30.8,33.7,30299.0
21065,12.4,14.6,31.1,35.1,32541.0
21067,9.7,9.0,29.0,27.3,51963.0
21069,10.5,13.5,31.3,34.5,47030.0
21071,13.5,13.4,35.8,37.6,30888.0
21073,10.9,13.4,31.3,33.2,50471.0
21075,12.5,14.6,31.7,32.0,30798.0
21077,11.0,12.6,31.3,35.8,47679.0
21079,12.1,12.8,31.2,30.5,45018.0
21081,9.5,12.7,32.7,36.3,45307.0
21083,11.7,10.7,32.2,30.1,39515.0
21085,12.4,14.7,29.8,36.5,37057.0
21087,12.0,13.3,29.8,38.1,36226.0
21089,13.5,14.4,32.0,39.8,45690.0
21091,10.8,13.9,30.4,34.5,52929.0
21093,12.1,11.6,29.4,32.9,49637.0
21095,14.5,16.9,30.4,36.5,27425.0
21097,11.8,13.1,31.9,30.1,47040.0
21099,10.8,13.1,32.7,37.1,34764.0
21101,12.4,14.0,32.3,32.6,45718.0
21103,12.2,11.4,32.5,31.6,47802.0
21105,12.9,14.1,30.9,35.2,40890.0
21107,11.0,13.3,33.1,35.0,44750.0
21109,11.1,13.7,33.1,37.5,30565.0
21111,11.9,11.9,31.8,31.6,51230.0
21113,11.8,9.3,28.1,31.5,49839.0
21115,12.2,15.3,34.2,37.2,36051.0
21117,9.9,10.8,27.7,28.5,52631.0
21119,14.3,16.1,31.5,40.2,30138.0
21121,12.2,16.2,33.5,39.3,28578.0
21123,12.6,13.7,30.3,33.6,40202.0
21125,13.9,14.2,35.0,37.8,37737.0
21127,11.7,17.7,33.6,42.2,36276.0
21129,12.4,16.0,32.3,33.9,26201.0
21131,14.0,16.0,32.8,43.2,28722.0
21133,15.2,17.5,35.7,38.6,31079.0
21135,11.7,14.6,33.8,38.3,33867.0
21137,11.5,12.3,36.0,30.8,37220.0
21139,12.1,12.3,29.3,29.7,44551.0
21141,11.6,11.8,31.4,35.2,43795.0
21143,11.8,14.3,32.8,33.3,48189.0
21145,11.6,11.5,30.1,33.7,47184.0
21147,12.9,15.6,31.4,34.3,25655.0
21149,13.4,17.5,31.3,36.8,44007.0
21151,9.4,10.5,30.4,32.2,46342.0
21153,11.6,13.4,30.4,33.7,29921.0
21155,11.2,11.1,31.1,30.6,41189.0
21157,10.5,11.1,32.3,34.1,49771.0
21159,11.8,13.9,36.1,39.3,29198.0
21161,12.1,13.0,31.2,30.1,37071.0
21163,11.3,11.6,33.9,35.9,51111.0
21165,13.6,12.3,32.2,33.3,34299.0
21167,13.0,12.2,31.1,35.8,46346.0
21169,11.5,15.7,30.5,33.8,32654.0
21171,10.8,13.3,32.0,29.9,31603.0
21173,12.1,13.3,31.9,32.2,42468.0
21175,11.6,14.7,34.1,35.5,31489.0
21177,12.2,12.4,31.2,37.8,40272.0
21179,10.5,11.3,28.2,32.4,51843.0
21181,12.2,12.5,33.2,32.5,37267.0
21183,13.0,16.0,31.1,37.2,40661.0
21185,9.6,10.3,29.3,28.0,84415.0
21187,11.2,11.4,30.7,30.0,43686.0
21189,12.2,13.1,29.7,33.6,23341.0
21191,11.0,15.0,32.3,32.4,49345.0
21193,12.9,14.5,36.0,37.0,31740.0
21195,15.7,16.1,35.7,38.9,34315.0
21197,14.4,13.4,34.0,36.3,34510.0
21199,11.2,13.4,30.0,33.6,40702.0
21201,11.6,13.7,33.1,34.6,40027.0
21203,10.3,13.2,31.7,36.0,33293.0
21205,10.3,11.1,33.9,34.4,36597.0
21207,12.3,12.2,31.9,34.6,31968.0
21209,9.9,10.6,32.6,29.4,63775.0
21211,10.4,11.6,32.6,33.0,60189.0
21213,12.5,11.6,31.4,35.4,45496.0
21215,10.2,12.3,32.1,30.3,68147.0
21217,12.2,14.0,30.7,35.4,35700.0
21219,11.1,12.2,32.3,33.7,40963.0
21221,11.5,13.8,31.4,33.4,45106.0
21223,11.1,12.8,32.0,34.0,48392.0
21225,12.3,11.6,33.8,30.7,45239.0
21227,9.8,9.2,29.3,31.6,45964.0
21229,11.7,13.2,29.1,32.9,45143.0
21231,12.2,14.2,31.2,37.1,29826.0
21233,12.0,13.9,33.4,35.6,44245.0
21235,13.2,13.5,31.8,36.3,31903.0
21237,12.2,12.6,31.5,32.3,27196.0
21239,10.6,12.4,30.9,29.5,57862.0
22001,10.3,12.9,31.0,33.1,42033.0
22003,12.5,11.2,33.8,34.4,42120.0
22005,9.0,11.0,31.1,31.3,74852.0
22007,11.6,14.4,32.8,34.8,48516.0
22009,11.8,14.2,34.3,37.0,34803.0
22011,11.5,12.6,30.8,35.8,48206.0
22013,13.5,14.0,36.4,38.2,34565.0
22015,11.2,12.0,29.2,34.7,55403.0
22017,12.7,12.0,31.2,34.3,41081.0
22019,12.0,11.6,33.7,32.3,46523.0
22021,11.1,12.1,31.2,36.3,38564.0
22023,10.9,11.7,30.4,31.5,56259.0
22025,12.9,11.0,32.1,35.3,33958.0
22027,12.6,12.0,32.7,37.0,33740.0
22029,12.1,14.5,33.1,38.3,33068.0
22031,12.9,14.1,34.4,38.9,41691.0
22033,10.8,11.6,29.6,32.9,50389.0
22035,13.5,16.3,36.1,42.1,26325.0
22037,12.5,17.2,34.5,42.1,43105.0
22039,11.4,12.3,31.6,41.9,33407.0
22041,12.1,13.5,34.6,38.0,33845.0
22043,11.4,12.0,32.1,33.8,43437.0
22045,12.6,12.9,33.2,36.1,45039.0
22047,12.1,12.7,33.4,39.7,42000.0
22049,10.9,13.6,29.8,34.8,41029.0
22051,12.2,11.6,30.6,35.4,49503.0
22053,12.8,13.2,34.7,36.3,43677.0
22055,8.8,10.1,27.8,31.1,52411.0
22057,12.3,10.9,34.5,36.9,53482.0
22059,11.6,12.6,31.3,33.2,46258.0
22061,10.8,10.2,32.4,37.3,38118.0
22063,9.6,12.4,29.8,34.4,58774.0
22065,12.8,11.1,34.6,41.8,27225.0
22067,12.7,16.0,35.1,39.4,31777.0
22069,11.9,13.0,33.8,34.7,33786.0
22071,12.1,11.9,29.5,31.9,38640.0
22073,12.2,11.8,32.0,35.7,38453.0
22075,12.5,10.6,33.1,33.5,49122.0
22077,13.2,11.5,32.7,35.3,42919.0
22079,12.7,13.2,31.2,35.7,42758.0
22081,12.7,13.0,34.2,40.3,41742.0
22083,11.8,13.8,36.0,37.1,34588.0
22085,12.9,14.8,34.6,39.1,42196.0
22087,11.3,13.8,31.1,35.5,41540.0
22089,10.3,11.3,32.2,35.9,61601.0
22091,13.7,15.8,35.3,40.6,36602.0
22093,12.4,14.6,33.9,37.0,52258.0
22095,12.4,14.4,39.3,35.8,50596.0
22097,14.0,13.9,33.9,39.6,33503.0
22099,11.9,10.7,33.2,34.2,45435.0
