FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,MEDHHINC15,agi_bracket_08,total_returns_08,joint_returns_08,exemptions_08,dependents_08,agi_kUSD_08,agi_bracket_13,total_returns_13,joint_returns_13,exemptions_13,dependents_13,agi_kUSD_13
17143,9.7,9.6,27.2,28.8,53781.0,28.0,557.0,289.0,1127.0,176.0,39820.687,21.0,520.0,300.0,1080.0,320.0,43158.0
17145,8.7,10.6,27.8,29.1,46598.0,148.0,7386.0,3352.0,14752.0,2566.0,287237.19700000004,147.0,7220.0,3070.0,14150.0,4350.0,316048.0
17147,8.9,10.7,27.4,29.0,65122.0,49.0,4554.0,2278.0,9055.0,1496.0,273551.465,42.0,4520.0,2220.0,8950.0,2690.0,303255.0
17151,9.6,10.9,27.3,29.5,41150.0,21.0,383.0,217.0,799.0,122.0,15083.44,21.0,380.0,190.0,770.0,190.0,17622.0
17153,11.0,12.1,28.2,27.3,35135.0,42.0,678.0,294.0,1395.0,267.0,25137.214,42.0,620.0,230.0,1230.0,400.0,25070.0
17155,9.2,10.5,27.2,29.9,60590.0,49.0,898.0,453.0,1795.0,286.0,46132.917,42.0,890.0,440.0,1730.0,490.0,50353.0
17157,8.2,10.1,27.3,27.7,50129.0,77.0,5479.0,2651.0,10642.0,1717.0,271817.62200000003,63.0,5310.0,2590.0,10410.0,2960.0,299998.0
17159,9.9,11.0,28.4,28.8,43332.0,119.0,10122.0,4645.0,19504.0,3155.0,441342.745,105.0,9780.0,4400.0,19040.0,5640.0,471571.0
17163,9.4,12.7,28.4,33.2,50416.0,28.0,9469.0,3393.0,17804.0,3293.0,454478.155,21.0,9010.0,3140.0,17050.0,5490.0,456790.0
17165,9.8,12.0,26.7,30.1,40873.0,161.0,12483.0,5669.0,25018.0,4411.0,516223.50600000005,147.0,11940.0,5370.0,24250.0,7590.0,582051.0
17167,9.6,10.7,28.8,28.5,57591.0,49.0,1995.0,788.0,3576.0,551.0,116815.40299999999,42.0,1960.0,770.0,3560.0,1000.0,123757.0
17171,9.4,9.9,27.2,30.4,50474.0,84.0,3018.0,1363.0,6008.0,1062.0,122033.421,84.0,2830.0,1210.0,5540.0,1700.0,124452.0
17173,9.1,10.1,26.9,30.6,49633.0,259.0,14625.0,6854.0,28664.0,4728.0,609829.8479999999,231.0,13990.0,6430.0,27380.0,7980.0,682080.0
17175,9.5,12.2,26.8,30.2,50083.0,56.0,7049.0,2747.0,13847.0,2459.0,260011.861,42.0,6850.0,2550.0,13500.0,4580.0,288324.0
17177,9.2,12.5,28.6,32.9,46430.0,70.0,2648.0,1436.0,5356.0,805.0,131772.923,63.0,2600.0,1340.0,5160.0,1420.0,140060.0
17179,8.6,9.6,26.4,30.6,57747.0,231.0,26483.0,11860.0,50983.0,8316.0,1375527.0629999998,189.0,25680.0,11300.0,49350.0,14410.0,1472066.0
17181,8.9,11.9,27.7,28.2,44221.0,21.0,505.0,262.0,1069.0,179.0,19119.724,21.0,490.0,260.0,1050.0,340.0,23047.0
17185,8.9,12.6,27.1,32.2,51224.0,91.0,6537.0,3077.0,12816.0,2136.0,296086.843,84.0,6110.0,2860.0,12090.0,3560.0,330452.0
17187,9.2,10.5,27.0,30.5,46189.0,42.0,815.0,388.0,1559.0,245.0,34304.106999999996,42.0,760.0,360.0,1480.0,440.0,39476.0
17189,8.9,10.5,27.9,28.6,57019.0,210.0,15480.0,6408.0,29631.0,5070.0,637578.174,189.0,14750.0,5910.0,28300.0,8680.0,673007.0
17191,8.8,10.3,27.7,29.2,47995.0,28.0,4175.0,1950.0,8154.0,1344.0,175342.141,21.0,4020.0,1810.0,7770.0,2210.0,190709.0
17193,9.5,10.6,27.5,28.7,46588.0,42.0,1108.0,545.0,2186.0,353.0,48178.009,42.0,1000.0,500.0,2020.0,590.0,55976.0
17195,8.9,10.5,26.3,28.7,45463.0,28.0,10835.0,4242.0,21046.0,3655.0,488278.353,21.0,10420.0,3880.0,20060.0,6500.0,513938.0
17197,7.9,8.5,28.8,28.0,76293.0,945.0,368289.0,156478.0,776667.0,147638.0,23975913.238,714.0,370990.0,153720.0,773730.0,285580.0,26043030.0
17199,8.7,10.5,28.1,31.6,47678.0,49.0,3697.0,1724.0,7296.0,1290.0,138519.438,42.0,3640.0,1600.0,7110.0,2100.0,158863.0
17201,9.2,11.7,27.9,33.9,50024.0,84.0,19217.0,7313.0,39968.0,8057.0,848818.696,63.0,18900.0,6820.0,38760.0,14390.0,895082.0
17203,8.4,9.6,27.5,30.8,68233.0,210.0,22302.0,10192.0,42857.0,6785.0,1245014.227,168.0,21890.0,9860.0,42200.0,12260.0,1355012.0
18001,9.7,13.9,29.5,32.8,49251.0,70.0,8153.0,3812.0,16618.0,2641.0,352322.55199999997,63.0,7980.0,3680.0,16740.0,5720.0,395893.0
18003,10.0,10.3,30.2,30.1,50017.0,56.0,22889.0,7282.0,46491.0,9453.0,852789.3089999999,42.0,23850.0,7100.0,48350.0,18780.0,949413.0
18005,10.2,10.5,29.5,29.5,55580.0,28.0,12241.0,5625.0,25875.0,4379.0,697330.377,21.0,12900.0,5570.0,26820.0,9430.0,763532.0
18007,10.8,12.1,29.2,32.6,50754.0,28.0,977.0,428.0,1968.0,371.0,42088.063,21.0,940.0,400.0,1940.0,660.0,45270.0
18009,11.3,13.7,29.0,36.0,39611.0,231.0,40231.0,16151.0,77229.0,13362.0,1492069.554,189.0,38910.0,14690.0,74280.0,23240.0,1518396.0
18011,10.0,10.4,30.5,27.8,75163.0,427.0,107199.0,47832.0,224028.0,40255.0,7667169.075999999,336.0,113620.0,49310.0,234790.0,82410.0,9159905.0
18013,10.6,12.6,28.6,30.6,53801.0,84.0,25251.0,10785.0,53132.0,9195.0,1301435.19,63.0,26800.0,11030.0,55460.0,19490.0,1540423.0
18015,10.9,13.4,30.0,26.9,52550.0,203.0,32485.0,14021.0,65001.0,10718.0,1561991.3220000002,168.0,33320.0,13660.0,66000.0,21640.0,1725546.0
18019,9.8,12.4,30.5,33.3,51614.0,182.0,39253.0,14128.0,75697.0,13647.0,1566507.942,147.0,39510.0,13510.0,75630.0,24940.0,1685897.0
18021,9.4,11.9,30.7,33.1,48947.0,42.0,1256.0,658.0,2619.0,446.0,48374.245,42.0,1290.0,620.0,2570.0,770.0,53847.0
18023,11.8,12.5,28.7,30.9,50342.0,294.0,23905.0,10997.0,51130.0,9087.0,1055800.132,252.0,23720.0,10440.0,49760.0,17450.0,1148888.0
18025,10.3,13.0,30.2,33.0,41331.0,99.0,4239.0,2035.0,8645.0,1473.0,142210.864,105.0,4260.0,1920.0,8400.0,2530.0,154846.0
18027,10.1,12.9,29.7,37.6,47019.0,175.0,16346.0,7563.0,34856.0,6007.0,666864.685,147.0,16650.0,7500.0,35640.0,12950.0,770261.0
18029,9.5,13.1,29.4,32.5,64093.0,252.0,34174.0,16042.0,69209.0,12080.0,1644467.1749999998,189.0,34040.0,15380.0,67800.0,21490.0,1762035.0
18031,9.6,14.7,29.9,32.7,51625.0,42.0,2298.0,1112.0,4883.0,854.0,85671.589,42.0,2290.0,1040.0,4710.0,1510.0,97242.0
18033,9.5,10.0,30.7,32.8,52382.0,392.0,36417.0,16761.0,74316.0,12974.0,1624613.149,315.0,37180.0,16440.0,74740.0,24060.0,1858211.0
18035,10.4,12.5,31.0,31.5,40633.0,84.0,26865.0,10866.0,49263.0,7993.0,1237865.774,63.0,26630.0,10240.0,48960.0,14230.0,1335029.0
18037,9.5,10.3,29.2,29.5,57336.0,49.0,1110.0,541.0,2197.0,368.0,49851.69,42.0,1110.0,560.0,2210.0,690.0,58896.0
18039,9.7,10.2,29.2,32.8,50117.0,301.0,104169.0,46098.0,232418.0,42481.0,5173074.317000001,231.0,107830.0,45260.0,235850.0,91430.0,5974458.0
18041,10.4,12.2,30.2,33.0,42538.0,42.0,1735.0,848.0,3753.0,692.0,57104.254,42.0,1640.0,770.0,3520.0,1210.0,62913.0
18043,10.1,10.2,29.5,30.1,57367.0,84.0,6861.0,3422.0,14269.0,2510.0,334779.046,63.0,6890.0,3360.0,14200.0,4490.0,365163.0
18045,10.3,13.9,28.7,29.8,51108.0,91.0,5206.0,2581.0,10604.0,1760.0,224876.309,84.0,5070.0,2440.0,10270.0,3160.0,240768.0
18047,10.4,11.0,28.6,26.2,53263.0,161.0,31947.0,14745.0,64729.0,11187.0,1372148.602,126.0,31280.0,13970.0,62860.0,20230.0,1505543.0
18049,10.7,11.4,29.5,37.8,51660.0,21.0,485.0,242.0,1065.0,191.0,19082.171,21.0,480.0,240.0,1020.0,360.0,21424.0
18051,9.9,13.4,28.0,32.1,53483.0,21.0,687.0,319.0,1370.0,235.0,29158.84,21.0,730.0,310.0,1410.0,440.0,34235.0
18053,10.8,14.8,29.1,37.3,39984.0,21.0,1685.0,857.0,3452.0,586.0,72762.656,21.0,1640.0,830.0,3340.0,1070.0,76940.0
18057,7.9,8.6,24.4,25.9,91844.0,560.0,187729.0,83355.0,389656.0,70039.0,14310589.622000001,420.0,201360.0,87810.0,413860.0,143270.0,17224893.0
18061,10.3,12.8,29.8,36.0,53719.0,105.0,9137.0,4666.0,18987.0,3391.0,492809.868,84.0,9580.0,4690.0,19510.0,6110.0,546337.0
18063,8.7,10.0,28.9,31.8,73478.0,189.0,37096.0,18440.0,77595.0,13797.0,2385920.0130000003,147.0,39200.0,18650.0,80130.0,25930.0,2665257.0
18065,10.5,13.4,30.0,36.7,47954.0,196.0,30956.0,12796.0,60664.0,10739.0,1130198.057,168.0,29890.0,11550.0,58100.0,18380.0,1123818.0
18067,11.3,13.1,30.4,31.4,47390.0,21.0,1101.0,563.0,2299.0,400.0,46876.851,21.0,1070.0,540.0,2230.0,710.0,52203.0
18069,10.9,12.7,32.0,32.6,49103.0,182.0,22820.0,10834.0,45635.0,7562.0,1016451.048,147.0,22680.0,10480.0,44750.0,13440.0,1136371.0
18071,9.9,12.4,29.6,36.9,45504.0,49.0,20043.0,8383.0,43331.0,7725.0,1050319.705,42.0,21540.0,8640.0,45630.0,16940.0,1268409.0
18073,9.5,11.3,29.1,29.6,60195.0,84.0,9953.0,4727.0,20972.0,3646.0,450901.464,63.0,9980.0,4560.0,20790.0,7190.0,482133.0
18075,10.4,15.0,31.5,34.0,42646.0,217.0,16193.0,7424.0,34366.0,5657.0,572209.738,189.0,15750.0,6950.0,33580.0,11990.0,615281.0
18077,9.8,12.5,31.5,35.0,47841.0,217.0,26134.0,11308.0,51865.0,9104.0,1054384.409,189.0,25490.0,10640.0,50220.0,15720.0,1138211.0
18079,9.3,12.3,29.9,33.0,46047.0,70.0,16069.0,6656.0,36231.0,6484.0,667518.743,63.0,17020.0,6730.0,38540.0,15890.0,807710.0
18081,8.9,10.7,28.6,30.2,68256.0,336.0,90415.0,42714.0,187849.0,33309.0,5016400.296999999,252.0,94760.0,43410.0,194890.0,64490.0,5660284.0
18083,9.9,11.0,29.4,32.3,42818.0,42.0,1379.0,677.0,2801.0,500.0,56874.366,42.0,1310.0,660.0,2700.0,850.0,70454.0
18085,10.0,10.4,29.5,33.2,54147.0,259.0,30633.0,13893.0,63160.0,10727.0,1420120.1149999998,210.0,30630.0,13310.0,61910.0,20420.0,1576152.0
18087,9.5,11.2,28.0,34.2,56662.0,84.0,6949.0,3530.0,15412.0,2376.0,295579.962,63.0,7310.0,3560.0,15780.0,5660.0,361778.0
18089,11.3,12.2,33.1,33.9,50613.0,231.0,93788.0,33849.0,182987.0,34782.0,4774917.663000001,189.0,94320.0,33250.0,183150.0,62570.0,5188198.0
18091,10.9,10.8,29.1,35.0,47401.0,161.0,11818.0,5533.0,23855.0,4083.0,569293.029,126.0,11760.0,5340.0,23510.0,7360.0,610757.0
18093,11.1,15.1,28.5,38.2,46890.0,56.0,6622.0,3171.0,13510.0,2401.0,246898.03399999999,42.0,6440.0,2960.0,12970.0,3980.0,262888.0
18095,11.2,12.2,32.3,33.4,45065.0,217.0,44437.0,20259.0,90232.0,16006.0,2208783.6390000004,168.0,46310.0,20360.0,93730.0,30400.0,2527838.0
18097,10.0,10.5,30.2,32.4,41407.0,133.0,55637.0,13360.0,113971.0,23865.0,2423245.746,105.0,58520.0,12910.0,116330.0,47770.0,2607034.0
18099,9.5,11.1,28.0,30.8,49714.0,217.0,34692.0,16069.0,73230.0,12552.0,1497492.1030000001,168.0,35120.0,15430.0,72430.0,24890.0,1721456.0
18103,10.0,11.6,29.8,35.7,46968.0,63.0,2996.0,1574.0,6531.0,1139.0,119673.036,63.0,2920.0,1470.0,6410.0,2220.0,130276.0
18105,7.8,7.7,26.1,22.1,45341.0,28.0,657.0,322.0,1223.0,178.0,33674.455,21.0,630.0,310.0,1140.0,230.0,38618.0
18107,10.2,11.8,29.8,32.7,49425.0,210.0,5682.0,2762.0,11897.0,2098.0,245690.68800000002,210.0,5660.0,2720.0,11700.0,3870.0,267083.0
18109,9.7,14.0,29.1,33.2,58376.0,21.0,1042.0,506.0,2265.0,413.0,38992.26,21.0,1020.0,480.0,2170.0,760.0,40810.0
18111,10.2,11.6,29.3,35.3,48316.0,70.0,3226.0,1492.0,6445.0,1098.0,140872.919,63.0,3190.0,1410.0,6310.0,1930.0,154480.0
18113,9.1,11.8,29.3,31.8,51876.0,357.0,38357.0,17809.0,80249.0,13757.0,1624279.3210000002,294.0,38650.0,17220.0,79460.0,26460.0,1839419.0
18115,10.0,12.4,29.3,30.4,53177.0,126.0,10497.0,4611.0,20454.0,3522.0,457131.929,105.0,10090.0,4320.0,19600.0,5900.0,458897.0
18117,11.0,11.6,30.0,35.4,40918.0,301.0,21283.0,9971.0,42949.0,7523.0,770421.975,273.0,20860.0,9400.0,41560.0,12830.0,821333.0
18119,10.2,14.1,29.9,34.0,43731.0,168.0,17305.0,7276.0,32940.0,5447.0,710737.4750000001,147.0,17400.0,7000.0,32880.0,9650.0,771880.0
18121,10.2,12.5,29.8,33.6,43637.0,49.0,9405.0,4264.0,18998.0,3376.0,365290.29,42.0,9300.0,4070.0,18580.0,5860.0,400759.0
18125,10.7,12.6,29.8,36.4,47324.0,21.0,698.0,327.0,1324.0,216.0,29673.902,21.0,640.0,300.0,1220.0,330.0,33466.0
18127,9.8,9.4,30.6,31.9,66070.0,168.0,71102.0,29377.0,140666.0,25241.0,3866407.852,126.0,72370.0,28890.0,141900.0,46340.0,4248954.0
18129,10.4,12.7,29.4,29.1,58298.0,189.0,30388.0,13664.0,57820.0,9635.0,1543913.413,147.0,29980.0,13230.0,56810.0,16350.0,1676636.0
18131,10.3,12.2,30.0,31.5,47455.0,70.0,4830.0,2227.0,9712.0,1657.0,199133.512,63.0,4510.0,1990.0,8950.0,2810.0,215634.0
18133,9.3,10.0,29.4,31.5,53910.0,63.0,1999.0,988.0,4057.0,692.0,84341.648,63.0,1920.0,980.0,3950.0,1210.0,92550.0
18135,11.1,14.2,30.9,35.6,41315.0,336.0,24049.0,11194.0,48875.0,8223.0,922885.3119999999,294.0,23310.0,10400.0,46910.0,14880.0,983921.0
18137,10.0,13.7,28.9,32.7,51553.0,28.0,5507.0,2739.0,11530.0,2027.0,320691.812,21.0,5650.0,2740.0,11660.0,3980.0,368884.0
18141,9.6,9.9,29.6,30.0,46881.0,273.0,54077.0,20048.0,108788.0,20115.0,2283110.898,210.0,55030.0,19360.0,109750.0,39150.0,2432620.0
18143,10.0,12.7,28.6,29.5,43104.0,189.0,16146.0,7345.0,33055.0,6040.0,615456.6120000001,168.0,15460.0,6800.0,31360.0,10050.0,655016.0
18145,10.2,11.4,31.2,33.1,54639.0,56.0,4797.0,2103.0,10363.0,1833.0,206002.08000000002,42.0,4960.0,2020.0,11220.0,4580.0,230661.0
18147,10.4,10.8,29.0,30.5,56451.0,70.0,3214.0,1474.0,6054.0,1014.0,153300.091,63.0,3050.0,1460.0,5770.0,1670.0,202170.0
18149,11.1,13.6,30.3,36.1,48106.0,21.0,539.0,249.0,1152.0,190.0,20934.739,21.0,520.0,230.0,1080.0,380.0,23380.0
18151,10.5,10.4,30.9,33.7,53191.0,259.0,24367.0,11065.0,49636.0,8249.0,1018596.95,210.0,24750.0,10720.0,49010.0,15520.0,1158118.0
18155,10.2,13.4,28.9,32.0,46344.0,49.0,12737.0,5303.0,24627.0,4180.0,545532.821,42.0,12460.0,4990.0,24000.0,7350.0,592448.0
18157,7.9,6.9,28.5,26.4,50170.0,63.0,1916.0,945.0,3913.0,667.0,90938.182,63.0,1970.0,910.0,3970.0,1270.0,99224.0
18159,10.6,10.8,29.2,31.1,56292.0,70.0,18277.0,7734.0,35123.0,5955.0,848862.994,63.0,18300.0,7330.0,34780.0,10350.0,870540.0
18161,10.4,12.8,29.4,30.0,45050.0,92.0,13870.0,6319.0,27921.0,4854.0,505470.277,84.0,12850.0,5660.0,25850.0,8150.0,525424.0
18163,9.7,11.9,28.1,33.3,43823.0,28.0,13555.0,4578.0,23654.0,3806.0,643074.64,21.0,13860.0,4530.0,23850.0,6380.0,701278.0
18165,10.9,14.3,30.6,33.1,44376.0,21.0,921.0,432.0,1786.0,305.0,36356.923,21.0,870.0,400.0,1730.0,500.0,36945.0
18167,9.7,11.5,31.8,32.8,39635.0,28.0,4615.0,974.0,8529.0,1809.0,97299.959,21.0,4110.0,800.0,7690.0,3060.0,113380.0
18169,10.8,13.9,31.3,31.6,48223.0,77.0,21819.0,9381.0,42842.0,7296.0,906921.331,63.0,21010.0,8650.0,40970.0,12610.0,916368.0
18171,10.7,12.2,30.5,32.1,57768.0,49.0,1358.0,595.0,2675.0,473.0,59360.069,42.0,1310.0,580.0,2660.0,860.0,64648.0
18175,9.9,10.9,29.4,30.6,43498.0,322.0,28976.0,13440.0,59009.0,10455.0,1136691.133,273.0,28150.0,12640.0,56830.0,17850.0,1220837.0
18177,9.9,11.5,27.9,29.6,41849.0,161.0,6441.0,3118.0,13077.0,2150.0,258313.276,147.0,6200.0,2920.0,12710.0,4020.0,269543.0
18179,10.2,11.8,29.6,28.4,55987.0,224.0,28925.0,12788.0,57719.0,9519.0,1213353.833,189.0,28200.0,12030.0,55990.0,17730.0,1267399.0
18181,10.8,14.5,31.4,34.7,50370.0,259.0,39251.0,16176.0,74194.0,11926.0,1955939.5490000003,210.0,38580.0,16260.0,75180.0,24020.0,2227807.0
18183,9.3,10.6,29.7,32.0,56142.0,238.0,40518.0,19734.0,83229.0,14154.0,2477684.897,189.0,41800.0,19820.0,85560.0,27590.0,2843219.0
19003,9.0,10.1,28.9,30.8,48162.0,112.0,2688.0,1328.0,5505.0,845.0,110214.218,105.0,2600.0,1210.0,5350.0,1720.0,133917.0
19005,8.8,9.1,27.6,33.6,47756.0,225.0,14210.0,6657.0,28094.0,4287.0,602902.5740000001,210.0,13860.0,6410.0,27450.0,8300.0,710016.0
19007,8.7,11.6,28.7,35.4,41018.0,21.0,266.0,152.0,509.0,58.0,9605.451,21.0,260.0,130.0,500.0,110.0,11754.0
19009,9.1,11.7,29.1,31.2,50948.0,126.0,3410.0,1623.0,6642.0,1028.0,149409.115,105.0,3240.0,1520.0,6400.0,1940.0,180347.0
19011,7.4,10.0,28.8,34.4,65127.0,21.0,944.0,471.0,1895.0,313.0,46043.376,21.0,940.0,450.0,1840.0,500.0,52304.0
19013,7.9,9.5,27.5,29.9,50335.0,28.0,8252.0,2264.0,16031.0,3291.0,249266.554,21.0,8330.0,2180.0,16290.0,6090.0,286888.0
19015,8.0,9.1,31.4,32.4,58010.0,49.0,1548.0,716.0,3046.0,491.0,73252.938,42.0,1470.0,660.0,2940.0,880.0,82003.0
19017,7.9,9.4,27.3,32.4,65295.0,287.0,30698.0,14491.0,58864.0,8944.0,1738499.1369999999,252.0,31650.0,14850.0,61090.0,17330.0,2073965.0
19019,8.0,9.5,28.7,35.2,55848.0,49.0,2223.0,1088.0,4525.0,767.0,109955.315,42.0,2250.0,1090.0,4550.0,1400.0,141240.0
19021,8.4,10.1,28.8,33.0,51991.0,105.0,8134.0,3342.0,17046.0,3116.0,360985.72000000003,84.0,8620.0,3370.0,18280.0,6980.0,424507.0
19025,9.4,10.7,29.2,32.4,49206.0,70.0,1777.0,869.0,3530.0,551.0,83789.528,63.0,1710.0,840.0,3370.0,980.0,98141.0
19029,9.0,10.7,30.9,35.2,45915.0,42.0,624.0,312.0,1252.0,202.0,25708.894,42.0,600.0,300.0,1190.0,330.0,29767.0
19031,7.8,10.6,29.7,32.4,60120.0,309.0,15227.0,7579.0,30900.0,5086.0,825443.362,273.0,15350.0,7480.0,30910.0,9390.0,980507.0
19033,9.0,10.4,27.1,33.2,50208.0,21.0,442.0,218.0,857.0,131.0,21717.33,21.0,460.0,230.0,850.0,210.0,26029.0
19035,9.3,11.3,28.3,37.5,52879.0,105.0,2411.0,1227.0,4804.0,750.0,105873.54100000001,105.0,2260.0,1150.0,4570.0,1290.0,128994.0
19043,8.5,9.2,29.1,32.1,48598.0,42.0,2485.0,1152.0,5587.0,943.0,84985.093,42.0,2450.0,1090.0,5660.0,2250.0,102048.0
19047,8.3,11.7,29.8,34.2,51834.0,91.0,1955.0,931.0,3964.0,622.0,78666.108,84.0,1890.0,890.0,3750.0,1150.0,96944.0
19051,7.9,10.6,27.5,32.7,49851.0,100.0,4458.0,2379.0,9908.0,1586.0,167109.912,105.0,4360.0,2240.0,9700.0,3420.0,191787.0
19053,8.1,9.7,27.2,33.1,39424.0,21.0,366.0,191.0,732.0,100.0,15709.147,21.0,340.0,180.0,680.0,180.0,15886.0
19055,7.9,10.6,28.7,33.9,59260.0,49.0,3480.0,1676.0,6849.0,1053.0,154631.93,42.0,3480.0,1660.0,6820.0,2040.0,184115.0
19057,8.4,11.1,30.9,31.3,50125.0,28.0,1172.0,536.0,2325.0,383.0,59849.628,21.0,1160.0,540.0,2300.0,720.0,68050.0
19059,8.9,9.6,27.9,33.4,56869.0,70.0,5143.0,2520.0,9616.0,1363.0,291897.179,63.0,5140.0,2460.0,9570.0,2380.0,342009.0
19061,7.5,9.6,26.3,28.5,57862.0,77.0,3412.0,1687.0,6923.0,1050.0,162615.148,63.0,3390.0,1630.0,6900.0,2180.0,182028.0
19065,8.4,10.4,29.0,37.7,47615.0,77.0,5327.0,2496.0,10484.0,1662.0,221771.186,63.0,5170.0,2350.0,10140.0,2980.0,259073.0
19067,9.0,12.1,28.6,31.0,49111.0,126.0,9286.0,4427.0,18429.0,2880.0,416907.15299999993,105.0,9140.0,4230.0,17980.0,5360.0,485347.0
19075,8.6,11.0,28.0,31.7,62423.0,231.0,24856.0,11593.0,47180.0,7120.0,1453338.557,189.0,25590.0,11750.0,48880.0,13700.0,1750963.0
19077,8.2,9.4,28.1,35.9,54719.0,253.0,8908.0,4360.0,17710.0,2702.0,421833.328,231.0,8770.0,4120.0,17070.0,4910.0,476072.0
19079,8.2,10.3,28.7,30.6,54042.0,49.0,1185.0,594.0,2494.0,426.0,61508.265,42.0,1120.0,550.0,2350.0,750.0,70760.0
19083,8.8,10.5,28.3,34.8,50947.0,21.0,269.0,141.0,530.0,79.0,11553.793,21.0,280.0,150.0,530.0,130.0,16663.0
19087,8.0,11.5,28.4,34.6,50241.0,28.0,5201.0,2294.0,10250.0,1699.0,227811.966,21.0,5320.0,2300.0,10450.0,3280.0,253282.0
19091,8.7,9.7,28.3,31.8,52702.0,42.0,745.0,351.0,1486.0,258.0,31444.965,42.0,760.0,370.0,1530.0,480.0,36760.0
19095,8.7,8.7,29.7,30.7,63185.0,98.0,5626.0,2631.0,10936.0,1774.0,260893.632,84.0,5550.0,2640.0,10990.0,3330.0,314404.0
19097,8.2,11.7,29.0,33.1,49956.0,21.0,386.0,188.0,748.0,112.0,15577.749,21.0,360.0,200.0,690.0,150.0,18728.0
19099,8.6,9.7,31.6,32.2,53765.0,189.0,17538.0,7842.0,33737.0,5369.0,842163.242,168.0,17060.0,7400.0,32780.0,9480.0,904383.0
19101,8.3,10.6,29.0,27.5,43495.0,142.0,7817.0,3621.0,15661.0,2567.0,326060.865,147.0,7870.0,3540.0,15670.0,4900.0,368877.0
19103,5.6,5.4,23.4,23.0,57706.0,217.0,56538.0,20039.0,100326.0,15963.0,2932788.079,168.0,58120.0,20880.0,106140.0,31710.0,3475588.0
19105,7.9,10.2,28.3,37.6,55789.0,49.0,4232.0,2003.0,8362.0,1351.0,203617.51,42.0,4200.0,1920.0,8140.0,2290.0,231433.0
19109,8.8,11.0,27.4,32.7,52433.0,112.0,1907.0,949.0,3769.0,561.0,80449.002,105.0,1940.0,930.0,3730.0,1060.0,102886.0
19111,8.3,11.1,28.5,31.9,45428.0,70.0,3350.0,1671.0,6522.0,1020.0,149328.386,63.0,3230.0,1610.0,6230.0,1690.0,169263.0
19113,8.0,10.3,29.2,31.0,58142.0,28.0,1249.0,786.0,2926.0,518.0,122090.058,21.0,1360.0,840.0,3030.0,1030.0,144532.0
19115,8.2,9.8,29.2,37.4,53197.0,49.0,14653.0,6156.0,29020.0,5172.0,752078.848,42.0,14960.0,5920.0,29120.0,9370.0,773746.0
19117,8.1,11.6,28.8,33.8,46933.0,91.0,4105.0,1971.0,8264.0,1292.0,163564.528,84.0,3980.0,1880.0,7970.0,2450.0,180462.0
19119,8.0,9.3,27.1,31.9,64057.0,119.0,3944.0,2156.0,8553.0,1351.0,185804.20099999997,105.0,4090.0,2170.0,8980.0,3140.0,243895.0
19125,8.2,9.8,29.8,33.1,57411.0,70.0,7565.0,4072.0,16111.0,2593.0,450074.426,63.0,7610.0,4110.0,16350.0,5370.0,506488.0
19127,8.6,10.7,29.9,34.7,53980.0,134.0,16176.0,6958.0,33134.0,5710.0,734415.456,126.0,16280.0,6840.0,33940.0,11860.0,813687.0
19129,7.6,10.9,28.7,34.7,62507.0,21.0,285.0,165.0,604.0,87.0,17088.839,21.0,290.0,170.0,630.0,180.0,20233.0
19131,8.7,9.7,28.5,30.3,61352.0,77.0,3952.0,2028.0,7966.0,1194.0,187447.274,63.0,3960.0,1930.0,7830.0,2280.0,226231.0
19133,9.1,11.8,27.5,32.8,43991.0,49.0,2015.0,902.0,3926.0,610.0,89368.84300000001,42.0,1930.0,860.0,3750.0,1120.0,103476.0
19135,8.4,10.7,28.0,32.4,48181.0,63.0,1309.0,691.0,2673.0,395.0,48541.641,63.0,1280.0,640.0,2610.0,760.0,56875.0
19139,7.3,9.2,30.2,34.2,53401.0,28.0,2133.0,1008.0,4752.0,869.0,97764.228,21.0,2320.0,970.0,5220.0,2080.0,118198.0
19141,9.1,9.6,28.5,31.6,53907.0,91.0,2312.0,1213.0,4683.0,711.0,107537.54000000001,84.0,2200.0,1100.0,4450.0,1310.0,127491.0
19143,8.4,11.5,28.1,34.4,54415.0,77.0,5042.0,2412.0,10071.0,1538.0,231313.596,63.0,4980.0,2330.0,10160.0,3310.0,270486.0
19147,9.0,10.6,28.1,35.7,48992.0,91.0,3310.0,1564.0,6453.0,987.0,140080.537,84.0,3230.0,1430.0,6130.0,1780.0,163730.0
19149,8.1,9.8,29.4,32.2,61929.0,140.0,5848.0,2832.0,12070.0,1993.0,296535.949,126.0,5710.0,2680.0,11740.0,3870.0,333478.0
19153,8.1,8.6,27.1,29.2,60436.0,84.0,15242.0,7746.0,32122.0,5654.0,998951.613,63.0,18010.0,8960.0,38110.0,12680.0,1341205.0
19155,7.6,11.5,29.5,36.0,52927.0,224.0,36243.0,14373.0,70018.0,12144.0,1765936.5320000001,189.0,36070.0,14040.0,69800.0,22110.0,1878737.0
19157,8.5,10.5,28.6,32.1,52861.0,42.0,1086.0,538.0,2072.0,313.0,47423.0,42.0,1050.0,520.0,2030.0,560.0,59708.0
19159,9.3,11.4,27.9,34.9,45870.0,28.0,1054.0,514.0,2016.0,296.0,40050.981,21.0,990.0,490.0,2040.0,600.0,45734.0
