FIPS,% Diabetic,# HIV Cases,Infant Mortality Rate,Child Mortality Rate,% Food Insecure,% Limited Access,Household Income,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,Chlamydia Rate,Teen Birth Rate,PCP Ratio,Dentist Ratio,MHP Ratio
13159.0,11.6,46.0,,73.078047355,16.5,2.9479398065,42343.0,4.3,,9.2698933552,21.0,29.4,7.2,28.8,68.676258993,,410.9,51.604782882,2272.0,6801.0,4534.0
13161.0,12.5,27.0,,83.622028431,19.6,5.9038276968,34481.0,5.4,4.2,10.220820189,17.0,28.4,6.3,29.7,63.8505442,,382.7,86.893764434,5052.0,15004.0,15004.0
13163.0,14.0,38.0,,94.989313702,25.5,0.9791810321,29152.0,4.3,3.6,12.846199175,15.1,38.1,5.5,27.6,40.419373892,,1004.1,73.925069148,2347.0,4080.0,
13165.0,13.4,17.0,,114.35105775,24.1,6.9905040562,28445.0,,,12.200956938,,31.7,5.1,28.0,21.450839329,,607.8,62.07892204,3071.0,,9269.0
13167.0,12.6,35.0,,120.10569301,20.1,7.595194808,29565.0,5.6,4.8,10.384068279,14.9,31.7,6.0,30.8,50.671342685,,515.3,60.555555556,2474.0,,9767.0
13169.0,13.1,16.0,,37.540099652,14.9,3.3106020277,51650.0,4.8,4.4,10.973641743,23.3,31.7,7.6,28.4,56.496564233,,178.5,26.457272213,4763.0,9523.0,4762.0
13171.0,12.1,19.0,,,18.9,2.0453785705,40915.0,,,10.946944258,,34.3,6.8,28.7,69.798547797,,509.5,36.231884058,2257.0,8980.0,2245.0
13173.0,11.3,11.0,,,17.5,2.4352813033,35101.0,4.6,4.5,9.0144230769,19.7,31.8,7.1,26.9,30.541774162,,423.1,51.442307692,5200.0,10408.0,
13175.0,12.7,164.0,6.6,52.792950111,20.9,4.8408905536,33974.0,4.0,3.6,10.357359176,21.2,34.9,6.1,29.1,43.967047942,9.2,703.6,61.191762323,961.0,2400.0,600.0
13177.0,11.6,21.0,9.6,76.007093995,13.5,3.7928110179,63272.0,3.5,3.3,8.6939102564,22.9,31.8,7.8,25.3,71.824863948,15.3,285.3,34.401260504,1916.0,5814.0,7268.0
13179.0,10.2,118.0,8.8,67.879967725,20.3,17.799612541,40175.0,4.6,3.1,8.8624592365,26.3,32.0,4.9,28.5,72.820828014,18.3,1067.6,66.346627277,3446.0,1034.0,356.0
13181.0,13.4,10.0,,,19.0,3.5206753509,35683.0,2.3,1.5,11.003861004,44.1,33.4,6.6,30.6,53.776888444,,452.4,41.248016922,3869.0,7751.0,3876.0
13183.0,10.0,5.0,,61.414773044,17.0,4.991380572,41147.0,3.3,,9.2698933552,,29.3,6.9,26.1,32.238661504,,336.5,37.693389592,,,16624.0
13185.0,10.6,393.0,12.7,100.15672673,20.3,8.9285661417,37138.0,4.2,3.2,11.286628228,24.6,29.3,5.8,28.4,72.837878663,14.1,926.2,46.253833385,2046.0,1764.0,882.0
13187.0,9.5,16.0,,52.523130379,14.5,0.57166016,42919.0,1.4,2.5,7.7067669173,,29.3,7.9,22.6,87.692718414,,140.5,22.524436889,3401.0,3865.0,1627.0
13189.0,15.8,27.0,11.8,88.17953353,20.0,4.4179111202,37328.0,5.5,3.6,12.126696833,24.3,34.8,6.3,29.9,78.496,,803.2,65.541031227,1805.0,3081.0,2396.0
13191.0,13.7,37.0,,,17.2,3.6443096711,36346.0,4.0,3.0,10.323253389,29.1,31.1,7.0,29.9,75.148259262,,411.9,55.948355364,6920.0,7004.0,560.0
13193.0,13.6,57.0,,,25.5,8.9593800607,28844.0,,,13.148479428,35.0,33.8,4.6,29.0,42.598371777,,385.6,54.710356934,14263.0,7005.0,14009.0
13195.0,11.6,12.0,,59.014458542,13.8,1.3626170872,43611.0,4.6,4.6,8.7254063302,25.4,30.9,8.0,27.7,33.300142248,15.2,404.7,46.605293441,5584.0,28057.0,28057.0
13197.0,14.3,10.0,,,18.5,41.697046603,34680.0,5.8,4.7,8.6834733894,,32.7,2.8,32.6,19.24044841,,275.5,63.20754717,8711.0,8640.0,
13199.0,12.8,40.0,,73.504189739,19.4,0.7925172727,34962.0,3.5,3.2,10.626992561,19.4,32.8,6.8,31.4,35.794834485,,451.3,55.888609553,3039.0,7077.0,2123.0
13201.0,13.8,5.0,,,17.0,1.9614968332,32535.0,2.4,2.4,11.937716263,,31.6,7.2,35.4,64.114285714,,385.3,61.209439528,1990.0,1977.0,5932.0
13205.0,12.7,79.0,9.2,90.940585484,21.3,9.5756512463,32280.0,3.8,,10.657894737,16.9,31.7,5.5,31.8,42.263171334,,600.6,79.501169135,1929.0,5761.0,524.0
13207.0,12.9,19.0,,67.561861329,14.8,4.1493406543,54793.0,3.8,2.0,10.266370699,28.5,34.3,7.5,26.9,69.130336058,,322.9,32.727272727,2049.0,6746.0,4497.0
13209.0,14.0,7.0,,,18.8,5.8914051657,37128.0,3.1,3.5,12.35059761,,36.2,6.4,30.1,23.818919215,,392.7,47.993380223,,,9021.0
13211.0,13.4,19.0,,,15.3,7.6435603833,48337.0,,,9.3184979138,15.0,31.0,7.0,27.3,43.407208417,,385.9,35.474147925,1788.0,2223.0,4445.0
13213.0,11.4,18.0,6.8,44.92681658,16.1,6.1446059082,40343.0,5.2,5.2,7.5471698113,26.4,28.2,7.0,31.7,82.217119209,13.7,281.8,69.546568627,4924.0,9817.0,
13215.0,13.0,756.0,12.7,101.76200919,20.6,12.749621405,40414.0,3.9,3.8,10.944041008,22.5,36.2,5.3,28.3,77.163546357,18.2,750.5,65.557425064,1102.0,2049.0,489.0
13217.0,11.2,137.0,6.6,52.439759826,17.8,9.2679981819,50862.0,3.3,2.6,9.6935769004,21.2,33.5,6.3,25.5,75.461693911,11.9,716.2,45.249371023,2985.0,6026.0,1366.0
13219.0,9.6,9.0,,27.285874103,9.6,5.3707678047,72478.0,2.0,,7.7333333333,12.8,29.1,8.5,21.7,81.26066813,12.1,211.2,13.904982619,885.0,2431.0,724.0
13221.0,12.6,9.0,,,13.5,1.5323852203,44026.0,5.4,4.3,8.2329317269,24.9,29.4,8.1,25.8,12.591449091,,294.2,35.326086957,7309.0,14548.0,
13223.0,11.9,41.0,6.2,32.941951575,12.6,5.8790794763,60008.0,4.8,4.2,7.3205289673,19.9,26.8,7.8,24.3,81.124054973,10.5,202.3,25.338132002,8044.0,6998.0,4082.0
13225.0,12.4,47.0,12.2,67.543406572,21.6,8.8578388236,42602.0,3.6,3.5,9.9372384937,20.9,34.8,5.5,27.4,74.659685864,,999.2,39.980824545,3946.0,2456.0,2251.0
13227.0,12.5,11.0,,,12.1,2.405670844,53332.0,3.9,3.2,7.2327044025,25.0,27.1,8.3,22.6,56.810845707,12.4,177.7,52.375356723,2091.0,2958.0,1479.0
13229.0,12.4,17.0,,87.309331827,15.5,4.0060671021,36214.0,4.9,2.4,8.2306830907,16.5,30.8,7.4,31.6,64.415182855,,360.9,70.27424094,2692.0,6313.0,3788.0
13231.0,12.0,6.0,,63.630097036,12.7,0.0,52393.0,,,8.556547619,,30.7,8.4,30.0,46.919245621,,168.4,36.201117318,8905.0,5932.0,8898.0
13233.0,12.9,22.0,7.4,47.923322684,15.8,5.4467882396,38730.0,5.4,5.6,8.8504789671,22.6,28.3,7.1,31.0,81.832429174,,286.5,79.847482337,3744.0,4576.0,2746.0
13235.0,13.7,20.0,,,18.3,5.1740297707,37012.0,3.1,3.0,9.9264705882,16.6,31.9,6.6,31.4,76.136552873,,435.2,52.631578947,1465.0,11542.0,5771.0
13237.0,13.6,8.0,,,16.6,1.371611095,42934.0,3.9,3.1,9.9159663866,16.6,31.7,7.4,24.3,63.59223301,,481.2,56.815286624,4240.0,5343.0,4274.0
13239.0,17.1,10.0,,,22.0,23.33640564,29111.0,,,15.207373272,,31.2,3.9,30.1,38.280939117,,831.9,72.805139186,,2367.0,
13241.0,13.5,7.0,,80.651074126,16.9,0.1456899155,38114.0,2.8,3.0,8.703374778,,30.5,7.4,25.1,100.0,,196.4,43.657331137,1811.0,2706.0,649.0
13243.0,16.8,14.0,,,24.1,3.3239217399,28105.0,3.3,,16.086956522,,36.5,5.5,34.3,32.918771862,,518.6,56.281407035,3664.0,7197.0,1799.0
13245.0,11.6,1056.0,11.5,106.33988252,23.2,12.503364518,36069.0,3.4,3.4,11.353252924,23.4,33.2,4.8,27.7,64.280549891,17.4,818.9,61.028684471,1274.0,560.0,453.0
13247.0,12.9,82.0,7.5,40.832091817,17.9,13.331195295,50646.0,3.0,2.6,9.8001537279,11.7,32.7,5.9,28.9,87.70638972,12.5,723.6,38.473322537,1281.0,1449.0,1144.0
13249.0,12.8,,,,19.5,0.5344300706,38944.0,,,9.138381201,,29.6,6.8,26.7,4.3313373253,,220.4,44.494720965,,,
13251.0,13.4,26.0,14.4,,21.2,9.2313755072,35087.0,3.6,2.7,10.148849797,19.0,34.1,5.5,32.9,53.272116768,,521.1,64.112196344,7101.0,4747.0,3560.0
13253.0,14.0,13.0,,,18.7,2.9582678881,34814.0,2.7,,10.466582598,17.2,29.6,6.8,31.7,57.704204376,,491.8,73.906485671,895.0,1789.0,8945.0
13255.0,13.5,69.0,10.8,66.748420546,20.3,7.037006737,39068.0,4.2,3.4,14.24956508,19.6,35.5,6.0,27.1,70.670953444,,524.5,70.897272666,2060.0,3546.0,1520.0
13257.0,14.1,12.0,,,15.6,5.3812909364,36318.0,5.3,,9.8394400988,18.0,30.2,7.2,29.4,90.819484241,,359.2,52.426017726,1523.0,2854.0,2568.0
13259.0,13.1,12.0,,,23.6,6.7324632091,28304.0,,,11.73594132,,32.8,5.3,28.9,4.9686365137,,513.1,88.645418327,1208.0,,
13261.0,12.4,73.0,7.6,,24.9,9.4272375026,32474.0,3.0,3.0,11.782119597,20.1,35.0,4.7,28.8,75.870684664,,947.6,60.401999796,1503.0,2091.0,729.0
13263.0,17.0,15.0,,,21.1,2.5533967734,33168.0,,,15.169660679,,33.8,6.3,30.4,6.030589949,,751.9,67.901234568,6517.0,6456.0,6456.0
13265.0,15.7,,,,23.2,43.933855934,28917.0,,,16.40625,,35.0,1.5,30.9,40.594059406,,535.7,72.463768116,1680.0,1703.0,
13267.0,10.2,50.0,10.8,83.337191537,18.8,1.4858447325,35983.0,5.7,5.5,9.4385679414,31.5,35.2,6.9,32.1,36.920062696,,386.1,83.940042827,5077.0,12763.0,8509.0
13269.0,13.5,17.0,,,22.9,4.9626002993,30538.0,4.9,,11.261872456,20.6,32.6,5.6,31.2,32.427576914,,795.7,63.30749354,,8464.0,8464.0
13271.0,12.1,40.0,,,25.0,3.5578180937,28334.0,4.2,3.6,10.883140054,27.2,30.0,5.3,31.6,12.078787879,,428.2,69.382119434,2725.0,8296.0,
13273.0,15.0,27.0,,,23.9,0.4474978693,31826.0,,,16.0591133,,35.4,5.9,29.5,0.8266237252,,1138.8,92.788038698,9045.0,9022.0,
13275.0,14.7,79.0,8.7,81.042750051,21.1,13.982946591,38914.0,3.7,3.9,10.478458541,22.0,31.0,5.1,26.3,62.072898032,13.7,641.7,66.666666667,1147.0,2493.0,606.0
13277.0,13.2,92.0,7.6,55.714354925,19.2,5.7287513121,33902.0,3.6,3.6,11.125625953,16.6,32.3,6.4,29.5,65.718630041,8.5,698.9,62.078963077,1173.0,2518.0,2238.0
13279.0,13.9,41.0,7.4,52.572780443,20.1,8.6916488738,32311.0,3.5,3.6,10.849056604,17.3,33.2,5.8,29.8,71.248576571,12.4,479.6,81.037277147,1051.0,2479.0,4546.0
13281.0,13.9,,,,12.5,0.004942224,39854.0,2.1,1.8,7.8525641026,,27.0,8.4,25.6,99.770795531,,152.5,24.073487488,1166.0,2693.0,
13283.0,11.9,12.0,,,21.8,8.0396503365,31917.0,4.4,2.5,11.129032258,22.2,34.2,5.5,31.1,42.193173566,,590.9,65.88579795,,6712.0,6712.0
13285.0,12.9,89.0,9.2,66.11151747,20.0,6.3846184472,42044.0,3.9,3.9,10.328986366,14.9,29.9,6.1,29.5,80.450152139,10.2,765.3,64.991085294,2014.0,1866.0,1469.0
13287.0,13.0,22.0,,,20.7,4.5730546375,31817.0,4.7,6.8,14.853556485,19.0,34.3,6.1,33.1,9.2945128779,,654.0,90.057261843,2103.0,4067.0,
13289.0,15.5,10.0,,,21.4,0.7871199032,36107.0,4.6,,12.708018154,,31.4,6.4,30.8,24.260223872,,449.9,45.871559633,,,
13291.0,14.3,9.0,,66.423115244,13.0,0.0126454925,39677.0,3.0,2.2,7.9352226721,13.0,25.2,8.3,26.3,100.0,,79.3,47.476939772,1021.0,2396.0,1540.0
13293.0,13.0,34.0,9.1,63.059157372,19.3,8.1842492414,34709.0,4.5,4.3,10.699241786,25.5,32.4,6.1,29.2,54.992081906,,619.6,67.557309853,1902.0,4428.0,4428.0
13295.0,13.5,68.0,6.1,40.542647747,13.9,10.461983589,40512.0,5.0,4.6,9.8468271335,25.3,33.4,7.0,32.1,57.45680377,9.9,151.3,60.149881672,3783.0,9743.0,3248.0
13297.0,11.8,69.0,7.8,49.229116785,14.2,6.8914016001,54294.0,3.0,2.9,8.3233961364,16.4,30.0,7.3,26.3,45.799111833,11.0,384.3,43.556804496,2416.0,4084.0,2522.0
13299.0,13.6,131.0,11.1,82.316625018,19.9,14.121815776,32211.0,4.5,3.5,10.764642082,21.8,34.3,5.3,30.9,82.408019388,,617.0,89.79540288,1156.0,2232.0,871.0
13301.0,14.9,8.0,,,26.2,0.7854235506,30967.0,10.0,2.9,13.446969697,,35.2,5.3,31.6,7.867672266,,1057.7,62.916358253,1859.0,2779.0,
13303.0,14.3,40.0,10.6,60.489968747,21.9,15.714144254,36807.0,5.7,,10.684931507,26.2,35.3,4.7,28.5,40.996837683,,809.4,58.916256158,1305.0,4135.0,5169.0
13305.0,12.4,62.0,13.1,90.021004901,18.2,12.691241316,38081.0,4.9,4.4,8.8313413015,24.2,32.4,5.9,29.6,50.775773282,,379.5,83.358732094,2755.0,4297.0,6015.0
13307.0,13.8,,,,17.4,1.1667929371,34374.0,,,15.602836879,,31.5,7.2,29.6,0.285816363,,393.8,34.88372093,,2719.0,
13309.0,10.8,23.0,,,21.1,0.0520018287,30779.0,3.3,,11.045364892,,32.7,6.5,30.5,7.5865786282,,266.2,83.185840708,,,
13311.0,11.3,,,40.826324814,14.2,0.0,41337.0,4.4,6.2,7.0857751731,16.4,27.5,8.1,24.3,96.198054819,,206.9,33.711455504,4593.0,3475.0,1635.0
13313.0,11.0,113.0,6.0,44.761216128,14.8,12.271129125,39946.0,3.9,3.8,7.3453162807,20.2,28.8,6.6,32.8,86.897533114,11.0,270.9,66.750527512,1694.0,2394.0,1775.0
13315.0,11.0,55.0,,,20.9,0.3632973129,33308.0,3.2,3.4,10.113960114,22.7,32.9,6.5,27.7,1.9340896813,,683.7,67.955801105,4534.0,2987.0,
13317.0,16.1,16.0,,,21.9,16.649925875,33662.0,4.5,,9.1013824885,,33.7,4.6,29.7,65.297838195,,565.7,49.172794118,1679.0,5005.0,10010.0
13319.0,14.2,13.0,,,17.7,10.584925546,35745.0,5.4,4.9,11.30952381,,34.0,6.2,29.0,26.832583917,,636.9,53.709604005,9577.0,9432.0,4716.0
13321.0,13.2,28.0,,47.014574518,17.6,6.3691087795,36616.0,5.2,2.5,13.086419753,25.8,34.2,6.6,28.9,51.409197841,,303.6,49.245024022,4348.0,5323.0,21291.0
15001.0,8.1,308.0,6.5,60.50252687,15.0,10.781946526,47377.0,3.3,3.2,8.0582692641,18.7,24.5,6.8,19.0,73.444312969,21.8,320.8,44.343693934,1391.0,1659.0,413.0
15003.0,8.3,1611.0,6.3,54.28217466,12.9,4.0094520002,72649.0,2.8,2.7,8.3374413946,14.6,22.1,7.9,18.3,96.652668308,18.7,521.9,31.919881098,1164.0,1106.0,510.0
15005.0,11.7,,,,20.6,0.0,,,,,,24.0,6.6,22.0,100.0,,,,90.0,90.0,90.0
15007.0,8.4,,5.5,41.061691085,13.4,10.282019312,55844.0,3.1,2.9,8.0742308318,15.7,21.4,7.2,17.0,89.518713389,21.2,210.4,42.11514845,1180.0,1617.0,650.0
15009.0,8.3,242.0,4.5,36.399272015,13.3,8.7183100346,62277.0,3.2,2.9,7.3388816287,15.4,22.7,7.4,17.1,96.553728509,20.5,308.4,39.051209551,1172.0,1618.0,738.0
16001.0,7.6,320.0,5.7,37.476397077,14.4,3.8184247219,53420.0,3.2,3.2,6.5913071167,15.2,24.4,7.6,15.4,91.92715966,16.0,361.3,23.537125803,1193.0,1254.0,444.0
16003.0,12.1,,,,18.0,4.1178661278,37630.0,3.7,4.1,5.1383399209,21.2,28.5,6.8,23.0,30.281690141,17.2,229.9,31.969309463,1958.0,1914.0,1276.0
16005.0,10.0,66.0,5.1,47.646485241,15.1,8.6338026892,42665.0,3.8,3.6,7.3338040956,16.7,29.0,7.0,19.8,80.728883738,12.7,389.0,32.041865589,1445.0,1125.0,295.0
16007.0,9.2,,,,13.4,9.0291169213,45589.0,4.6,4.0,8.7656529517,11.0,28.5,7.3,26.7,63.130638156,4.7,84.6,25.674786043,1477.0,1981.0,2972.0
16009.0,12.3,,,,17.7,15.462835757,39530.0,4.3,4.0,8.3333333333,26.3,27.3,5.7,23.7,72.439418417,17.8,164.5,54.194893174,1302.0,1005.0,646.0
16011.0,12.2,24.0,6.2,46.967257112,13.4,7.4486655983,47721.0,3.5,2.9,8.2483449633,16.2,34.7,7.5,23.4,62.255794067,10.4,202.3,43.301435407,2842.0,1969.0,1029.0
16013.0,5.9,8.0,,,12.9,6.1596708919,67936.0,2.2,2.4,7.4428495481,13.1,18.7,7.7,14.4,91.401571856,27.0,203.3,31.917505524,1057.0,1185.0,970.0
16015.0,9.9,,,,15.4,30.572700982,48974.0,4.4,4.5,8.2066869301,20.6,24.4,4.6,21.5,78.927148549,19.5,117.0,20.064724919,3418.0,,6795.0
16017.0,9.1,17.0,7.0,43.245113302,17.1,6.3783051191,41797.0,3.9,3.6,6.1345416521,18.5,24.0,6.8,22.0,80.015656726,19.4,197.6,34.383624655,1446.0,2035.0,573.0
16019.0,8.7,37.0,5.1,43.390222736,13.3,6.7343908103,50559.0,3.4,3.5,7.0735592239,11.1,29.5,7.6,18.9,79.258207495,9.1,235.3,42.528195489,2223.0,1097.0,459.0
16021.0,9.1,,,,16.8,9.3718901663,39681.0,4.1,3.7,2.8540065862,15.8,25.1,6.5,21.9,81.124681006,12.0,166.5,33.519553073,1351.0,1550.0,1085.0
16023.0,10.4,,,,14.4,9.2458324033,41739.0,,4.0,7.8431372549,17.8,31.8,7.1,22.3,58.076790038,,,19.607843137,1370.0,2642.0,2642.0
16025.0,9.1,,,,16.6,42.578455787,47911.0,,,,,27.4,3.1,19.0,6.1772605192,,,,1077.0,1042.0,
16027.0,9.7,86.0,7.4,48.734990883,15.6,8.0301520595,42237.0,3.9,3.8,6.0946132597,18.2,30.7,6.9,22.4,80.58997581,13.4,361.5,53.544141317,2938.0,2425.0,1036.0
16029.0,9.0,,,,12.1,13.203199747,54579.0,3.9,3.4,6.8713450292,16.4,26.8,7.2,25.8,58.150222605,9.2,147.3,21.686746988,3394.0,1702.0,6808.0
16031.0,10.0,,,79.816422229,13.6,11.119187544,44160.0,3.1,3.4,7.8452254171,13.3,29.9,7.0,23.7,59.66364587,9.6,197.9,50.868680545,1224.0,1555.0,1228.0
16033.0,9.3,,,,12.4,59.976663301,42940.0,,,,,33.0,2.2,21.7,63.034623218,,,,869.0,867.0,867.0
16035.0,10.9,7.0,,,16.9,9.257921409,40068.0,4.1,3.9,5.3784860558,22.8,33.7,6.5,23.3,46.615683141,14.2,116.4,39.976484421,954.0,2144.0,1225.0
16037.0,9.2,,,,15.1,8.4829180438,41522.0,2.9,3.2,7.8947368421,13.5,26.8,7.0,22.8,36.355311355,19.4,,24.968789014,,2125.0,
16039.0,8.5,14.0,7.9,57.221717325,15.9,12.422101566,42680.0,3.7,2.5,6.8042387061,16.7,29.4,6.4,25.4,89.995561802,19.4,331.8,53.447185326,1748.0,1377.0,1246.0
16041.0,8.9,,,,12.1,3.0089043427,44790.0,3.7,3.9,6.0094530722,9.6,28.0,8.2,22.2,62.044423588,6.0,46.9,25.97047567,3197.0,1836.0,2571.0
16043.0,9.0,,,61.353457267,12.3,4.1858399756,44130.0,3.0,3.2,7.1947194719,16.9,26.6,8.0,19.8,21.265669838,9.7,123.5,35.226237473,12957.0,1847.0,3232.0
16045.0,9.8,,,,16.4,13.713539672,44173.0,5.0,4.5,6.5040650407,19.5,29.1,6.1,22.0,73.126383157,9.5,227.9,40.816326531,1516.0,1854.0,1284.0
16047.0,9.6,12.0,,,13.9,4.9990626891,41310.0,3.9,3.0,6.1963190184,19.8,31.9,7.6,23.3,69.141231247,11.9,176.6,53.232926513,2184.0,3770.0,1160.0
16049.0,10.7,8.0,,,16.9,15.223164851,39434.0,4.0,3.0,5.114638448,18.2,27.3,5.9,24.6,59.390176431,19.2,85.8,34.090909091,1631.0,2686.0,1240.0
16051.0,9.3,,6.9,64.963187527,12.3,4.89881045,52950.0,3.6,3.4,5.5892070485,10.3,27.9,8.0,21.6,56.143840857,8.6,131.2,33.91865526,3812.0,3845.0,3845.0
16053.0,9.0,,7.4,71.510297483,14.6,9.6266325846,41595.0,3.7,3.2,7.0205479452,20.1,31.9,7.0,20.7,76.383302047,14.1,231.1,65.175268628,2500.0,3216.0,22514.0
16055.0,9.1,48.0,4.5,39.369791705,15.7,7.5077200188,51681.0,3.6,3.4,5.7192231731,19.9,24.6,6.9,17.5,80.751512701,16.5,326.6,30.344533723,1438.0,1472.0,641.0
16057.0,6.9,21.0,,68.225070918,18.2,4.5562697295,43699.0,3.6,2.8,5.1143583227,14.2,26.6,6.7,15.8,79.37117388,21.7,272.4,10.42668047,1469.0,2240.0,793.0
16059.0,11.0,,,,17.8,20.366149785,38367.0,,3.0,8.2061068702,14.4,23.3,5.1,18.0,74.659778226,12.3,103.1,35.859269283,1293.0,1928.0,643.0
16061.0,10.6,,,,15.0,18.877227818,41190.0,3.3,2.8,3.8461538462,16.2,29.9,5.9,21.6,49.777545145,27.8,308.6,29.455081001,3889.0,1951.0,1301.0
16063.0,8.1,,,,14.6,40.769995306,42625.0,,,5.9021922428,20.8,29.2,3.7,23.9,20.007680492,22.5,189.5,46.033994334,5277.0,5315.0,
16065.0,5.5,,4.7,87.94164813,20.9,8.7678556689,37142.0,2.9,2.6,4.9603716863,3.1,25.9,5.7,17.3,71.765771526,3.2,50.7,8.0946957371,1629.0,1971.0,851.0
16067.0,11.1,,,55.600701424,12.7,5.760153505,41968.0,4.0,3.7,8.5097192225,15.2,31.7,7.8,23.9,46.688923215,13.4,214.6,61.596244131,3340.0,3382.0,5073.0
16069.0,11.5,17.0,9.1,61.462814997,14.7,4.0990269384,46753.0,4.0,3.5,5.8477722772,19.8,32.3,7.5,22.9,79.426970584,18.6,402.2,31.663148539,1275.0,1478.0,554.0
16071.0,11.2,,,,12.8,4.6606110507,45040.0,3.3,2.8,7.614213198,18.9,33.7,7.9,19.9,75.314979001,,,23.302938197,,4275.0,1425.0
16073.0,10.4,,,,15.5,7.2467128057,35017.0,4.1,3.8,5.6744186047,17.7,31.4,7.0,26.5,68.644803054,6.6,148.6,41.571194763,11439.0,5736.0,3824.0
16075.0,9.3,10.0,,78.34227741,15.4,8.7924916465,43642.0,4.3,3.7,6.8376068376,23.7,29.0,6.9,23.6,69.844848163,13.2,269.4,46.777721689,3234.0,1884.0,1615.0
16077.0,7.9,,,,13.4,6.4805260168,44450.0,2.9,3.8,7.8781512605,12.5,31.0,7.6,20.3,72.239989766,10.5,257.1,59.483178937,2593.0,3860.0,3860.0
16079.0,10.7,,,,18.5,1.9572642625,37431.0,5.1,3.5,6.4441887227,25.5,30.1,6.9,26.0,81.104582844,20.7,236.2,44.202898551,1815.0,2115.0,906.0
16081.0,6.5,,,,12.4,2.2763981787,52650.0,3.2,3.2,6.8557919622,10.3,25.3,8.2,14.6,58.220255654,19.9,109.4,32.42147923,1675.0,1713.0,1028.0
16083.0,8.4,33.0,7.9,63.764967055,15.1,4.0058245234,44602.0,3.4,3.4,7.0720037344,17.8,26.0,7.4,21.5,71.860675903,13.1,231.6,46.686031159,1604.0,1379.0,516.0
16085.0,8.4,,,,15.7,7.0659232019,48879.0,3.9,3.0,5.9299191375,18.0,23.3,7.0,21.5,82.599878321,16.7,157.2,28.398791541,561.0,1372.0,1067.0
16087.0,12.0,,,,15.0,9.4883709356,37539.0,4.3,4.5,6.6339066339,16.9,29.9,6.9,25.7,71.896450284,10.3,188.1,40.383846461,2020.0,3315.0,1989.0
17001.0,9.6,36.0,6.3,42.220129259,11.5,3.5149754893,43604.0,4.3,3.3,7.2537053182,29.5,35.1,8.3,24.8,83.096135791,16.4,410.7,35.485893417,1179.0,1526.0,533.0
17003.0,12.2,26.0,,136.68671405,21.7,20.927477828,30141.0,,,10.773130545,,32.9,4.2,29.1,62.345229425,,864.7,87.699944843,3874.0,3815.0,1907.0
17005.0,10.4,15.0,,,12.4,3.8313110811,48464.0,5.9,2.6,7.9715864246,39.3,27.9,8.1,27.0,58.318325079,,317.4,28.650414677,1604.0,4368.0,1092.0
17007.0,8.7,25.0,5.5,48.657065006,10.6,2.4502545248,59537.0,2.9,3.1,7.2811262648,15.5,30.6,8.6,24.7,76.134034893,9.3,328.1,29.832680669,1860.0,2840.0,6745.0
17009.0,8.8,33.0,,,10.6,11.964424108,46522.0,,,7.614213198,,30.5,7.6,27.2,13.882081591,,303.7,24.186046512,,,312.0
17011.0,10.7,14.0,,59.438153038,11.7,12.225088018,49062.0,,2.8,5.5598455598,16.4,30.8,7.3,31.3,71.07610498,22.6,218.5,28.18319074,2019.0,3096.0,2129.0
17013.0,10.3,,,,12.3,4.6632111681,48504.0,,,8.064516129,,30.4,8.0,32.3,30.202397328,,159.6,21.150592217,2507.0,5059.0,
17015.0,12.3,,,,12.0,3.6984429518,43643.0,1.8,,8.9285714286,,30.7,8.2,25.6,71.631897056,,139.9,31.516936672,3753.0,3728.0,1065.0
17017.0,10.0,,,,12.3,3.1070171621,45257.0,,,7.3643410853,,28.5,8.2,26.3,67.570737429,,344.9,47.355473555,13338.0,1903.0,416.0
17019.0,7.7,308.0,8.3,57.937054609,16.7,3.8546362745,46917.0,2.6,3.0,8.0959962262,16.1,27.0,7.1,20.6,80.949965437,18.2,733.0,19.357677079,1136.0,1797.0,515.0
17021.0,10.9,51.0,8.5,86.694066273,13.2,2.5651920453,49391.0,3.7,,9.2955700799,22.1,32.7,8.0,30.8,67.528735632,15.6,245.4,43.38504225,2038.0,4287.0,2858.0
17023.0,10.4,17.0,,,12.6,2.7568718808,46287.0,,,7.886676876,,32.1,8.1,27.3,63.489439853,,333.1,39.60933261,2702.0,8091.0,5394.0
17025.0,11.3,,,79.038887132,13.5,4.6800314389,42369.0,2.1,,7.0398642918,,31.4,7.7,33.6,52.414042707,,283.3,48.604578238,2753.0,1938.0,1357.0
17027.0,8.6,69.0,,47.130906092,9.8,3.5451336907,61843.0,2.7,2.1,6.6530194473,16.7,27.8,8.7,29.9,49.849054605,23.2,197.1,26.976959592,2719.0,3446.0,4738.0
17029.0,7.9,31.0,7.2,68.688307724,15.8,5.9092352157,39353.0,3.5,3.1,6.936416185,10.5,28.2,7.1,22.6,78.178308243,13.5,624.4,20.54452977,1916.0,2148.0,639.0
17031.0,9.1,24143.0,7.6,64.373379458,15.3,1.762137653,53795.0,3.5,3.5,9.1002179022,18.3,25.2,7.6,21.3,98.910403442,21.2,725.4,42.229345331,1088.0,1250.0,576.0
17033.0,10.7,49.0,,87.010565569,12.4,5.2187745794,47517.0,5.2,,9.5102909865,18.8,32.8,7.9,28.5,59.908159661,,306.1,39.557334589,2178.0,2786.0,574.0
