Id,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1982,61345,12749645,9582156,2784278,39114,176490084,1189545,28993987,3193686,34738,72448,15178000,7574140,6349558,4333386,9856303,3927714,7158255,86007331,8917457,385950,220275,4265310,9776000,151500,55449,5835182,126947365,253841,206128,431050,1075889,2418844,25202000,107770794,6391309,129979,11615836,1008630000,9044473,9158566,27717337,1951195,29027162,326946,297285,2521168,5633661,9925623,150101,17356,691702,10314826,78333366,385271,75170,5117810,6078820,20575701,1404508193,1675078672,1607731271,361802765,803972967,8392940,46379620,304314034,37986012,1498414,37136848,467389436,216213145,4826933,668198,55858727,44307,78059,766855,56313641,4542800,11488106,30381,4690605,648210,832668,290617,9789513,93091,51500,7654819,108906,781246,942353440,5264500,3910657,286006012,4635000,5955267,10705535,3004918685,3680972749,676054064,224129826,154506265,451924238,63191,729868013,3485800,41883332,14438309,233860,4031000,56543548,2235327,2559718,118449000,14853993,17559430,3759300,6918101,60920,42762,39326352,359782679,3401242,2632276,2031850,3480454,121154,379697683,413846599,263158391,26515,15502515,1599393541,3656828178,1377346,1644667178,3457179,365525,2531080,251219,8670,21016818,27624,3464000,9234129,169960,198499602,72602533,33330,3393669787,1955243,7387656,325898,34917895,178440308,587001,1777727,20856,12409243,1625124,992521,6484452,14470633,256921449,1056366,145700,6344382,77472907,3435525,14312690,4114787,15607236,7719,3156100,1004836945,1290111,14286062,83445863,2073844,18225730,50068493,12663,3495199,36230481,336834728,3277453,18008564,9911771,3366719,1488185,921702426,160888,277396,22515389,140823000,5489322,943781613,11048080,15562194,5920059,2646466,246493,3525399,4725720,21943,6716448,408512620,5011726,408577033,21407908,98706,364032,5055099,1910334,8325263,639237,64413,9590227,8244,4715197,1386477554,398033246,2915066,49267560,4140258,3019066,365662995,604430,178440308,93681,943781613,408577033,1120611,6733961,46025357,8284,19891548,13323332,50384000,1794276246,2954282,231664000,16790069,102204,16185894,11712,100068,56931824,121435,4599181618,157403,1582000,8764621,31330259,6305709,7721536
1983,62201,12389269,9931562,2843960,40867,182005827,1253060,29454738,3238594,36160,71639,15369000,7561910,6452076,4448728,9855520,4039949,7340905,88338242,8939738,396454,225187,4308106,9843000,155822,55930,5959960,129882321,254518,212136,441847,1113539,2493135,25456000,108326895,6418773,131156,11797534,1023310000,9432731,9445003,28404876,2009165,29687094,336096,303368,2589930,5702754,9966733,151159,17906,694077,10323856,78128282,393802,74747,5114297,6214857,21228289,1428333977,1718098032,1633628204,365350752,808524728,8606213,47594556,304920007,38171525,1508745,38285883,468468840,221432781,4855787,685391,56156284,44700,80678,787013,56332848,4582900,11895125,30383,4810496,673238,854113,314475,9846627,95985,52100,7847472,111402,778948,949114272,5345100,4031349,293492340,4659000,6096692,10689463,3061651492,3756519727,694868235,230943958,158044343,463924277,62730,746949067,3510600,43645092,14825789,236977,4105000,56564074,2273666,2667470,119259000,15030495,18239404,3838300,7168236,61768,42542,39910403,367690458,3489977,2651292,2102911,3614689,122740,387868173,424613917,269480791,26765,15726802,1638787693,3732147825,1410439,1669422093,3485192,365622,2546011,260997,10547,21528502,28095,3500000,9504281,176356,205229901,74196548,34892,3462667034,1965895,7543743,330524,35697943,184129812,594506,1823216,23503,12657708,1672496,1001691,6661358,14818617,259303930,1081081,148700,6529894,79462277,3527939,14367070,4128432,15974420,7855,3199300,1012713908,1361097,14639787,86297640,2121939,18660439,51455033,13012,3594004,36571808,345711225,3311138,18298214,9957865,3465793,1523012,926784900,165613,309479,22588790,141668000,5673614,966293643,11763837,16107730,6100495,2681061,254596,3608751,4792903,22210,6740220,420349183,5170558,420413518,21865553,100318,365300,5091971,1922321,8329033,658320,64335,9938847,8669,4829094,1410012615,401922560,3026238,50186199,4265247,3091511,373747579,624648,184129812,93774,966293643,420413518,1138676,6930387,47073422,8413,20524666,13735271,50564000,1823879341,2973463,233792000,17221212,102984,16617346,12188,100348,58277387,124249,4681262097,158384,1614000,9111097,32139708,6521542,8027565
1984,62836,12047115,10277321,2904429,42706,187610756,1318478,29920904,3285595,37688,70725,15544000,7561434,6557585,4571292,9855372,4156819,7531242,90732362,8960679,407227,230015,4350746,9910000,160347,56423,6085496,132800684,255193,218227,453720,1151292,2565803,25702000,108853181,6441865,132453,11985658,1036825000,9826055,9742263,29121474,2068132,30350086,345466,309397,2659781,5766957,10017059,151940,18543,697717,10330213,77858685,406017,74213,5111619,6351572,21893853,1451090682,1761829094,1658253760,369141750,813281381,8823751,48868951,305432240,38330364,1518617,39518801,469501597,226660414,4881803,700366,56470769,45122,83240,808083,56422072,4622200,12311158,30325,4943144,701104,876873,338086,9895801,98439,52700,8042897,113961,775219,955524429,5397900,4154887,301260428,4680000,6240329,10668095,3117857855,3832103030,714245175,237935069,161555583,476310106,62487,764245202,3532423,45474708,15205501,239511,4159000,56576718,2308947,2780428,120018000,15214051,18937738,3916400,7446019,62765,42294,40405956,375614401,3586381,2667220,2159089,3746715,124468,396059351,435737690,276057603,27011,15951422,1678820678,3807518675,1442212,1693279210,3514205,365998,2562047,271993,12790,22037610,28512,3536000,9780872,182953,212102793,75780605,36561,3531461072,1974415,7693667,330593,36468888,189974163,600884,1871090,26302,12853780,1720812,1012221,6895928,15191625,261583423,1111132,151650,6720344,81497739,3619253,14424211,4140099,16347242,8007,3227100,1020245362,1431077,15008538,89228949,2170409,19099584,52873974,13372,3694041,36904134,354794146,3344190,18590138,9996232,3567752,1555767,931567479,170396,341455,22655940,142745000,5881906,989188965,12484967,16658054,6289327,2732221,262709,3699467,4858532,22455,6747932,432508714,5319609,432573431,22331262,101915,367660,5127097,1932154,8336605,679976,64717,10293049,9095,4954046,1432476228,406045884,3140237,51108082,4397525,3166221,381844359,646688,189974163,93842,989188965,432573431,1155695,7127941,48114105,8530,21173603,14174470,50754000,1852640394,2992645,235825000,17659975,103742,17057785,12731,100600,59653090,127092,4763043104,159283,1647000,9472170,32943584,6738765,8342195
1985,63026,11783050,10609042,2964762,44600,193310301,1391052,30388783,3335935,39241,69782,15758000,7564985,6666455,4702066,9858308,4278501,7727907,93199865,8960547,419430,234687,4392130,9975000,164921,56898,6211550,135676281,255924,224512,467178,1189114,2634232,25942000,109360296,6470365,133808,12181028,1051040000,10222558,10050023,29883446,2127770,31011688,355337,315069,2730233,5823242,10082989,152711,19313,703687,10337118,77684873,425613,73643,5113691,6488856,22565905,1474560144,1805996283,1683448852,372949384,818146882,9045979,50204985,306018719,38469512,1528781,40800343,470637754,231956914,4902206,711661,56795686,45573,85686,830085,56550268,4662900,12716228,30207,5084767,732096,899509,358896,9934300,99906,53200,8240060,116572,770435,961969171,5456200,4281189,309370058,4701000,6384195,10648713,3174933340,3909126218,734192878,245102022,165012196,489090856,62696,781666671,3538082,47342702,15576395,241405,4233000,56593071,2338638,2895985,120754000,15403006,19651225,3990300,7712978,64003,42013,40805744,383529486,3687898,2676583,2192555,3873781,126418,404246768,447240981,282952714,27257,16179796,1719249257,3884369202,1472192,1717861954,3544543,366706,2578873,283581,15392,22537376,28835,3570000,10063495,189637,219095273,77360707,38333,3601416488,1981534,7831889,336452,37222296,195917732,605398,1921881,29092,12984405,1769942,1020528,7211105,15598942,263922898,1148302,154450,6915927,83613300,3709091,14491632,4152516,16723956,8174,3247100,1027839846,1498417,15397918,92219488,2219276,19544956,54323648,13696,3794720,37201885,364199513,3377000,18877238,10023613,3671826,1585015,936391539,175204,371081,22755427,143858000,6120107,1012429641,13189115,17210187,6484738,2735957,270801,3799550,4923860,22708,6791716,444982815,5450424,445048059,22806175,103634,371470,5161768,1941641,8350386,705085,65244,10648632,9506,5091535,1455657361,410151269,3252994,52041469,4537789,3244018,389922156,666945,195917732,93953,1012429641,445048059,1170928,7321876,49133883,8650,21836999,14646624,50917000,1882167231,3011908,237924000,18108300,104477,17508059,13304,100760,61049373,130027,4846338373,160031,1682000,9847899,33730148,6955212,8658857
1986,62644,11601041,10921037,3022635,46517,199093767,1472218,30857244,3392256,40837,68809,16018400,7569794,6778633,4841565,9861823,4404506,7930694,95742431,8958171,433482,239131,4435504,10043000,169568,57382,6337893,138499464,256736,230972,482952,1226810,2696982,26204000,109847148,6504124,135230,12384108,1066790000,10620267,10368300,30685824,2188046,31669776,365760,320183,2800986,5870023,10168087,152662,20251,712341,10342227,77720436,454361,73025,5120534,6626542,23241272,1499557433,1850487057,1710171173,376730350,823155058,9272906,51607703,306797207,38584624,1540190,42120730,471937316,237300542,4918154,718548,57132691,46077,87948,853027,56681396,4704500,13104296,30004,5229797,766589,921626,376024,9967213,100143,53500,8438604,119232,764459,968703210,5524600,4410158,317825339,4722000,6527543,10630564,3233584117,3988290158,754706041,252445129,168402025,502260912,63441,799181436,3539690,49256842,15936375,243180,4299000,56596155,2361720,3011300,121492000,15600928,20378626,4066500,7958976,65518,41697,41213674,391419929,3794043,2677280,2201833,3994591,128619,412413602,459115735,290181431,27524,16412711,1760036890,3963410418,1499861,1743894299,3578914,368355,2599892,295677,18337,23023935,29041,3602000,10352120,196357,226161475,78934125,40204,3673228987,1987538,7955164,342121,37957332,201950420,607711,1976309,31802,13034385,1819954,1028360,7625305,16045047,266394382,1193592,157350,7116744,85818502,3796917,14572278,4167354,17101136,8356,3246300,1035732254,1561185,15805945,95264460,2268574,19996253,55804072,13985,3895852,37456119,373930490,3409554,19156795,10032734,3777763,1609919,941637615,180075,397932,22859269,144894000,6407672,1035982524,13869012,17757169,6686159,2733373,278838,3912438,4988943,22961,6887372,457769762,5565545,457835414,23285887,105474,376867,5193838,1965964,8369829,734243,65652,11004272,9875,5243006,1480373786,414186469,3364020,52996467,4687283,3324456,397961545,684184,201950420,94145,1035982524,457835414,1184051,7509756,50128489,8747,22511243,15154521,51097000,1913192097,3031038,240133000,18565477,105198,17968552,13938,100842,62459560,133038,4932113628,160592,1717000,10232733,34490419,7170656,8976205
1987,61833,11502761,11218268,3083605,48455,204942549,1560718,31326473,3451942,42450,67845,16263900,7574586,6893500,4987736,9870234,4535263,8140073,98343809,8971359,448973,243393,4478519,10111000,174320,57849,6464732,141273488,257611,237622,500437,1264314,2755244,26550000,110296680,6545106,136716,12594145,1084035000,11019651,10696274,31529823,2249146,32324325,376654,324893,2872211,5908886,10269567,151456,21339,723380,10347318,77839920,490330,72370,5127024,6764624,23917897,1526044399,1895289549,1738276264,380496651,828213790,9504129,53066229,307668322,38684815,1552221,43493283,473284093,242711060,4932123,721725,57482591,46621,90020,876863,56802050,4743500,13481406,29744,5381483,804125,943617,390173,10000595,99380,54100,8639108,121919,757506,975421581,5580500,4541804,326631480,4740000,6670568,10612741,3293767158,4069534854,775767696,259944139,171728917,515823557,64630,816792741,3540057,51197482,16290149,245859,4369000,56601931,2379279,3127917,122091000,15801753,21119318,4144600,8196037,67261,41351,41621690,399287449,3905163,2672173,2191023,4109703,131034,420560827,471364938,297743620,27802,16647945,1801159728,4044579519,1525460,1771336115,3616367,370750,2626583,308275,21628,23497766,29172,3633000,10647754,203124,233285188,80503052,42153,3746835899,1992274,8067758,344485,38673241,208051337,608144,2033343,34480,13020861,1870978,1036082,8120093,16525108,268896849,1245990,160500,7323969,88101628,3882943,14665037,4186905,17480921,8550,3274400,1043574007,1619864,16230440,98357473,2318332,20451710,57313311,14240,3997702,37668045,383984828,3441850,19431986,10030031,3885436,1631156,946964644,184950,422341,22949430,145908000,6732131,1059829211,14525660,18302587,6893896,2774789,286863,4034668,5053714,23210,7018109,470870472,5666078,470938971,23770482,107415,383654,5222840,1989776,8397804,766707,68499,11360852,10224,5408087,1506584203,418164696,3474080,53964406,4843951,3407319,405966436,699522,208051337,94384,1059829211,470938971,1195247,7692254,51100878,8820,23198533,15695411,51293000,1945676171,3049966,242289000,19029877,105896,18437794,14589,100901,63881297,136125,5020001100,161015,1753000,10628585,35230249,7385686,9293283
1988,61079,11540888,11513968,3142336,50434,210844771,1655849,31795517,3504651,44047,67058,16532200,7585317,7010036,5135956,9901664,4672852,8356305,100975321,8981446,465202,247579,4508056,10140000,179028,58347,6592787,144001542,258527,244458,517273,1301818,2812244,26895000,110688533,6593386,138187,12809025,1101630000,11424260,11031817,32444156,2311348,32975535,387963,329671,2944557,5943661,10379548,149254,22538,736479,10355276,78144619,528999,71742,5129516,6903316,24591492,1552839425,1940220394,1766656200,384146656,833315236,9739176,54547296,308725859,38766939,1561900,44932064,474792549,248333373,4946481,722917,57836486,47117,92021,901458,56928327,4790700,13854214,29469,5554882,843050,965742,402326,10036983,98062,54800,8842575,124673,750731,982288521,5627600,4676361,335847788,4757000,6813348,10596487,3354131698,4151491690,797359992,267549711,175000916,529810281,66047,834489322,3524949,53075618,16651807,249740,4442000,56629288,2393534,3252672,122613000,15982510,21871442,4218400,8433798,69098,41047,42031247,407145597,4020295,2668585,2165090,4220418,133533,428701267,484033065,305666480,28095,16882189,1842572071,4126524754,1550262,1798912093,3655049,373450,2653434,320877,24873,23961820,29235,3660000,10952395,209885,240367135,82083919,44063,3820858274,1995513,8180728,347325,39362142,214140741,607413,2089714,37134,13002553,1923002,1043239,8636935,17027588,271452347,1302741,163650,7540253,90450281,3968454,14760094,4209488,17873667,8752,3283400,1051552697,1678116,16657359,101474835,2368618,20909895,58845205,14490,4100729,37824487,394465713,3473898,19708323,10019610,3994331,1650642,952508537,189738,443794,23057662,146857000,7030179,1083963380,15155223,18866319,7107976,2846108,294964,4152984,5119035,23466,7165295,484288955,5741235,484357710,24251662,109470,391391,5250596,1995196,8436489,800456,68755,11719071,10582,5584339,1533101545,421971143,3581928,54912334,5001110,3493894,413957171,714474,214140741,94667,1083963380,484357710,1204893,7871459,52053704,8883,23909954,16262533,51521000,1978286203,3069099,244499000,19501225,106536,18912526,15266,100952,65313708,139366,5108813275,161421,1791000,11051504,35970537,7600072,9604302
1989,61032,11777609,11827237,3227943,52448,216787402,1756043,32263561,3536469,45593,66627,16814400,7619567,7126891,5280024,9937697,4820016,8579823,103599232,8876972,481090,251849,4506653,10170000,183469,58841,6723046,146691981,259458,251514,530257,1339624,2872668,27379000,110801380,6646912,139530,13025797,1118650000,11839243,11372160,33465441,2375008,33624444,399632,335184,3018955,5979907,10486509,146937,23776,751044,10361068,78751283,563864,71242,5132594,7042937,25257672,1578979766,1985084059,1794408757,387627353,838462813,9977377,56006573,310080079,38827764,1568131,46458913,476392094,254349779,4964371,724624,58182702,47466,94091,926622,57076711,4803300,14233874,29262,5770652,881138,988520,414138,10089498,96869,55300,9050465,127522,745665,989592440,5686200,4814137,345544609,4767000,6956300,10481719,3413636633,4233121328,819484695,275200141,178233223,544284554,67388,852270034,3511009,54777114,17040190,252852,4518000,56671781,2407720,3395023,123116000,16249500,22633022,4307500,8689152,70860,40852,42449038,415016911,4138408,2676605,2131525,4328914,135956,436857131,497176877,313976444,28407,17110713,1884186007,4208165848,1576022,1825740671,3684255,377100,2666955,332901,27676,24421191,29312,3681000,11268658,216595,247283550,83697891,45814,3894189404,1996870,8309531,350722,40014862,220121789,606571,2141008,39808,13059613,1976030,1051260,9094671,17535971,274256841,1359933,166898,7768995,92844353,4055265,14848907,4226901,18293514,8956,3299200,1060038063,1741160,17075243,104588490,2419491,21368859,60391867,14757,4205654,37961529,405497636,3505650,19993755,10005000,4103911,1671078,958458726,194252,461870,23161458,147721000,7216028,1108386444,15755944,19475609,7328600,2930901,303253,4249468,5185943,23740,7298417,498033585,5777498,498102752,24726228,111627,399492,5275942,1996351,8492964,832682,69167,12080444,11017,5768086,1558955175,425588882,3686373,55795106,5149803,3585867,421966286,731444,220121789,94929,1108386444,498102752,1213624,8050932,52992429,8947,24660575,16846090,51773000,2010003397,3088984,246819000,19979127,107084,19388342,15900,101041,66757402,142849,5197758288,161998,1827000,11523267,36740883,7813808,9902540
1990,62149,12249114,12171441,3286542,54509,224735446,1860174,32729739,3538165,47038,66696,17065100,7677850,7159000,5415415,9967379,4978496,8811034,106188642,8718289,495931,256336,4463422,10189000,187552,59326,6856244,149352145,260374,258785,537280,1377912,2939780,27791000,110745760,6715519,140671,13242132,1135185000,12267754,11715218,34614581,2440457,34271565,411594,341883,3095995,6021614,10582081,145400,25010,766614,10333355,79433029,590398,70926,5140939,7183647,25912367,1604526531,2031828081,1821481248,390207446,842848473,10218091,57412215,311539698,38867322,1569174,48086516,478005307,262862202,4986431,728628,58512808,47594,96331,952212,57247586,4802000,14628260,29164,6041094,916808,1012280,426846,10196792,96283,55600,9263813,130482,743309,997353719,5704500,4955328,355762200,4780000,7099732,10373988,3471574808,4313726004,842151196,282899816,181436821,559251380,68429,870133480,3513974,56226185,17469005,254826,4660000,56719240,2424242,3560582,123537000,16348000,23402507,4391200,8973342,72412,40834,42869283,422914642,4258472,2703016,2097232,4436661,138185,445044474,510827576,322686243,28747,17329713,1927824229,4290749497,1603938,1851248918,3697838,381850,2663151,343935,30036,24879136,29439,3696000,11598633,223215,255989130,85357874,47298,3968063254,1996228,8465188,354170,40626250,227903820,606372,2184145,42538,13247649,2030140,1058775,9437553,18038321,277473326,1414692,170899,8012861,95269988,4144565,14951510,4241473,18749406,9157,3329800,1069095267,1812160,17470899,107678614,2471009,21826658,61947348,15088,4313059,38110782,417158756,3537000,20293054,9983218,4213742,1694410,964601905,198375,476445,23201835,148292000,7235798,1133089464,16326815,20147590,7555617,3047132,311840,4312246,5254984,24043,7397347,512107594,5768481,512177101,25186923,113893,407472,5299187,1998161,8558835,861373,69507,12446171,11552,5956859,1584201527,428318228,3786940,56582821,5283728,3683966,430014112,751933,225925572,95153,1133089464,512177101,1221900,8232797,53921699,9003,25459604,17438907,51892000,2040239025,3109989,249623000,20510000,107505,19861956,16461,103963,68209605,146634,5288103216,162866,1862000,12057039,37560525,8027253,10183113
1991,64622,12993657,12553446,3266790,56671,230829868,1970026,33193918,3505251,48375,67307,17284000,7754891,7271000,5542048,10004486,5149499,9050084,108727432,8632367,509765,261116,4371603,10194000,191126,59021,6992521,151976577,261275,266274,537284,1416731,3014624,28171682,110290445,6799978,141568,13457244,1150780000,12710008,12060729,35914825,2507772,34916766,423872,349934,3175649,6070204,10663585,144403,26213,783129,10308578,80013896,606844,70842,5154298,7325622,26554329,1629001655,2076397732,1847530239,391907109,846178276,10460990,58752390,312708142,38966376,1561314,49821083,478976405,270090401,5013740,735473,58559311,47457,98799,978223,57424897,4835900,15039514,29212,6374329,949493,1037155,440624,10319927,96454,55500,9483270,133558,744289,1005572309,5752000,5099951,366551884,4510000,7243391,10373400,3527564523,4392785988,865221465,290487021,184615979,574734444,69096,888054875,3534235,57375584,17942715,257797,4949000,56758521,2443689,3753433,123921000,16450500,24179598,4463600,9286976,73700,41013,43295704,430838594,4380073,2752462,2060267,4544293,140156,453251622,525020368,331828071,29108,17539633,1969598498,4369916316,1634517,1875124381,3704134,387000,2650581,353764,31821,25336862,29624,3704000,11942819,229754,262659662,87071512,48475,4038088245,1993302,8652514,363845,41190156,233582274,607105,2217918,45249,13591970,2085202,1070266,9641153,18529454,281211703,1465740,175362,8272976,97726323,4236801,15069798,4261732,19245054,9354,3495100,1078768055,1893771,17850910,110730420,2523181,22283128,63508459,15474,4423007,38246193,429531376,3562110,20609150,9960235,4323410,1721268,970905787,202016,487491,23001155,148624000,7051759,1158058109,16867829,20893625,7789653,3135083,320753,4337239,5326657,24386,7455936,526528575,5705378,526599014,25642382,116294,415216,5303294,1999429,8617375,885623,70439,12815219,12206,6150081,1608359604,430153302,3882271,57258401,5400714,3789185,438102530,777011,231513429,95333,1158058109,526599014,1229907,8417684,54840531,9053,26315013,18040438,52000470,2068489747,3132050,252981000,20952000,107814,20332079,16934,104807,69670902,150778,5375488625,164076,1898000,12661614,38437855,8239732,10443043
1992,68235,13981231,12968345,3247039,58888,235037179,2086639,33655151,3442810,49593,68427,17495000,7840709,7382000,5661139,10045158,5331803,9297113,111221938,8540164,523087,266134,4239154,10216000,194317,58595,7131707,154564278,262184,273963,531525,1455833,3095807,28519597,110005636,6875364,142258,13671033,1164970000,13163019,12408931,37346147,2577035,35558682,436448,359090,3257466,6124265,10733363,143912,27404,800609,10319123,80624598,615054,70970,5171370,7468551,27181094,1651934414,2120566584,1871898266,393481005,849656745,10705667,60035536,314162056,39157685,1533091,51647768,480438474,277863547,5041992,744531,58851217,47101,101413,1004676,57580402,4873500,15463854,29379,6758838,979718,1062800,455148,10399061,97198,55300,9708544,136692,748134,1011955642,5800500,5247836,377879250,4470000,7386975,10369341,3581733331,4470537757,888804426,298118128,187766086,590686298,69475,906021106,3558430,58260738,18458187,261057,5123000,56797087,2465362,3968198,124229000,16439095,24963953,4515400,9621504,74769,41361,43747962,438771695,4502363,2821862,2022729,4651004,141925,461466819,539720450,341387303,29497,17740637,2011509898,4447798221,1667121,1895051479,3700114,392175,2614338,362459,32892,25791494,29863,3706000,12301336,236190,267020622,88828310,49378,4106410918,1988659,8868263,367618,41711465,239062651,608516,2243502,47919,14071231,2141445,1084441,9729717,19012724,285092192,1513721,179799,8549424,100221563,4331277,15184166,4286401,19773772,9544,3531700,1088596984,1983277,18191020,113747135,2576018,22737056,65075486,15894,4535520,38363667,442573477,3585176,20937404,9952494,4432736,1750900,977731114,205266,495517,22794284,148689000,6701851,1183253534,17378833,21701476,8029725,3230698,329953,4331332,5400331,24749,7488544,541294922,5599814,541365685,26066185,118816,422763,5305016,1996498,8668067,906034,70763,13187085,12968,6349089,1630963311,431844672,3973327,57837878,5502976,3899843,446211495,805435,236899060,95496,1183253534,541365685,1237487,8603225,55748875,9109,27219619,18652889,52150266,2094901020,3154855,256514000,21449000,108003,20799075,17344,105712,71130448,155243,5459753863,165570,1932000,13325583,39360225,8452275,10682868
1993,72504,15095099,13403734,3227287,60971,241286091,2207405,34110917,3363098,50720,69938,17667000,7905633,7495000,5771398,10084475,5521763,9552476,113695139,8472313,536213,271165,4087999,10239000,197616,58910,7273825,157132682,263089,281751,523117,1494693,3181222,28833410,110081461,6938265,142819,13882668,1178440000,13622731,12758881,38833595,2648507,36195168,449274,369014,3341004,6181538,10794135,144299,28646,818751,10329855,81156363,618495,71210,5188628,7611465,27786259,1674021645,2164507899,1895356643,394905543,852762016,10951202,61275601,315449104,39361262,1494128,53532956,482099286,285986364,5066447,755026,59106768,46640,103934,1031504,57718614,4911100,15896432,29623,7163236,1008358,1088569,470610,10460415,98305,55200,9938692,139818,753484,1019867919,5901000,5398805,389594161,4640000,7530705,10357523,3634874959,4547598821,912723862,305759721,190879523,606964141,69656,924057817,3576261,58991218,19011917,263725,5261000,56831821,2488782,4189431,124536000,16330419,25754114,4516700,9968275,75719,41846,44194628,446689943,4623280,2900854,2000248,4755289,143565,469673465,554804181,351272293,29919,17928576,2053272520,4525005169,1700362,1915919207,3682613,397475,2563290,370345,33238,26237417,30138,3701000,12675460,242459,273204804,90600453,50048,4173732876,1984028,9105472,371308,42209778,244395451,610170,2263200,50602,14636995,2199791,1097374,9755857,19494967,288811320,1559983,184496,8842415,102761737,4426580,15290368,4311991,20321175,9719,3572200,1097985090,2072111,18507861,116749560,2629644,23184228,66650247,16342,4651169,38461408,456086696,3615497,21265834,9964675,4541902,1782065,984287544,208345,501566,22763280,148520000,6299909,1208612942,17859750,22535937,8272170,3313471,339456,4307299,5474000,25141,7519811,556379645,5490915,556451898,26471464,121407,430039,5325305,1991746,8718561,924025,72253,13564167,13789,6555603,1652721433,433366951,4064926,58364891,5594114,4010789,454312822,833611,242132775,95644,1208612942,556451898,1244407,8784888,56653729,9156,28149328,19275422,52179210,2120460356,3178155,259919000,21942000,108092,21263443,17703,106578,72560427,159814,5544873088,167207,1965000,14017239,40300161,8669168,10905756
