FIPS,STATE,agi_stub,N1,A00100
17175,IL,2,3033,51618425
17175,IL,3,2948,107109505
17175,IL,4,1756,108360218
17175,IL,5,1009,86186895
17175,IL,6,783,101056529
17175,IL,7,152,55896693
17175,IL,8,0,0
17177,IL,1,4826,18162702
17177,IL,2,5527,94219064
17177,IL,3,5466,197218980
17177,IL,4,3407,210777192
17177,IL,5,2114,182388792
17177,IL,6,1604,211363698
17177,IL,7,216,87562997
17177,IL,8,0,0
17179,IL,1,7780,33831197
17179,IL,2,9561,164400877
17179,IL,3,10462,380579313
17179,IL,4,7118,439399532
17179,IL,5,4600,397321408
17179,IL,6,4505,587160258
17179,IL,7,884,368446482
17179,IL,8,0,0
17181,IL,1,1702,7109732
17181,IL,2,2182,37541881
17181,IL,3,2055,74694350
17181,IL,4,1206,73525704
17181,IL,5,709,60934118
17181,IL,6,487,61734265
17181,IL,7,58,19938789
17181,IL,8,0,0
17183,IL,1,7373,32416335
17183,IL,2,9416,159410727
17183,IL,3,9319,335729245
17183,IL,4,5471,336139937
17183,IL,5,2921,250818666
17183,IL,6,2190,291024766
17183,IL,7,273,135446140
17183,IL,8,0,0
17185,IL,1,1310,5020995
17185,IL,2,1515,25712003
17185,IL,3,1533,55648954
17185,IL,4,1083,66980419
17185,IL,5,588,50688959
17185,IL,6,426,56360720
17185,IL,7,82,35674793
17185,IL,8,0,0
17187,IL,1,5461,22529877
17187,IL,2,6812,116061494
17187,IL,3,6265,226831659
17187,IL,4,3556,218000582
17187,IL,5,1903,163082325
17187,IL,6,1540,199566353
17187,IL,7,270,143614412
17187,IL,8,0,0
17189,IL,1,4201,17788199
17189,IL,2,4690,79620796
17189,IL,3,4717,171246849
17189,IL,4,2936,181127409
17189,IL,5,1635,140134129
17189,IL,6,1234,163948291
17189,IL,7,199,81886554
17189,IL,8,0,0
17191,IL,1,1471,6089140
17191,IL,2,1658,28049835
17191,IL,3,1922,68996321
17191,IL,4,1117,68367200
17191,IL,5,494,42320063
17191,IL,6,329,45016573
17191,IL,7,52,24351497
17191,IL,8,0,0
17193,IL,1,1376,4774442
17193,IL,2,1565,26542873
17193,IL,3,1543,55868906
17193,IL,4,1100,67802712
17193,IL,5,626,53741575
17193,IL,6,478,70275317
17193,IL,7,64,23099293
17193,IL,8,0,0
17195,IL,1,6620,24962931
17195,IL,2,7577,129904820
17195,IL,3,7868,285885501
17195,IL,4,5018,309205684
17195,IL,5,2858,246341639
17195,IL,6,2175,280308316
17195,IL,7,371,166470230
17195,IL,8,0,0
17197,IL,1,86834,326340488
17197,IL,2,82693,1409260433
17197,IL,3,96120,3521329811
17197,IL,4,69839,4329524828
17197,IL,5,54013,4692330290
17197,IL,6,74694,9912967163
17197,IL,7,16011,6617280048
17197,IL,8,0,0
17199,IL,1,11239,48525344
17199,IL,2,13436,224989199
17199,IL,3,11237,406356992
17199,IL,4,6676,409423260
17199,IL,5,3822,329203504
17199,IL,6,3280,430576779
17199,IL,7,624,252823229
17199,IL,8,0,0
17201,IL,1,30524,126359825
17201,IL,2,37500,645801655
17201,IL,3,38881,1403907487
17201,IL,4,23957,1478363061
17201,IL,5,14735,1270818926
17201,IL,6,14437,1867209432
17201,IL,7,2660,1201847580
17201,IL,8,0,0
17203,IL,1,7662,31052677
17203,IL,2,8274,141996557
17203,IL,3,9645,353632890
17203,IL,4,7317,455152563
17203,IL,5,5335,461614755
17203,IL,6,5937,781248194
17203,IL,7,1055,521986401
17203,IL,8,0,0
18001,IN,1,977,3317901
18001,IN,2,1004,17741546
18001,IN,3,1048,37498129
18001,IN,4,595,36679197
18001,IN,5,269,22986888
18001,IN,6,196,25351226
18001,IN,7,67,29435872
18001,IN,8,0,0
18003,IN,1,29253,126210517
18003,IN,2,33331,571194462
18003,IN,3,34031,1221074593
18003,IN,4,18965,1166116443
18003,IN,5,10983,947582233
18003,IN,6,9763,1258392908
18003,IN,7,2079,936726174
18003,IN,8,0,0
18005,IN,1,2527,9780203
18005,IN,2,2508,43663923
18005,IN,3,3091,111217374
18005,IN,4,1890,117326283
18005,IN,5,1390,119980767
18005,IN,6,1418,185315911
18005,IN,7,296,157861488
18005,IN,8,0,0
18007,IN,1,186,765938
18007,IN,2,172,2944964
18007,IN,3,201,7177695
18007,IN,4,142,8676705
18007,IN,5,71,6068572
18007,IN,6,63,8427110
18007,IN,7,0,0
18007,IN,8,0,0
18011,IN,1,199,713479
18011,IN,2,206,3558966
18011,IN,3,363,13569117
18011,IN,4,297,18562223
18011,IN,5,170,14589335
18011,IN,6,133,17149134
18011,IN,7,30,9747850
18011,IN,8,0,0
18015,IN,1,423,1321283
18015,IN,2,411,7052476
18015,IN,3,528,19150468
18015,IN,4,448,27796529
18015,IN,5,223,19213455
18015,IN,6,213,29121241
18015,IN,7,11,4933055
18015,IN,8,0,0
18017,IN,1,3055,12275923
18017,IN,2,3727,64918167
18017,IN,3,4170,147617027
18017,IN,4,2073,127133796
18017,IN,5,981,84065258
18017,IN,6,697,90248451
18017,IN,7,119,46934612
18017,IN,8,0,0
18019,IN,1,7314,32247886
18019,IN,2,10009,173867235
18019,IN,3,11273,403866466
18019,IN,4,5989,367220925
18019,IN,5,3248,278922859
18019,IN,6,2324,296069752
18019,IN,7,340,125562723
18019,IN,8,0,0
18023,IN,1,454,1661399
18023,IN,2,378,6436466
18023,IN,3,522,19048843
18023,IN,4,371,23143148
18023,IN,5,249,21435918
18023,IN,6,177,21989171
18023,IN,7,14,4258300
18023,IN,8,0,0
18025,IN,1,70,152217
18025,IN,2,91,1566925
18025,IN,3,107,3678519
18025,IN,4,40,2371884
18025,IN,5,21,2005242
18025,IN,6,0,0
18025,IN,7,0,0
18025,IN,8,0,0
18027,IN,1,2393,9734922
18027,IN,2,2578,45486975
18027,IN,3,2426,86368952
18027,IN,4,1364,84192190
18027,IN,5,811,69931910
18027,IN,6,583,74193006
18027,IN,7,99,45132651
18027,IN,8,0,0
18029,IN,1,2341,9265080
18029,IN,2,2127,36487880
18029,IN,3,2599,94775157
18029,IN,4,1962,121345301
18029,IN,5,1481,128215266
18029,IN,6,1450,186633403
18029,IN,7,215,76615954
18029,IN,8,0,0
18031,IN,1,517,2047910
18031,IN,2,514,8870200
18031,IN,3,616,22071477
18031,IN,4,373,23000694
18031,IN,5,240,20760905
18031,IN,6,172,23407559
18031,IN,7,13,3918629
18031,IN,8,0,0
18033,IN,1,3751,14042345
18033,IN,2,3806,65146727
18033,IN,3,4467,161789140
18033,IN,4,2785,172509952
18033,IN,5,1605,137690301
18033,IN,6,1172,151055663
18033,IN,7,202,80343368
18033,IN,8,0,0
18035,IN,1,6936,29756380
18035,IN,2,7197,121071924
18035,IN,3,6675,240816998
18035,IN,4,4063,249984307
18035,IN,5,2369,204037537
18035,IN,6,2154,279005652
18035,IN,7,525,214612415
18035,IN,8,0,0
18037,IN,1,2500,10195170
18037,IN,2,1968,34385460
18037,IN,3,2822,100763350
18037,IN,4,1776,110150529
18037,IN,5,1115,96310348
18037,IN,6,956,123637357
18037,IN,7,277,181108929
18037,IN,8,0,0
18039,IN,1,14121,56400645
18039,IN,2,19225,337724104
18039,IN,3,21062,747759000
18039,IN,4,10124,621732237
18039,IN,5,5165,443489356
18039,IN,6,3877,496656730
18039,IN,7,1018,493338661
18039,IN,8,0,0
18043,IN,1,6870,28233432
18043,IN,2,7997,136927452
18043,IN,3,8399,302788711
18043,IN,4,5057,311555898
18043,IN,5,3166,273823324
18043,IN,6,3431,448510049
18043,IN,7,794,315568519
18043,IN,8,0,0
18045,IN,1,381,1195609
18045,IN,2,468,8291512
18045,IN,3,498,18151131
18045,IN,4,262,16101783
18045,IN,5,184,15708676
18045,IN,6,96,11593539
18045,IN,7,10,3096191
18045,IN,8,0,0
18047,IN,1,2320,7996008
18047,IN,2,2284,38960653
18047,IN,3,2595,94807853
18047,IN,4,1740,107928778
18047,IN,5,1076,93075921
18047,IN,6,812,103094759
18047,IN,7,93,34280537
18047,IN,8,0,0
18049,IN,1,72,226233
18049,IN,2,70,1232845
18049,IN,3,68,2430228
18049,IN,4,78,4774776
18049,IN,5,40,3441256
18049,IN,6,18,2258039
18049,IN,7,0,0
18049,IN,8,0,0
18051,IN,1,2200,9247331
18051,IN,2,2071,35027866
18051,IN,3,2412,86799053
18051,IN,4,1645,102092861
18051,IN,5,953,81639247
18051,IN,6,726,93785537
18051,IN,7,91,40236976
18051,IN,8,0,0
18053,IN,1,5354,22694318
18053,IN,2,6306,107474482
18053,IN,3,5657,202852835
18053,IN,4,3130,193105421
18053,IN,5,1582,135889607
18053,IN,6,1129,146758522
18053,IN,7,65,26710042
18053,IN,8,0,0
18055,IN,1,2211,9321419
18055,IN,2,2187,37401199
18055,IN,3,2306,83296407
18055,IN,4,1502,92120750
18055,IN,5,875,75290321
18055,IN,6,667,85926186
18055,IN,7,39,11092311
18055,IN,8,0,0
18057,IN,1,17126,45117712
18057,IN,2,11282,193629080
18057,IN,3,16141,597622571
18057,IN,4,13169,819086305
18057,IN,5,11640,1014033299
18057,IN,6,20212,2749517079
18057,IN,7,8076,3621986176
18057,IN,8,0,0
18059,IN,1,681,1906913
18059,IN,2,489,8259319
18059,IN,3,760,28416457
18059,IN,4,685,42688387
18059,IN,5,584,50323779
18059,IN,6,781,102808440
18059,IN,7,278,111509971
18059,IN,8,0,0
18061,IN,1,4093,15271134
18061,IN,2,4378,75536253
18061,IN,3,5216,190209209
18061,IN,4,3505,217012944
18061,IN,5,2235,192152343
18061,IN,6,2069,265168074
18061,IN,7,294,122617203
18061,IN,8,0,0
18063,IN,1,11761,44996350
18063,IN,2,10903,187278934
18063,IN,3,13993,512868914
18063,IN,4,10428,648723264
18063,IN,5,8178,709150779
18063,IN,6,9539,1242922620
18063,IN,7,1456,510878786
18063,IN,8,0,0
18065,IN,1,6916,31227499
18065,IN,2,8111,137391586
18065,IN,3,7611,273035606
18065,IN,4,4051,248464572
18065,IN,5,2025,173867046
18065,IN,6,1388,178707992
18065,IN,7,174,75246707
18065,IN,8,0,0
18067,IN,1,451,1530404
18067,IN,2,474,8219014
18067,IN,3,528,19190546
18067,IN,4,386,23827288
18067,IN,5,209,17842959
18067,IN,6,190,24545323
18067,IN,7,40,14145353
18067,IN,8,0,0
18071,IN,1,4328,18354248
18071,IN,2,4860,84602190
18071,IN,3,6018,215503263
18071,IN,4,3323,205173885
18071,IN,5,1799,154719116
18071,IN,6,1831,241685861
18071,IN,7,529,244733183
18071,IN,8,0,0
18073,IN,1,677,2167101
18073,IN,2,583,9788757
18073,IN,3,746,27826810
18073,IN,4,599,37507234
18073,IN,5,476,40988979
18073,IN,6,342,42489140
18073,IN,7,37,16972613
18073,IN,8,0,0
18075,IN,1,704,2593774
18075,IN,2,837,14525802
18075,IN,3,809,28638776
18075,IN,4,483,29705227
18075,IN,5,197,16787378
18075,IN,6,86,10929860
18075,IN,7,13,6065543
18075,IN,8,0,0
18077,IN,1,466,2142864
18077,IN,2,518,8784759
18077,IN,3,568,20525119
18077,IN,4,381,23262126
18077,IN,5,210,18090791
18077,IN,6,129,16122107
18077,IN,7,20,6004500
18077,IN,8,0,0
18079,IN,1,6109,23735996
18079,IN,2,7191,125662997
18079,IN,3,8744,311795455
18079,IN,4,4439,272464565
18079,IN,5,2222,190495651
18079,IN,6,1494,188854863
18079,IN,7,173,79109909
18079,IN,8,0,0
18081,IN,1,8436,32588555
18081,IN,2,8648,149099563
18081,IN,3,10642,387180709
18081,IN,4,7219,447608282
18081,IN,5,5271,456533331
18081,IN,6,6064,793113730
18081,IN,7,1197,504748783
18081,IN,8,0,0
18083,IN,1,4117,16662420
18083,IN,2,3725,63395031
18083,IN,3,3690,132472363
18083,IN,4,2306,142514749
18083,IN,5,1346,115226990
18083,IN,6,1024,134841168
18083,IN,7,182,66732855
18083,IN,8,0,0
18085,IN,1,5896,21480610
18085,IN,2,6189,107744152
18085,IN,3,7733,280486295
18085,IN,4,4582,281596182
18085,IN,5,2496,214449790
18085,IN,6,2175,282863246
18085,IN,7,626,285369253
18085,IN,8,0,0
18087,IN,1,2158,6745346
18087,IN,2,2009,34758769
18087,IN,3,2892,106631362
18087,IN,4,1465,88758570
18087,IN,5,709,60967595
18087,IN,6,554,72022784
18087,IN,7,141,60298828
18087,IN,8,0,0
18089,IN,1,36054,161176395
18089,IN,2,43644,730232308
18089,IN,3,41043,1481735389
18089,IN,4,24275,1496599604
18089,IN,5,15636,1351890281
18089,IN,6,15225,1963621594
18089,IN,7,2257,984282778
18089,IN,8,0,0
18091,IN,1,5265,21759800
18091,IN,2,5297,90164193
18091,IN,3,6227,226504405
18091,IN,4,3915,241660841
18091,IN,5,2778,240009113
18091,IN,6,2339,299604232
18091,IN,7,317,122847032
18091,IN,8,0,0
18093,IN,1,332,1278863
18093,IN,2,384,6641105
18093,IN,3,428,15095101
18093,IN,4,222,13612726
18093,IN,5,98,8221818
18093,IN,6,62,8419899
18093,IN,7,0,0
18093,IN,8,0,0
18095,IN,1,15430,63981143
18095,IN,2,18745,319168160
18095,IN,3,19865,718751915
18095,IN,4,11692,718657679
18095,IN,5,6904,595867619
18095,IN,6,6167,797558334
18095,IN,7,1144,436927159
18095,IN,8,0,0
18097,IN,1,85030,370414591
18097,IN,2,111231,1923216422
18097,IN,3,118389,4230167589
18097,IN,4,54481,3338942709
18097,IN,5,30721,2650251978
18097,IN,6,32181,4231853841
18097,IN,7,9851,4787741217
18097,IN,8,0,0
18099,IN,1,1181,4794291
18099,IN,2,1344,23482695
18099,IN,3,1702,61153933
18099,IN,4,982,59930102
18099,IN,5,519,44477866
18099,IN,6,271,36556532
18099,IN,7,17,5062326
18099,IN,8,0,0
18101,IN,1,1414,4714133
18101,IN,2,1438,25014457
18101,IN,3,1742,62701238
18101,IN,4,991,61244674
18101,IN,5,551,47158704
18101,IN,6,458,58002889
18101,IN,7,39,14700706
18101,IN,8,0,0
18103,IN,1,7243,29576299
18103,IN,2,7436,126277580
18103,IN,3,7454,268870727
18103,IN,4,4728,292220003
18103,IN,5,2846,245503428
18103,IN,6,2295,293553798
18103,IN,7,278,109557374
18103,IN,8,0,0
18105,IN,1,14274,55269271
18105,IN,2,14555,247510609
18105,IN,3,14570,526920160
18105,IN,4,8727,537453407
18105,IN,5,5289,457003537
18105,IN,6,5412,714563750
18105,IN,7,1379,623523297
18105,IN,8,0,0
18107,IN,1,3898,14902156
18107,IN,2,4065,70406292
18107,IN,3,4623,166277267
18107,IN,4,2671,165441477
18107,IN,5,1655,142208712
18107,IN,6,1292,167055039
18107,IN,7,168,65636350
18107,IN,8,0,0
18109,IN,1,7817,29521757
18109,IN,2,8051,137994723
18109,IN,3,9878,362029765
18109,IN,4,6687,413751029
18109,IN,5,4621,399470944
18109,IN,6,4362,561025855
18109,IN,7,699,255403314
18109,IN,8,0,0
18111,IN,1,2384,8966835
18111,IN,2,2285,38757686
18111,IN,3,2723,99698450
18111,IN,4,2017,125142726
18111,IN,5,1289,110936288
18111,IN,6,959,123229972
18111,IN,7,78,45156282
18111,IN,8,0,0
18113,IN,1,5830,21666738
18113,IN,2,6429,111560964
18113,IN,3,8389,304801781
18113,IN,4,4488,275914752
18113,IN,5,2359,202034123
18113,IN,6,1549,203661156
18113,IN,7,274,118869296
18113,IN,8,0,0
18115,IN,1,1068,4188122
18115,IN,2,1090,18664021
18115,IN,3,1268,46131197
18115,IN,4,831,51159309
18115,IN,5,492,42269037
18115,IN,6,380,48156207
18115,IN,7,38,29700935
18115,IN,8,0,0
18117,IN,1,3302,12860717
18117,IN,2,3840,66160768
18117,IN,3,3985,143072901
18117,IN,4,2095,127902284
18117,IN,5,998,85942615
18117,IN,6,674,87579842
18117,IN,7,65,26746101
18117,IN,8,0,0
18119,IN,1,4994,19853252
18119,IN,2,5400,92489599
18119,IN,3,5622,201947017
18119,IN,4,3246,200036190
18119,IN,5,1793,153537288
18119,IN,6,1280,166714931
18119,IN,7,154,73060862
18119,IN,8,0,0
18121,IN,1,1511,4706756
18121,IN,2,1562,26462435
18121,IN,3,1662,60107618
18121,IN,4,960,59198929
18121,IN,5,513,44122439
18121,IN,6,404,54457990
18121,IN,7,27,11655520
18121,IN,8,0,0
18123,IN,1,2318,9703390
18123,IN,2,2365,40589142
18123,IN,3,2728,98602404
18123,IN,4,1716,105118038
18123,IN,5,837,71694610
18123,IN,6,460,58718992
18123,IN,7,36,13600032
18123,IN,8,0,0
18125,IN,1,2428,10051095
18125,IN,2,2399,41825445
18125,IN,3,2688,96291569
18125,IN,4,1811,111838456
18125,IN,5,1041,89555186
18125,IN,6,694,90146730
18125,IN,7,82,43011504
18125,IN,8,0,0
18127,IN,1,28512,114840627
18127,IN,2,29114,491524445
18127,IN,3,30282,1103068087
18127,IN,4,21510,1334208474
18127,IN,5,16627,1443310696
18127,IN,6,18289,2358239218
18127,IN,7,2900,1245404606
18127,IN,8,0,0
18129,IN,1,459,1829933
18129,IN,2,439,7572469
18129,IN,3,503,18669273
18129,IN,4,334,20620974
18129,IN,5,275,23742498
18129,IN,6,203,25696008
18129,IN,7,37,20476711
18129,IN,8,0,0
18131,IN,1,404,1400524
18131,IN,2,414,7240547
18131,IN,3,475,17280758
18131,IN,4,273,16790808
18131,IN,5,149,12666436
18131,IN,6,79,10074557
18131,IN,7,0,0
18131,IN,8,0,0
18133,IN,1,4532,16427304
18133,IN,2,4611,78796091
18133,IN,3,5186,187586468
18133,IN,4,3461,213020846
18133,IN,5,2063,177397962
18133,IN,6,1602,210759404
18133,IN,7,138,50219130
18133,IN,8,0,0
18135,IN,1,4564,16820079
18135,IN,2,4982,85850128
18135,IN,3,5064,182283857
18135,IN,4,2951,181618233
18135,IN,5,1478,126463902
18135,IN,6,938,121424882
18135,IN,7,149,57864107
18135,IN,8,0,0
18137,IN,1,3814,13142752
18137,IN,2,3541,60533334
18137,IN,3,4297,157197143
18137,IN,4,2945,181809714
18137,IN,5,1662,143061080
18137,IN,6,1291,167714865
18137,IN,7,219,98195323
18137,IN,8,0,0
18139,IN,1,4406,15592192
18139,IN,2,4384,75398237
18139,IN,3,5295,190286092
18139,IN,4,3142,193458658
18139,IN,5,1709,146707266
18139,IN,6,1299,166905260
18139,IN,7,172,57065860
18139,IN,8,0,0
18141,IN,1,28108,116620087
18141,IN,2,31166,533005452
18141,IN,3,32835,1178139674
18141,IN,4,17960,1106237181
18141,IN,5,10572,913158077
18141,IN,6,10003,1303506794
18141,IN,7,2596,1195024027
18141,IN,8,0,0
18143,IN,1,1557,6361834
18143,IN,2,1795,30847295
18143,IN,3,2196,78358950
18143,IN,4,1182,72852226
18143,IN,5,557,47747308
18143,IN,6,341,44557664
18143,IN,7,12,3251019
18143,IN,8,0,0
18145,IN,1,12880,49681526
18145,IN,2,13045,225914516
18145,IN,3,15885,576742631
18145,IN,4,10404,643255816
18145,IN,5,7093,612377977
18145,IN,6,7214,939202841
18145,IN,7,1183,425372946
18145,IN,8,0,0
18147,IN,1,2372,7936146
18147,IN,2,1914,33210582
18147,IN,3,2391,87009452
18147,IN,4,1720,106479603
18147,IN,5,1070,91860531
18147,IN,6,712,91658731
18147,IN,7,63,39409150
18147,IN,8,0,0
18149,IN,1,5591,21332285
18149,IN,2,6121,105774913
18149,IN,3,6896,248837092
18149,IN,4,3887,239866614
18149,IN,5,2075,178282705
18149,IN,6,1501,191940895
18149,IN,7,200,97493953
18149,IN,8,0,0
18151,IN,1,5360,18034556
18151,IN,2,5671,97866088
18151,IN,3,6391,230843630
18151,IN,4,3482,212708882
18151,IN,5,1889,162118281
18151,IN,6,1303,168647405
18151,IN,7,271,128378108
18151,IN,8,0,0
18153,IN,1,2145,9629964
18153,IN,2,2232,38030277
18153,IN,3,2224,81009318
18153,IN,4,1448,88914970
18153,IN,5,893,76965402
18153,IN,6,549,72938807
18153,IN,7,39,11527741
18153,IN,8,0,0
18155,IN,1,4144,15665251
18155,IN,2,4383,74983215
18155,IN,3,4833,174102501
18155,IN,4,2869,176426695
18155,IN,5,1517,130534643
18155,IN,6,1120,141706539
18155,IN,7,161,84262785
18155,IN,8,0,0
18157,IN,1,13500,57986712
18157,IN,2,15770,271210868
18157,IN,3,16070,578267535
18157,IN,4,9421,578970264
18157,IN,5,5444,469087670
18157,IN,6,4420,570509392
18157,IN,7,799,340495157
18157,IN,8,0,0
18159,IN,1,7574,29983492
18159,IN,2,7943,134193974
18159,IN,3,8697,315289581
18159,IN,4,5721,355737493
18159,IN,5,3677,316454812
18159,IN,6,3169,407387316
18159,IN,7,417,157153601
18159,IN,8,0,0
18161,IN,1,728,2555479
18161,IN,2,756,13020300
18161,IN,3,812,29288406
18161,IN,4,477,29098002
18161,IN,5,236,20206066
18161,IN,6,166,20670889
18161,IN,7,12,3265778
18161,IN,8,0,0
18163,IN,1,19929,88197376
18163,IN,2,21899,374057542
18163,IN,3,21517,773671209
18163,IN,4,12874,793813201
18163,IN,5,7775,670897285
18163,IN,6,6841,884475256
18163,IN,7,1622,789452164
18163,IN,8,0,0
18165,IN,1,561,2329666
18165,IN,2,560,9464694
18165,IN,3,690,25286959
18165,IN,4,408,25188145
18165,IN,5,250,21738145
18165,IN,6,199,25379125
18165,IN,7,0,0
18165,IN,8,0,0
18167,IN,1,13927,61728840
18167,IN,2,14819,250556236
18167,IN,3,13883,501394957
18167,IN,4,8194,503004901
18167,IN,5,4704,404415229
18167,IN,6,3950,513728180
18167,IN,7,778,316444460
18167,IN,8,0,0
18169,IN,1,8740,34781532
18169,IN,2,9032,155430777
18169,IN,3,9879,358506445
18169,IN,4,6133,377097620
18169,IN,5,3268,280173031
18169,IN,6,2114,272648963
18169,IN,7,270,106123516
18169,IN,8,0,0
18171,IN,1,2143,8788565
18171,IN,2,2202,37821129
18171,IN,3,2561,93347681
18171,IN,4,1766,108364093
18171,IN,5,997,85747870
18171,IN,6,654,85029191
18171,IN,7,100,53743733
18171,IN,8,0,0
18173,IN,1,6757,25743187
18173,IN,2,6445,110543171
18173,IN,3,7190,261429895
18173,IN,4,5629,349383506
18173,IN,5,3786,327184458
18173,IN,6,3691,480879404
18173,IN,7,969,416690413
18173,IN,8,0,0
18175,IN,1,6039,22399492
18175,IN,2,7015,121425284
18175,IN,3,7721,277740023
18175,IN,4,4425,271377638
18175,IN,5,2120,182096763
18175,IN,6,1457,186440035
18175,IN,7,199,75211898
18175,IN,8,0,0
18177,IN,1,10870,43170437
18177,IN,2,11401,193902335
18177,IN,3,11247,403441900
18177,IN,4,6266,384303660
18177,IN,5,3079,265013556
18177,IN,6,2105,271412055
18177,IN,7,430,191171527
18177,IN,8,0,0
18179,IN,1,9089,36749599
18179,IN,2,9881,169759540
18179,IN,3,10611,382597182
18179,IN,4,6738,415686990
18179,IN,5,3606,309454625
18179,IN,6,2479,316632239
18179,IN,7,432,201773791
18179,IN,8,0,0
18181,IN,1,11382,42347241
18181,IN,2,10176,174233073
18181,IN,3,10151,367588097
18181,IN,4,6338,389645093
18181,IN,5,4024,347199097
18181,IN,6,4362,581705775
18181,IN,7,1120,426487904
18181,IN,8,0,0
18183,IN,1,8008,28542844
18183,IN,2,7688,132761898
18183,IN,3,9159,331907291
18183,IN,4,6494,402842682
18183,IN,5,4077,351511913
18183,IN,6,3847,502858649
18183,IN,7,1245,727259620
18183,IN,8,0,0
19001,IA,1,364,867750
19001,IA,2,422,7336160
19001,IA,3,533,19434954
19001,IA,4,317,19716600
19001,IA,5,138,11975860
19001,IA,6,115,15446940
19001,IA,7,15,5609517
19001,IA,8,0,0
19003,IA,1,45,166072
19003,IA,2,75,1293396
19003,IA,3,76,2646756
19003,IA,4,49,3026994
19003,IA,5,19,1619254
19003,IA,6,15,1989855
19003,IA,7,0,0
19003,IA,8,0,0
19005,IA,1,449,524848
19005,IA,2,524,9216852
19005,IA,3,545,19972406
19005,IA,4,333,20418693
19005,IA,5,180,16247088
19005,IA,6,112,16215301
19005,IA,7,0,0
19005,IA,8,0,0
19007,IA,1,988,3331633
19007,IA,2,1042,17859433
19007,IA,3,1124,40078590
19007,IA,4,545,33268897
19007,IA,5,249,21407583
19007,IA,6,169,21173235
19007,IA,7,27,9388047
19007,IA,8,0,0
19011,IA,1,1145,4144903
19011,IA,2,1289,22293473
19011,IA,3,1634,60433885
19011,IA,4,1200,74780276
19011,IA,5,873,75071143
19011,IA,6,687,89962781
19011,IA,7,72,25391123
19011,IA,8,0,0
19013,IA,1,6768,33273583
19013,IA,2,10101,174937075
19013,IA,3,10412,370020183
19013,IA,4,5321,326862458
19013,IA,5,2807,241270415
19013,IA,6,2130,270202832
19013,IA,7,444,217904519
19013,IA,8,0,0
19015,IA,1,278,934488
19015,IA,2,278,4864703
19015,IA,3,355,13095147
19015,IA,4,250,15377579
19015,IA,5,200,17274306
19015,IA,6,113,13965759
19015,IA,7,15,5938676
19015,IA,8,0,0
19017,IA,1,523,1392432
19017,IA,2,685,11922585
19017,IA,3,901,32744664
19017,IA,4,729,45381795
19017,IA,5,471,40771118
19017,IA,6,408,54634788
19017,IA,7,58,31798794
19017,IA,8,0,0
19019,IA,1,1400,4125296
19019,IA,2,1711,29770305
19019,IA,3,2142,77917331
19019,IA,4,1437,88762994
19019,IA,5,858,73417046
19019,IA,6,583,75227304
19019,IA,7,87,37785587
19019,IA,8,0,0
19023,IA,1,1357,4814027
19023,IA,2,1657,28792959
19023,IA,3,1940,71640139
19023,IA,4,1506,93562494
19023,IA,5,972,83733858
19023,IA,6,778,101341353
19023,IA,7,129,65494042
19023,IA,8,0,0
19025,IA,1,263,996729
19025,IA,2,229,3998149
19025,IA,3,283,10490307
19025,IA,4,190,11818650
19025,IA,5,116,10001213
19025,IA,6,80,10185622
19025,IA,7,22,7313370
19025,IA,8,0,0
19027,IA,1,1352,5139255
19027,IA,2,1399,24186032
19027,IA,3,1549,56184657
19027,IA,4,1095,67862750
19027,IA,5,598,51245553
19027,IA,6,508,69020581
19027,IA,7,166,85112737
19027,IA,8,0,0
19029,IA,1,62,162896
19029,IA,2,87,1382600
19029,IA,3,98,3687268
19029,IA,4,45,2729292
19029,IA,5,19,1643663
19029,IA,6,17,3918188
19029,IA,7,0,0
19029,IA,8,0,0
19031,IA,1,594,1705266
19031,IA,2,743,13086517
19031,IA,3,960,34997950
19031,IA,4,678,41955086
19031,IA,5,400,34403524
19031,IA,6,291,37384824
19031,IA,7,31,16464525
19031,IA,8,0,0
19033,IA,1,1062,3813547
19033,IA,2,1230,21306286
19033,IA,3,1351,49315488
19033,IA,4,871,54028358
19033,IA,5,526,45463150
19033,IA,6,487,65873650
19033,IA,7,135,65615949
19033,IA,8,0,0
19035,IA,1,851,3137346
19035,IA,2,931,16018542
19035,IA,3,1083,39057951
19035,IA,4,696,43145725
19035,IA,5,333,28412254
19035,IA,6,261,34386775
19035,IA,7,45,14510900
19035,IA,8,0,0
19037,IA,1,155,513816
19037,IA,2,153,2647349
19037,IA,3,231,8370894
19037,IA,4,152,9267554
19037,IA,5,63,5461744
19037,IA,6,58,9120701
19037,IA,7,0,0
19037,IA,8,0,0
19039,IA,1,591,1967882
19039,IA,2,768,13213957
19039,IA,3,947,34054223
19039,IA,4,448,27552836
19039,IA,5,219,18808772
19039,IA,6,141,17652486
19039,IA,7,22,7365463
19039,IA,8,0,0
19041,IA,1,1312,5537120
19041,IA,2,1670,29373711
19041,IA,3,1839,66012153
19041,IA,4,1135,69996078
19041,IA,5,573,49278463
19041,IA,6,436,58102296
19041,IA,7,123,60614975
19041,IA,8,0,0
19043,IA,1,815,179252
19043,IA,2,1064,18506066
19043,IA,3,1126,40766367
19043,IA,4,726,44909469
19043,IA,5,328,28228243
19043,IA,6,223,30183637
19043,IA,7,36,21909030
19043,IA,8,0,0
19045,IA,1,3811,16784715
19045,IA,2,5034,86172423
19045,IA,3,5128,187134663
19045,IA,4,3382,209139513
