,FIPS,agi_stub,N1,MARS1,MARS2,MARS4,NUMDEP,A00100,A02650,total_people,agi_per_person,State,County,"Population Estimate, 2013",PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS13,FOODINSEC_13_15,VLFOODSEC_13_15
1256,06079,3,19990.0,7030.0,10850.0,1870.0,16300.0,1229190.0,1250314.0,45030.0,27.29713524317122,CA,San Luis Obispo,276191.0,8.5,24.5,12.6,4.5
1257,06079,4,13070.0,3090.0,9180.0,750.0,9450.0,1132326.0,1150512.0,30900.0,36.64485436893204,CA,San Luis Obispo,276191.0,8.5,24.5,12.6,4.5
1258,06079,5,18000.0,2460.0,15060.0,530.0,14150.0,2433075.0,2476618.0,46730.0,52.06665953349027,CA,San Luis Obispo,276191.0,8.5,24.5,12.6,4.5
1259,06079,6,4820.0,470.0,4100.0,30.0,3710.0,1942096.0,1990764.0,12380.0,156.87366720516962,CA,San Luis Obispo,276191.0,8.5,24.5,12.6,4.5
1260,06081,1,126520.0,93900.0,16770.0,13980.0,45270.0,1561307.0,1602650.0,172710.0,9.040049794453129,CA,San Mateo,748952.0,8.3,21.1,12.6,4.5
1261,06081,2,89890.0,50970.0,22260.0,14760.0,59160.0,3288340.0,3346745.0,154650.0,21.26311024894924,CA,San Mateo,748952.0,8.3,21.1,12.6,4.5
1262,06081,3,57390.0,28740.0,20460.0,6810.0,35260.0,3529230.0,3588064.0,104920.0,33.63734273732368,CA,San Mateo,748952.0,8.3,21.1,12.6,4.5
1263,06081,4,38670.0,15820.0,18920.0,3240.0,24190.0,3355105.0,3406862.0,77850.0,43.09704560051381,CA,San Mateo,748952.0,8.3,21.1,12.6,4.5
1264,06081,5,71290.0,18610.0,47890.0,3990.0,54520.0,9960568.0,10116165.0,168910.0,58.96967615890119,CA,San Mateo,748952.0,8.3,21.1,12.6,4.5
1265,06081,6,49390.0,5650.0,41700.0,1330.0,54010.0,33300828.0,33708523.0,143060.0,232.77525513770445,CA,San Mateo,748952.0,8.3,21.1,12.6,4.5
1266,06083,1,48230.0,35350.0,5720.0,6530.0,20820.0,609410.0,624646.0,67610.0,9.013607454518562,CA,Santa Barbara,435800.0,7.1,18.2,12.6,4.5
1267,06083,2,33150.0,17290.0,9540.0,5790.0,26670.0,1200050.0,1221395.0,63040.0,19.03632614213198,CA,Santa Barbara,435800.0,7.1,18.2,12.6,4.5
1268,06083,3,19150.0,8480.0,8460.0,2010.0,13930.0,1176566.0,1197314.0,39330.0,29.915230104246124,CA,Santa Barbara,435800.0,7.1,18.2,12.6,4.5
1269,06083,4,12620.0,3930.0,7790.0,730.0,8900.0,1093998.0,1113167.0,28410.0,38.50749736008448,CA,Santa Barbara,435800.0,7.1,18.2,12.6,4.5
1270,06083,5,19930.0,3680.0,15380.0,770.0,15010.0,2724163.0,2779455.0,49450.0,55.089241658240645,CA,Santa Barbara,435800.0,7.1,18.2,12.6,4.5
1271,06083,6,8660.0,1210.0,7100.0,130.0,6680.0,4578903.0,4673465.0,22090.0,207.28397464916253,CA,Santa Barbara,435800.0,7.1,18.2,12.6,4.5
1272,06085,1,236630.0,171970.0,30090.0,31570.0,106940.0,2914056.0,2983802.0,339090.0,8.593753870653808,CA,Santa Clara,1866961.0,8.4,19.5,12.6,4.5
1273,06085,2,160890.0,85320.0,40410.0,32420.0,141150.0,5836618.0,5928751.0,307290.0,18.993842949656678,CA,Santa Clara,1866961.0,8.4,19.5,12.6,4.5
1274,06085,3,100450.0,46950.0,37770.0,13820.0,77490.0,6194949.0,6286967.0,199980.0,30.977842784278426,CA,Santa Clara,1866961.0,8.4,19.5,12.6,4.5
1275,06085,4,72010.0,27760.0,36540.0,6480.0,51150.0,6250536.0,6333904.0,151990.0,41.12465293769327,CA,Santa Clara,1866961.0,8.4,19.5,12.6,4.5
1276,06085,5,150190.0,37190.0,103250.0,8260.0,126370.0,21178261.0,21448674.0,370060.0,57.22926282224504,CA,Santa Clara,1866961.0,8.4,19.5,12.6,4.5
1277,06085,6,103760.0,10700.0,89330.0,2450.0,120910.0,56387883.0,56922349.0,310270.0,181.73810874399717,CA,Santa Clara,1866961.0,8.4,19.5,12.6,4.5
1278,06087,1,30050.0,23660.0,2910.0,3200.0,8910.0,367402.0,381055.0,38390.0,9.570252669966138,CA,Santa Cruz,268948.0,7.0,20.2,12.6,4.5
1279,06087,2,18490.0,11290.0,4360.0,2600.0,10200.0,671761.0,689587.0,30210.0,22.236378682555443,CA,Santa Cruz,268948.0,7.0,20.2,12.6,4.5
1280,06087,3,11720.0,5730.0,4570.0,1170.0,6470.0,721609.0,739081.0,21340.0,33.81485473289597,CA,Santa Cruz,268948.0,7.0,20.2,12.6,4.5
1281,06087,4,8160.0,2960.0,4500.0,600.0,4620.0,705645.0,719910.0,16580.0,42.56001206272617,CA,Santa Cruz,268948.0,7.0,20.2,12.6,4.5
1282,06087,5,15190.0,3060.0,11280.0,790.0,11150.0,2118330.0,2162142.0,36770.0,57.61028011966277,CA,Santa Cruz,268948.0,7.0,20.2,12.6,4.5
1283,06087,6,6930.0,830.0,5810.0,160.0,6550.0,3001550.0,3058442.0,19000.0,157.9763157894737,CA,Santa Cruz,268948.0,7.0,20.2,12.6,4.5
1284,06089,1,23810.0,15710.0,4340.0,3510.0,10120.0,296787.0,302705.0,34510.0,8.600028977108085,CA,Shasta,179062.0,9.4,26.5,12.6,4.5
1285,06089,2,13560.0,5910.0,5490.0,2070.0,8970.0,491309.0,499431.0,25860.0,18.99880123743233,CA,Shasta,179062.0,9.4,26.5,12.6,4.5
1286,06089,3,8160.0,2260.0,5140.0,590.0,5650.0,501341.0,509122.0,18190.0,27.56135239142386,CA,Shasta,179062.0,9.4,26.5,12.6,4.5
1287,06089,4,5230.0,900.0,4040.0,230.0,3890.0,451150.0,457464.0,12870.0,35.054390054390055,CA,Shasta,179062.0,9.4,26.5,12.6,4.5
1288,06089,5,5990.0,560.0,5210.0,180.0,4950.0,805452.0,818561.0,15930.0,50.56195856873823,CA,Shasta,179062.0,9.4,26.5,12.6,4.5
1289,06089,6,1170.0,90.0,1020.0,0.0,1050.0,415068.0,430114.0,3180.0,130.5245283018868,CA,Shasta,179062.0,9.4,26.5,12.6,4.5
1290,06091,1,410.0,290.0,90.0,30.0,150.0,5169.0,5338.0,620.0,8.337096774193549,CA,Sierra,3039.0,9.6,22.5,12.6,4.5
1291,06091,2,220.0,100.0,120.0,40.0,160.0,8180.0,8413.0,500.0,16.36,CA,Sierra,3039.0,9.6,22.5,12.6,4.5
1292,06091,3,210.0,40.0,160.0,0.0,140.0,14792.0,14992.0,500.0,29.584,CA,Sierra,3039.0,9.6,22.5,12.6,4.5
1293,06091,4,90.0,0.0,80.0,0.0,50.0,8908.0,8981.0,210.0,42.41904761904762,CA,Sierra,3039.0,9.6,22.5,12.6,4.5
1294,06091,5,70.0,0.0,50.0,0.0,50.0,10279.0,10247.0,150.0,68.52666666666667,CA,Sierra,3039.0,9.6,22.5,12.6,4.5
1296,06093,1,7740.0,4630.0,1770.0,1340.0,3700.0,95211.0,97743.0,11870.0,8.021145745577085,CA,Siskiyou,43632.0,8.6,23.2,12.6,4.5
1297,06093,2,4450.0,1880.0,1910.0,650.0,3090.0,160604.0,163346.0,8790.0,18.271217292377703,CA,Siskiyou,43632.0,8.6,23.2,12.6,4.5
1298,06093,3,2590.0,700.0,1760.0,140.0,1720.0,158466.0,161196.0,5940.0,26.677777777777777,CA,Siskiyou,43632.0,8.6,23.2,12.6,4.5
1299,06093,4,1480.0,170.0,1180.0,30.0,1050.0,133231.0,135255.0,3580.0,37.21536312849162,CA,Siskiyou,43632.0,8.6,23.2,12.6,4.5
1300,06093,5,1300.0,120.0,1130.0,0.0,850.0,178298.0,181809.0,3230.0,55.20061919504644,CA,Siskiyou,43632.0,8.6,23.2,12.6,4.5
1301,06093,6,160.0,0.0,150.0,0.0,100.0,53868.0,55219.0,400.0,134.67,CA,Siskiyou,43632.0,8.6,23.2,12.6,4.5
1302,06095,1,65220.0,45980.0,7380.0,10920.0,32000.0,840537.0,855452.0,92740.0,9.063370713823593,CA,Solano,423972.0,9.8,30.1,12.6,4.5
1303,06095,2,45850.0,21600.0,13190.0,10150.0,41390.0,1674542.0,1694174.0,89370.0,18.737182499720266,CA,Solano,423972.0,9.8,30.1,12.6,4.5
1304,06095,3,27880.0,10240.0,12920.0,4190.0,24620.0,1713310.0,1731843.0,60700.0,28.225864909390445,CA,Solano,423972.0,9.8,30.1,12.6,4.5
1305,06095,4,17850.0,4280.0,11600.0,1710.0,16080.0,1546573.0,1562872.0,43560.0,35.50443067033976,CA,Solano,423972.0,9.8,30.1,12.6,4.5
1306,06095,5,26510.0,3430.0,21500.0,1450.0,25750.0,3584154.0,3623011.0,72180.0,49.65577722360765,CA,Solano,423972.0,9.8,30.1,12.6,4.5
1307,06095,6,6180.0,450.0,5500.0,70.0,5840.0,2215337.0,2260070.0,17290.0,128.12822440717179,CA,Solano,423972.0,9.8,30.1,12.6,4.5
1308,06097,1,77450.0,58060.0,8970.0,9550.0,30190.0,976641.0,1007475.0,106190.0,9.197108955645541,CA,Sonoma,494657.0,7.9,20.9,12.6,4.5
1309,06097,2,54420.0,28690.0,15210.0,9760.0,43040.0,1978165.0,2021207.0,102150.0,19.365296133137544,CA,Sonoma,494657.0,7.9,20.9,12.6,4.5
1310,06097,3,33000.0,13870.0,15080.0,3630.0,23900.0,2032187.0,2074339.0,67930.0,29.915898719269837,CA,Sonoma,494657.0,7.9,20.9,12.6,4.5
1311,06097,4,21750.0,6040.0,13870.0,1580.0,15630.0,1884284.0,1921067.0,49410.0,38.13568103622748,CA,Sonoma,494657.0,7.9,20.9,12.6,4.5
1312,06097,5,32750.0,5360.0,25910.0,1450.0,25430.0,4466313.0,4560356.0,82610.0,54.06504055199128,CA,Sonoma,494657.0,7.9,20.9,12.6,4.5
1313,06097,6,10830.0,1270.0,9060.0,150.0,8640.0,4831187.0,4959093.0,28030.0,172.35772386728505,CA,Sonoma,494657.0,7.9,20.9,12.6,4.5
1314,06099,1,87220.0,55120.0,13510.0,17680.0,58450.0,1111196.0,1129694.0,140590.0,7.903805391564123,CA,Stanislaus,524744.0,9.7,32.6,12.6,4.5
1315,06099,2,52620.0,20060.0,19440.0,12400.0,60700.0,1896927.0,1919374.0,119640.0,15.855290872617854,CA,Stanislaus,524744.0,9.7,32.6,12.6,4.5
1316,06099,3,28890.0,8170.0,16420.0,3900.0,32100.0,1769122.0,1789892.0,73110.0,24.19808507728081,CA,Stanislaus,524744.0,9.7,32.6,12.6,4.5
1317,06099,4,17770.0,3370.0,12810.0,1460.0,18450.0,1535870.0,1554600.0,47440.0,32.375,CA,Stanislaus,524744.0,9.7,32.6,12.6,4.5
1318,06099,5,22840.0,2780.0,19100.0,930.0,23710.0,3072054.0,3115585.0,64690.0,47.488854537022725,CA,Stanislaus,524744.0,9.7,32.6,12.6,4.5
1319,06099,6,6530.0,440.0,5770.0,60.0,6780.0,2540019.0,2599531.0,18760.0,135.39546908315566,CA,Stanislaus,524744.0,9.7,32.6,12.6,4.5
1320,06101,1,16520.0,9850.0,3350.0,3120.0,11220.0,215180.0,218705.0,27770.0,7.74864962189413,CA,Sutter,94801.0,8.6,28.7,12.6,4.5
1321,06101,2,10600.0,3670.0,4750.0,2000.0,12350.0,379229.0,384290.0,25520.0,14.86007053291536,CA,Sutter,94801.0,8.6,28.7,12.6,4.5
1322,06101,3,5460.0,1410.0,3410.0,630.0,5920.0,335466.0,340247.0,14150.0,23.707844522968198,CA,Sutter,94801.0,8.6,28.7,12.6,4.5
1323,06101,4,3290.0,540.0,2500.0,200.0,3430.0,282492.0,286807.0,8970.0,31.492976588628764,CA,Sutter,94801.0,8.6,28.7,12.6,4.5
1324,06101,5,3900.0,370.0,3360.0,140.0,3860.0,525413.0,535919.0,10950.0,47.98292237442922,CA,Sutter,94801.0,8.6,28.7,12.6,4.5
1325,06101,6,700.0,30.0,620.0,0.0,640.0,260050.0,269554.0,1910.0,136.15183246073298,CA,Sutter,94801.0,8.6,28.7,12.6,4.5
1326,06103,1,17790.0,10750.0,3650.0,3170.0,10500.0,225725.0,229660.0,28550.0,7.906304728546409,CA,Tehama,62835.0,11.2,27.2,12.6,4.5
1327,06103,2,10930.0,3880.0,4920.0,1970.0,10730.0,393240.0,398393.0,24450.0,16.083435582822087,CA,Tehama,62835.0,11.2,27.2,12.6,4.5
1328,06103,3,5550.0,1260.0,3820.0,450.0,5170.0,340220.0,344609.0,14070.0,24.18052594171997,CA,Tehama,62835.0,11.2,27.2,12.6,4.5
1329,06103,4,3100.0,420.0,2540.0,110.0,2590.0,265809.0,269059.0,8090.0,32.85648949320149,CA,Tehama,62835.0,11.2,27.2,12.6,4.5
1330,06103,5,3010.0,300.0,2640.0,80.0,2490.0,394251.0,400586.0,8070.0,48.85390334572491,CA,Tehama,62835.0,11.2,27.2,12.6,4.5
1331,06103,6,470.0,40.0,410.0,0.0,370.0,167234.0,172481.0,1230.0,135.96260162601627,CA,Tehama,62835.0,11.2,27.2,12.6,4.5
1332,06105,1,1180.0,690.0,390.0,150.0,470.0,14219.0,14668.0,1940.0,7.329381443298969,CA,Trinity,13430.0,10.1,25.1,12.6,4.5
1333,06105,2,660.0,350.0,300.0,20.0,430.0,23584.0,24183.0,1380.0,17.089855072463767,CA,Trinity,13430.0,10.1,25.1,12.6,4.5
1334,06105,3,390.0,30.0,290.0,0.0,120.0,26591.0,27014.0,730.0,36.42602739726028,CA,Trinity,13430.0,10.1,25.1,12.6,4.5
1335,06105,4,80.0,0.0,90.0,0.0,50.0,7441.0,7570.0,230.0,32.35217391304348,CA,Trinity,13430.0,10.1,25.1,12.6,4.5
1336,06105,5,160.0,0.0,120.0,0.0,30.0,24948.0,25281.0,270.0,92.4,CA,Trinity,13430.0,10.1,25.1,12.6,4.5
1338,06107,1,95770.0,54250.0,14990.0,25860.0,90350.0,1294055.0,1311489.0,174580.0,7.412389735364876,CA,Tulare,453354.0,8.0,32.6,12.6,4.5
1339,06107,2,54680.0,15890.0,22810.0,15460.0,80320.0,1928169.0,1947353.0,141830.0,13.59493055065924,CA,Tulare,453354.0,8.0,32.6,12.6,4.5
1340,06107,3,23700.0,5690.0,14120.0,3710.0,28710.0,1451196.0,1468109.0,62640.0,23.167241379310344,CA,Tulare,453354.0,8.0,32.6,12.6,4.5
1341,06107,4,12920.0,1900.0,9780.0,1110.0,14940.0,1116941.0,1132322.0,36400.0,30.685192307692308,CA,Tulare,453354.0,8.0,32.6,12.6,4.5
1342,06107,5,14320.0,1190.0,12630.0,520.0,16300.0,1903017.0,1938396.0,42750.0,44.51501754385965,CA,Tulare,453354.0,8.0,32.6,12.6,4.5
1343,06107,6,2910.0,210.0,2550.0,0.0,2650.0,1363004.0,1418052.0,7960.0,171.23165829145728,CA,Tulare,453354.0,8.0,32.6,12.6,4.5
1344,06109,1,8640.0,5720.0,1720.0,1120.0,3000.0,107301.0,109971.0,12160.0,8.824095394736842,CA,Tuolumne,53940.0,10.1,20.2,12.6,4.5
1345,06109,2,5280.0,2460.0,1980.0,800.0,2910.0,192190.0,195374.0,9330.0,20.59914255091104,CA,Tuolumne,53940.0,10.1,20.2,12.6,4.5
1346,06109,3,3330.0,1120.0,1990.0,240.0,1740.0,204271.0,207350.0,6840.0,29.86418128654971,CA,Tuolumne,53940.0,10.1,20.2,12.6,4.5
1347,06109,4,2170.0,430.0,1630.0,80.0,1360.0,188657.0,191787.0,5050.0,37.35782178217822,CA,Tuolumne,53940.0,10.1,20.2,12.6,4.5
1348,06109,5,2600.0,250.0,2220.0,40.0,1780.0,343500.0,349046.0,6470.0,53.091190108191654,CA,Tuolumne,53940.0,10.1,20.2,12.6,4.5
1349,06109,6,460.0,30.0,380.0,0.0,240.0,153963.0,157881.0,1030.0,149.47864077669902,CA,Tuolumne,53940.0,10.1,20.2,12.6,4.5
1350,06111,1,133030.0,92190.0,17060.0,22390.0,83360.0,1709031.0,1744113.0,209670.0,8.151051652596937,CA,Ventura,839498.0,7.6,20.3,12.6,4.5
1351,06111,2,84200.0,37200.0,26110.0,19680.0,95700.0,3010668.0,3055182.0,185120.0,16.263331892826276,CA,Ventura,839498.0,7.6,20.3,12.6,4.5
1352,06111,3,45470.0,17180.0,21480.0,6120.0,40000.0,2799827.0,2843828.0,100140.0,27.959127221889354,CA,Ventura,839498.0,7.6,20.3,12.6,4.5
1353,06111,4,31240.0,8400.0,19700.0,2830.0,26620.0,2712890.0,2752821.0,74420.0,36.4537758667025,CA,Ventura,839498.0,7.6,20.3,12.6,4.5
1354,06111,5,50750.0,7120.0,40840.0,2510.0,49940.0,6955913.0,7067892.0,138740.0,50.13631973475566,CA,Ventura,839498.0,7.6,20.3,12.6,4.5
1355,06111,6,18470.0,1560.0,16120.0,490.0,19690.0,7462787.0,7604648.0,53490.0,139.51742381753598,CA,Ventura,839498.0,7.6,20.3,12.6,4.5
1356,06113,1,27320.0,19390.0,3420.0,4180.0,13160.0,340579.0,348066.0,39390.0,8.646331556232546,CA,Yolo,206685.0,6.9,22.7,12.6,4.5
1357,06113,2,18150.0,8750.0,5440.0,3700.0,16550.0,658840.0,667383.0,36180.0,18.21006080707573,CA,Yolo,206685.0,6.9,22.7,12.6,4.5
1358,06113,3,10540.0,4030.0,5030.0,1350.0,9300.0,649852.0,659258.0,23390.0,27.7833262077811,CA,Yolo,206685.0,6.9,22.7,12.6,4.5
1359,06113,4,6960.0,1790.0,4600.0,530.0,6160.0,603625.0,611336.0,17150.0,35.19679300291545,CA,Yolo,206685.0,6.9,22.7,12.6,4.5
1360,06113,5,11140.0,1460.0,9130.0,420.0,10560.0,1524037.0,1546489.0,30280.0,50.33147291941876,CA,Yolo,206685.0,6.9,22.7,12.6,4.5
1361,06113,6,3900.0,310.0,3440.0,60.0,3920.0,1422618.0,1458075.0,11110.0,128.04842484248425,CA,Yolo,206685.0,6.9,22.7,12.6,4.5
1362,06115,1,10710.0,6530.0,2100.0,2000.0,6890.0,137751.0,139894.0,17620.0,7.817877412031782,CA,Yuba,73233.0,7.6,24.8,12.6,4.5
1363,06115,2,6870.0,2430.0,3040.0,1370.0,7240.0,248119.0,250883.0,15750.0,15.753587301587302,CA,Yuba,73233.0,7.6,24.8,12.6,4.5
1364,06115,3,3690.0,920.0,2370.0,340.0,3700.0,226241.0,228356.0,9360.0,24.17104700854701,CA,Yuba,73233.0,7.6,24.8,12.6,4.5
1365,06115,4,2210.0,330.0,1740.0,120.0,2150.0,192912.0,194774.0,5960.0,32.36778523489933,CA,Yuba,73233.0,7.6,24.8,12.6,4.5
1366,06115,5,2220.0,210.0,1930.0,50.0,2150.0,290693.0,294733.0,6220.0,46.73520900321543,CA,Yuba,73233.0,7.6,24.8,12.6,4.5
1367,06115,6,240.0,0.0,210.0,0.0,160.0,71096.0,73066.0,580.0,122.57931034482759,CA,Yuba,73233.0,7.6,24.8,12.6,4.5
1368,08001,1,91310.0,58000.0,12100.0,19930.0,59730.0,1201767.0,1222591.0,141930.0,8.467321919255971,CO,Adams,470107.0,7.2,26.3,12.1,5.1
1369,08001,2,67730.0,31480.0,19170.0,15360.0,65700.0,2443819.0,2468979.0,135520.0,18.032902892561985,CO,Adams,470107.0,7.2,26.3,12.1,5.1
1370,08001,3,34620.0,12550.0,17090.0,4340.0,31090.0,2119758.0,2141073.0,77820.0,27.23924441017733,CO,Adams,470107.0,7.2,26.3,12.1,5.1
1371,08001,4,19680.0,4140.0,14020.0,1280.0,17700.0,1700681.0,1718084.0,49880.0,34.09544907778669,CO,Adams,470107.0,7.2,26.3,12.1,5.1
1372,08001,5,23360.0,2700.0,19800.0,820.0,23500.0,3112540.0,3148130.0,65800.0,47.30303951367781,CO,Adams,470107.0,7.2,26.3,12.1,5.1
1373,08001,6,5430.0,330.0,4780.0,80.0,6630.0,1909251.0,1943494.0,16520.0,115.57209443099273,CO,Adams,470107.0,7.2,26.3,12.1,5.1
1374,08003,1,3610.0,2160.0,620.0,820.0,2120.0,45372.0,46184.0,5520.0,8.219565217391304,CO,Alamosa,16253.0,6.7,23.0,12.1,5.1
1375,08003,2,1950.0,810.0,760.0,360.0,1610.0,69660.0,70832.0,3940.0,17.68020304568528,CO,Alamosa,16253.0,6.7,23.0,12.1,5.1
1376,08003,3,930.0,200.0,610.0,60.0,780.0,56237.0,57227.0,2200.0,25.562272727272727,CO,Alamosa,16253.0,6.7,23.0,12.1,5.1
1377,08003,4,530.0,80.0,450.0,20.0,440.0,46667.0,47620.0,1420.0,32.86408450704225,CO,Alamosa,16253.0,6.7,23.0,12.1,5.1
1378,08003,5,450.0,50.0,370.0,0.0,380.0,57672.0,59647.0,1170.0,49.292307692307695,CO,Alamosa,16253.0,6.7,23.0,12.1,5.1
1379,08003,6,120.0,0.0,110.0,0.0,120.0,43805.0,45202.0,340.0,128.83823529411765,CO,Alamosa,16253.0,6.7,23.0,12.1,5.1
1380,08005,1,88890.0,67250.0,8850.0,11290.0,29320.0,1097147.0,1127348.0,114270.0,9.60135643651002,CO,Arapahoe,607660.0,6.3,21.4,12.1,5.1
1381,08005,2,68370.0,40120.0,15180.0,11160.0,38110.0,2502390.0,2544563.0,108590.0,23.044387144304263,CO,Arapahoe,607660.0,6.3,21.4,12.1,5.1
1382,08005,3,43410.0,19700.0,17930.0,4770.0,25960.0,2674961.0,2716087.0,81520.0,32.81355495583906,CO,Arapahoe,607660.0,6.3,21.4,12.1,5.1
1383,08005,4,28920.0,8040.0,18540.0,1930.0,20360.0,2503969.0,2539771.0,65480.0,38.24021075137446,CO,Arapahoe,607660.0,6.3,21.4,12.1,5.1
1384,08005,5,42180.0,6110.0,34230.0,1620.0,36610.0,5687624.0,5770304.0,111180.0,51.15689872279187,CO,Arapahoe,607660.0,6.3,21.4,12.1,5.1
1385,08005,6,14930.0,1420.0,13020.0,300.0,16190.0,7567072.0,7705152.0,43650.0,173.357892325315,CO,Arapahoe,607660.0,6.3,21.4,12.1,5.1
1386,08007,1,1940.0,1350.0,330.0,210.0,670.0,24395.0,25154.0,2680.0,9.102611940298507,CO,Archuleta,12194.0,5.9,16.5,12.1,5.1
1387,08007,2,1400.0,680.0,480.0,210.0,830.0,51604.0,52425.0,2470.0,20.892307692307693,CO,Archuleta,12194.0,5.9,16.5,12.1,5.1
1388,08007,3,1160.0,420.0,600.0,120.0,810.0,71558.0,72466.0,2430.0,29.447736625514402,CO,Archuleta,12194.0,5.9,16.5,12.1,5.1
1389,08007,4,830.0,180.0,550.0,100.0,650.0,72193.0,72977.0,1930.0,37.405699481865284,CO,Archuleta,12194.0,5.9,16.5,12.1,5.1
1390,08007,5,890.0,140.0,710.0,40.0,760.0,117489.0,118715.0,2320.0,50.64181034482758,CO,Archuleta,12194.0,5.9,16.5,12.1,5.1
1391,08007,6,170.0,0.0,140.0,0.0,80.0,55775.0,56795.0,360.0,154.93055555555554,CO,Archuleta,12194.0,5.9,16.5,12.1,5.1
1392,08009,1,1100.0,650.0,230.0,230.0,610.0,13763.0,14183.0,1720.0,8.001744186046512,CO,Baca,3682.0,7.6,19.4,12.1,5.1
1393,08009,2,670.0,240.0,360.0,70.0,540.0,23626.0,24070.0,1500.0,15.750666666666667,CO,Baca,3682.0,7.6,19.4,12.1,5.1
1394,08009,3,320.0,80.0,240.0,0.0,280.0,19516.0,19879.0,840.0,23.233333333333334,CO,Baca,3682.0,7.6,19.4,12.1,5.1
1395,08009,4,140.0,0.0,120.0,0.0,110.0,12338.0,12653.0,350.0,35.25142857142857,CO,Baca,3682.0,7.6,19.4,12.1,5.1
1396,08009,5,120.0,0.0,110.0,0.0,70.0,21669.0,22213.0,290.0,74.72068965517241,CO,Baca,3682.0,7.6,19.4,12.1,5.1
1398,08011,1,1930.0,1180.0,320.0,400.0,1020.0,24138.0,24595.0,2840.0,8.499295774647887,CO,Bent,5738.0,7.0,26.5,12.1,5.1
1399,08011,2,1160.0,500.0,490.0,180.0,940.0,41281.0,41766.0,2420.0,17.058264462809916,CO,Bent,5738.0,7.0,26.5,12.1,5.1
1400,08011,3,590.0,120.0,420.0,50.0,530.0,35644.0,36204.0,1490.0,23.92214765100671,CO,Bent,5738.0,7.0,26.5,12.1,5.1
1401,08011,4,330.0,50.0,290.0,0.0,270.0,29819.0,30337.0,900.0,33.132222222222225,CO,Bent,5738.0,7.0,26.5,12.1,5.1
1402,08011,5,250.0,0.0,220.0,0.0,200.0,36890.0,37812.0,640.0,57.640625,CO,Bent,5738.0,7.0,26.5,12.1,5.1
1403,08011,6,50.0,0.0,40.0,0.0,30.0,14379.0,14775.0,110.0,130.71818181818182,CO,Bent,5738.0,7.0,26.5,12.1,5.1
1404,08013,1,40670.0,31730.0,4060.0,4310.0,11790.0,485428.0,504640.0,51640.0,9.400232378001549,CO,Boulder,310287.0,4.1,13.4,12.1,5.1
1405,08013,2,26120.0,15600.0,6390.0,3490.0,14430.0,946546.0,970090.0,42810.0,22.11039476757767,CO,Boulder,310287.0,4.1,13.4,12.1,5.1
1406,08013,3,16190.0,7400.0,6980.0,1510.0,9090.0,997976.0,1021586.0,30450.0,32.77425287356322,CO,Boulder,310287.0,4.1,13.4,12.1,5.1
1407,08013,4,11450.0,3480.0,7020.0,730.0,7340.0,992541.0,1014281.0,24860.0,39.92522123893805,CO,Boulder,310287.0,4.1,13.4,12.1,5.1
1408,08013,5,20400.0,3300.0,16060.0,900.0,17640.0,2818615.0,2876095.0,53060.0,53.12127779871843,CO,Boulder,310287.0,4.1,13.4,12.1,5.1
1409,08013,6,9290.0,970.0,7940.0,260.0,10140.0,4156982.0,4234405.0,26990.0,154.01934049648017,CO,Boulder,310287.0,4.1,13.4,12.1,5.1
1410,08014,1,11350.0,8840.0,1110.0,1230.0,3240.0,138862.0,142169.0,14300.0,9.71062937062937,CO,Broomfield,60116.0,5.5,17.6,12.1,5.1
1411,08014,2,8330.0,4750.0,2040.0,1290.0,4590.0,303785.0,308716.0,13420.0,22.63673621460507,CO,Broomfield,60116.0,5.5,17.6,12.1,5.1
1412,08014,3,5600.0,2290.0,2560.0,610.0,3670.0,347047.0,351872.0,11080.0,31.321931407942238,CO,Broomfield,60116.0,5.5,17.6,12.1,5.1
1413,08014,4,4130.0,940.0,2820.0,290.0,3330.0,357766.0,361958.0,9910.0,36.101513622603434,CO,Broomfield,60116.0,5.5,17.6,12.1,5.1
1414,08014,5,6270.0,710.0,5290.0,270.0,6120.0,839097.0,849821.0,17410.0,48.19626651349799,CO,Broomfield,60116.0,5.5,17.6,12.1,5.1
1415,08014,6,1480.0,130.0,1300.0,0.0,1580.0,528347.0,535521.0,4310.0,122.58631090487239,CO,Broomfield,60116.0,5.5,17.6,12.1,5.1
1416,08015,1,3010.0,2130.0,520.0,320.0,750.0,37087.0,38426.0,3920.0,9.460969387755101,CO,Chaffee,18318.0,6.4,20.5,12.1,5.1
1417,08015,2,1900.0,870.0,820.0,160.0,830.0,69401.0,71440.0,3340.0,20.77874251497006,CO,Chaffee,18318.0,6.4,20.5,12.1,5.1
1418,08015,3,1200.0,330.0,840.0,80.0,640.0,73847.0,75791.0,2650.0,27.86679245283019,CO,Chaffee,18318.0,6.4,20.5,12.1,5.1
1419,08015,4,810.0,110.0,660.0,0.0,470.0,68643.0,70105.0,1900.0,36.12789473684211,CO,Chaffee,18318.0,6.4,20.5,12.1,5.1
1420,08015,5,850.0,100.0,750.0,0.0,430.0,115168.0,118012.0,2030.0,56.73300492610837,CO,Chaffee,18318.0,6.4,20.5,12.1,5.1
1421,08015,6,190.0,0.0,160.0,0.0,120.0,73593.0,75255.0,440.0,167.25681818181818,CO,Chaffee,18318.0,6.4,20.5,12.1,5.1
